customer_id,plan,industry,region,acquisition_channel,signup_date,churn_date,status,tenure_days,cohort,mrr_bwp,logins_per_week,features_adopted,sessions_per_month,onboarding_complete,support_tickets,nps_score,failed_payments,has_upgraded,has_downgraded,churn_probability,risk_level
TP-02345,Professional,Education,Gaborone,Organic Search,2023-05-11,,Active,690,2023,798,5.47,6,24.3,1,1,,0,0,0,0.02,Low
TP-02346,Free,Healthcare,Gaborone,Partnership,2023-06-06,2023-07-08,Churned,32,2023,0,2.07,3,5.8,1,0,,0,0,0,0.6315,High
TP-02347,Starter,Retail,Maun,Event,2020-12-27,,Active,1555,2020,245,4.63,2,20.0,0,0,,0,0,0,0.4958,High
TP-02348,Starter,Education,Francistown,Direct Sales,2024-10-08,,Active,174,2024,245,0.26,2,1.2,0,1,27.0,0,1,0,0.6886,Critical
TP-02349,Starter,Logistics,Francistown,Referral,2021-09-19,2021-10-19,Churned,30,2021,245,3.13,4,10.6,0,0,26.0,0,0,0,0.4503,High
TP-02350,Starter,Healthcare,Gaborone,Referral,2024-09-29,2025-01-31,Churned,124,2024,245,1.36,3,5.4,1,1,,0,0,0,0.5748,High
TP-02351,Free,Hospitality,Francistown,Direct Sales,2021-08-22,2021-12-01,Churned,101,2021,0,0.0,3,0.0,0,0,-2.0,0,0,0,0.95,Critical
TP-02352,Starter,Hospitality,Francistown,Event,2024-03-02,,Active,394,2024,245,3.22,4,17.6,1,0,18.0,0,1,0,0.3159,Medium
TP-02353,Professional,Retail,Gaborone,Organic Search,2022-04-10,,Active,1086,2022,798,5.07,3,25.8,1,2,,0,0,0,0.02,Low
TP-02354,Free,Professional Services,Gaborone,Event,2022-07-04,2022-08-03,Churned,30,2022,0,0.0,3,0.0,1,0,9.0,0,0,0,0.6764,Critical
TP-02355,Starter,Agriculture,Gaborone,Direct Sales,2021-07-30,,Active,1340,2021,245,2.85,3,1.9,1,1,,0,0,0,0.3306,Medium
TP-02356,Starter,Education,Francistown,Event,2020-11-16,2020-12-16,Churned,30,2020,245,2.82,1,10.9,0,0,57.0,0,0,0,0.6715,Critical
TP-02357,Starter,Logistics,Gaborone,Organic Search,2021-04-27,,Active,1434,2021,245,3.09,3,18.8,0,3,45.0,0,0,0,0.4254,Medium
TP-02358,Professional,Professional Services,Gaborone,Social Media,2021-12-13,,Active,1204,2021,798,2.18,3,12.5,1,2,53.0,0,0,0,0.2016,Low
TP-02359,Free,Finance,Gaborone,Direct Sales,2024-12-17,2025-02-11,Churned,56,2024,0,3.63,1,10.8,0,1,19.0,0,0,0,0.7965,Critical
TP-02360,Starter,Construction,Lobatse,Organic Search,2024-12-19,,Active,102,2024,245,4.02,3,14.0,1,1,,0,0,0,0.1953,Low
TP-02361,Starter,NGO,Gaborone,Referral,2021-01-25,2021-08-07,Churned,194,2021,245,2.31,3,12.3,0,1,-3.0,0,0,0,0.5485,High
TP-02362,Starter,Professional Services,Gaborone,Social Media,2024-08-08,2024-09-07,Churned,30,2024,245,1.83,3,9.7,1,1,48.0,0,1,0,0.4371,Medium
TP-02363,Professional,Hospitality,Gaborone,Event,2021-08-25,,Active,1314,2021,798,5.21,2,23.0,1,2,,3,1,0,0.2621,Medium
TP-02364,Starter,Construction,Palapye,Direct Sales,2022-06-04,2022-07-11,Churned,37,2022,245,2.55,3,15.9,0,0,57.0,1,0,0,0.5839,High
TP-02365,Free,Healthcare,Gaborone,Direct Sales,2021-02-02,2021-03-04,Churned,30,2021,0,2.58,1,7.3,0,0,39.0,0,0,0,0.8523,Critical
TP-02366,Free,Agriculture,Palapye,Direct Sales,2022-02-20,2022-07-05,Churned,135,2022,0,0.94,3,3.5,1,2,,0,0,0,0.859,Critical
TP-02367,Free,Logistics,Serowe,Direct Sales,2021-08-21,2021-10-04,Churned,44,2021,0,0.0,2,0.0,1,1,,0,0,0,0.9246,Critical
TP-02368,Starter,Education,Francistown,Referral,2024-01-01,,Active,455,2024,245,2.83,2,10.1,1,3,,0,0,0,0.4729,High
TP-02369,Free,Retail,Gaborone,Partnership,2022-03-25,,Active,1102,2022,0,0.0,3,0.0,1,0,-1.0,0,0,0,0.8443,Critical
TP-02370,Professional,Healthcare,Serowe,Event,2021-11-06,,Active,1241,2021,798,3.51,4,23.9,0,2,49.0,2,1,0,0.3938,Medium
TP-02371,Starter,NGO,Gaborone,Direct Sales,2024-08-25,2024-09-24,Churned,30,2024,245,2.84,2,17.5,1,1,39.0,0,1,0,0.3828,Medium
TP-02372,Starter,Healthcare,Francistown,Referral,2021-04-01,,Active,1460,2021,245,4.22,2,16.6,1,1,3.0,0,0,0,0.4255,Medium
TP-02373,Starter,Education,Gaborone,Referral,2024-04-10,,Active,355,2024,245,4.6,4,21.6,1,0,27.0,0,1,0,0.0872,Low
TP-02374,Free,Finance,Serowe,Partnership,2020-09-14,,Active,1659,2020,0,0.13,0,0.6,1,0,,0,0,0,0.9312,Critical
TP-02375,Free,Construction,Francistown,Social Media,2020-12-06,2021-02-10,Churned,66,2020,0,2.35,0,3.9,0,1,52.0,0,0,0,0.8261,Critical
TP-02376,Professional,Logistics,Serowe,Organic Search,2023-06-29,,Active,641,2023,798,6.1,3,32.3,1,7,100.0,0,0,0,0.1447,Low
TP-02377,Free,Healthcare,Gaborone,Direct Sales,2020-09-17,2020-10-17,Churned,30,2020,0,1.31,2,6.8,0,2,27.0,0,0,0,0.95,Critical
TP-02378,Free,Professional Services,Gaborone,Social Media,2021-06-03,2021-07-03,Churned,30,2021,0,3.4,3,16.4,0,0,1.0,0,0,0,0.733,Critical
TP-02379,Free,Hospitality,Lobatse,Direct Sales,2022-04-18,2022-05-18,Churned,30,2022,0,0.03,2,0.1,0,1,,0,0,0,0.95,Critical
TP-02380,Free,Healthcare,Maun,Organic Search,2022-01-14,2022-04-12,Churned,88,2022,0,1.43,1,5.7,0,0,7.0,0,0,0,0.95,Critical
TP-02381,Free,Healthcare,Gaborone,Partnership,2023-08-04,,Active,605,2023,0,2.43,2,18.7,1,0,22.0,0,0,0,0.723,Critical
TP-02382,Starter,Hospitality,Gaborone,Referral,2021-12-22,2022-04-06,Churned,105,2021,245,4.62,3,27.8,1,1,,1,1,0,0.2639,Medium
TP-02383,Starter,Retail,Gaborone,Referral,2024-02-02,2024-03-03,Churned,30,2024,245,3.62,3,11.6,1,4,,0,0,0,0.4716,High
TP-02384,Starter,Construction,Gaborone,Organic Search,2021-06-30,,Active,1370,2021,245,3.48,4,9.6,1,2,59.0,1,1,0,0.3841,Medium
TP-02385,Professional,Hospitality,Gaborone,Partnership,2021-11-03,,Active,1244,2021,798,6.69,4,31.8,1,3,,0,0,0,0.056,Low
TP-02386,Free,Healthcare,Francistown,Direct Sales,2024-11-11,2024-12-11,Churned,30,2024,0,3.6,3,16.2,1,1,-48.0,0,0,0,0.7242,Critical
TP-02387,Free,Retail,Maun,Partnership,2022-06-01,2022-07-13,Churned,42,2022,0,1.69,2,7.9,1,0,,0,0,0,0.8444,Critical
TP-02388,Free,NGO,Francistown,Event,2022-06-09,2022-07-17,Churned,38,2022,0,2.21,2,5.3,1,1,-18.0,0,0,0,0.8644,Critical
TP-02389,Professional,Education,Maun,Direct Sales,2022-09-06,,Active,937,2022,798,6.21,6,20.2,1,2,26.0,0,0,0,0.02,Low
TP-02390,Free,Construction,Palapye,Partnership,2020-10-03,2020-11-02,Churned,30,2020,0,1.42,1,7.3,0,0,-37.0,0,0,0,0.95,Critical
TP-02391,Professional,Education,Gaborone,Direct Sales,2023-09-05,,Active,573,2023,798,5.43,6,31.9,1,1,40.0,0,0,0,0.02,Low
TP-02392,Free,Education,Maun,Social Media,2021-08-01,2021-08-31,Churned,30,2021,0,1.37,1,8.9,0,1,,0,0,0,0.9339,Critical
TP-02393,Professional,NGO,Francistown,Social Media,2024-08-10,,Active,233,2024,798,2.48,3,2.6,1,2,53.0,0,0,0,0.1877,Low
TP-02394,Starter,Healthcare,Gaborone,Direct Sales,2020-11-15,,Active,1597,2020,245,3.32,1,15.7,1,0,18.0,1,0,0,0.5331,High
TP-02395,Professional,Finance,Lobatse,Social Media,2021-12-08,2022-06-08,Churned,182,2021,798,1.8,4,5.5,1,2,,0,0,0,0.3685,Medium
TP-02396,Starter,Agriculture,Serowe,Direct Sales,2024-07-06,,Active,268,2024,245,2.52,3,9.8,0,3,11.0,0,0,0,0.5386,High
TP-02397,Professional,Finance,Serowe,Organic Search,2022-09-29,,Active,914,2022,798,4.06,7,7.9,1,0,,1,0,0,0.0515,Low
TP-02398,Starter,Construction,Maun,Organic Search,2020-07-30,2020-08-29,Churned,30,2020,245,0.33,1,0.9,1,0,46.0,0,1,0,0.61,High
TP-02399,Starter,Retail,Lobatse,Social Media,2023-06-04,2023-07-06,Churned,32,2023,245,2.19,2,6.3,0,1,,0,0,0,0.7145,Critical
TP-02400,Free,Construction,Gaborone,Organic Search,2022-01-06,2022-02-23,Churned,48,2022,0,0.72,2,1.5,0,2,4.0,0,0,0,0.95,Critical
TP-02401,Starter,Hospitality,Gaborone,Social Media,2021-03-23,2021-06-26,Churned,95,2021,245,2.45,1,5.6,0,1,,3,0,0,0.7392,Critical
TP-02402,Professional,Construction,Francistown,Direct Sales,2021-03-12,,Active,1480,2021,798,7.29,8,40.6,0,2,,0,0,0,0.02,Low
TP-02403,Free,Construction,Gaborone,Partnership,2021-11-20,2022-01-19,Churned,60,2021,0,2.27,2,7.0,0,0,,0,0,0,0.8942,Critical
TP-02404,Free,Healthcare,Francistown,Organic Search,2023-11-23,2024-03-18,Churned,116,2023,0,3.46,2,22.4,0,0,,0,0,1,0.95,Critical
TP-02405,Starter,Construction,Gaborone,Partnership,2021-01-14,,Active,1537,2021,245,4.94,3,16.6,1,1,,0,1,0,0.1314,Low
TP-02406,Starter,NGO,Francistown,Event,2023-09-12,,Active,566,2023,245,1.07,5,4.4,1,0,,0,1,0,0.3306,Medium
TP-02407,Free,Agriculture,Serowe,Event,2024-11-25,2025-01-04,Churned,40,2024,0,1.55,2,3.6,1,1,,0,0,0,0.9399,Critical
TP-02408,Professional,Healthcare,Gaborone,Organic Search,2020-10-24,,Active,1619,2020,798,7.83,6,32.5,0,2,17.0,0,1,0,0.02,Low
TP-02409,Free,Finance,Gaborone,Direct Sales,2020-06-22,2020-08-18,Churned,57,2020,0,2.86,1,7.9,0,1,,0,0,0,0.8413,Critical
TP-02410,Professional,Hospitality,Palapye,Organic Search,2021-04-05,,Active,1456,2021,798,4.8,4,23.7,1,3,,0,0,0,0.0558,Low
TP-02411,Free,Finance,Lobatse,Event,2020-10-27,2020-12-23,Churned,57,2020,0,1.38,1,4.7,0,0,,0,0,0,0.95,Critical
TP-02412,Free,Education,Gaborone,Social Media,2021-04-16,2021-07-30,Churned,105,2021,0,3.39,2,10.2,0,1,18.0,0,0,0,0.9284,Critical
TP-02413,Starter,NGO,Lobatse,Organic Search,2023-02-20,,Active,770,2023,245,5.11,3,17.0,0,0,,0,1,0,0.218,Low
TP-02414,Free,Professional Services,Serowe,Organic Search,2021-07-22,2021-09-18,Churned,58,2021,0,1.96,1,2.6,0,1,,0,0,1,0.95,Critical
TP-02415,Enterprise,Retail,Lobatse,Social Media,2023-01-07,,Active,814,2023,2299,4.23,9,18.6,1,7,37.0,0,0,0,0.02,Low
TP-02416,Free,Hospitality,Serowe,Direct Sales,2023-12-17,2024-01-16,Churned,30,2023,0,1.35,1,4.3,0,0,31.0,0,0,0,0.95,Critical
TP-02417,Professional,NGO,Gaborone,Direct Sales,2023-02-01,,Active,789,2023,798,5.56,6,25.1,0,2,76.0,0,0,0,0.0665,Low
TP-02418,Starter,Professional Services,Gaborone,Event,2023-03-20,,Active,742,2023,245,3.63,2,21.5,1,1,,1,0,0,0.6302,High
TP-02419,Enterprise,Hospitality,Gaborone,Referral,2021-01-30,,Active,1521,2021,2299,8.85,10,15.7,1,1,,0,1,0,0.02,Low
TP-02420,Free,NGO,Maun,Event,2021-06-15,2021-08-06,Churned,52,2021,0,0.52,1,2.3,0,0,42.0,0,0,0,0.95,Critical
TP-02421,Free,Education,Gaborone,Event,2023-03-15,2023-05-06,Churned,52,2023,0,1.76,3,6.4,0,0,,0,0,1,0.95,Critical
TP-02422,Free,Logistics,Francistown,Partnership,2024-05-14,2024-06-13,Churned,30,2024,0,0.46,2,0.9,0,1,29.0,0,0,0,0.95,Critical
TP-02423,Free,Healthcare,Francistown,Partnership,2021-08-27,2021-11-21,Churned,86,2021,0,1.37,3,8.5,0,0,16.0,0,0,1,0.95,Critical
TP-02424,Starter,Agriculture,Gaborone,Social Media,2024-10-11,,Active,171,2024,245,2.71,3,15.0,0,2,,0,0,0,0.4763,High
TP-02425,Free,Hospitality,Gaborone,Referral,2024-09-05,2024-12-29,Churned,115,2024,0,1.83,3,6.6,0,0,35.0,0,0,1,0.95,Critical
TP-02426,Free,Healthcare,Palapye,Event,2021-12-15,2022-01-14,Churned,30,2021,0,1.41,1,1.2,1,1,-9.0,0,0,0,0.95,Critical
TP-02427,Starter,Agriculture,Palapye,Social Media,2020-08-22,,Active,1682,2020,245,5.2,2,26.8,0,1,0.0,0,0,1,0.7351,Critical
TP-02428,Starter,Finance,Francistown,Event,2021-12-09,2022-01-08,Churned,30,2021,245,2.27,5,13.6,0,2,,0,1,0,0.2634,Medium
TP-02429,Starter,Hospitality,Gaborone,Event,2021-01-14,2021-02-13,Churned,30,2021,245,0.49,1,2.6,1,0,,0,0,0,0.7241,Critical
TP-02430,Free,Retail,Francistown,Direct Sales,2022-04-01,2022-05-01,Churned,30,2022,0,0.34,1,0.6,0,0,25.0,0,0,0,0.95,Critical
TP-02431,Starter,Retail,Gaborone,Organic Search,2020-08-19,2020-10-26,Churned,68,2020,245,4.18,2,22.5,0,1,,0,0,0,0.4915,High
TP-02432,Free,Construction,Gaborone,Organic Search,2024-10-03,2024-11-02,Churned,30,2024,0,2.79,2,1.6,0,0,45.0,0,0,0,0.9332,Critical
TP-02433,Free,Finance,Francistown,Organic Search,2024-11-08,2024-12-31,Churned,53,2024,0,2.61,0,6.4,0,0,42.0,0,0,0,0.8847,Critical
TP-02434,Enterprise,NGO,Serowe,Partnership,2021-10-06,,Active,1272,2021,2299,5.97,8,30.8,1,4,,0,1,0,0.02,Low
TP-02435,Professional,Professional Services,Francistown,Event,2022-04-06,,Active,1090,2022,798,4.42,6,19.7,1,5,1.0,0,1,0,0.02,Low
TP-02436,Professional,Healthcare,Gaborone,Partnership,2022-09-18,2023-02-26,Churned,161,2022,798,2.1,3,9.8,0,3,29.0,1,0,0,0.3698,Medium
TP-02437,Free,Professional Services,Francistown,Event,2023-07-13,2023-08-25,Churned,43,2023,0,1.89,0,11.1,0,0,-19.0,0,0,0,0.95,Critical
TP-02438,Starter,Retail,Maun,Referral,2023-01-08,,Active,813,2023,245,6.01,5,19.2,0,2,,0,0,1,0.3131,Medium
TP-02439,Starter,Logistics,Gaborone,Referral,2024-06-15,2025-03-30,Churned,288,2024,245,2.61,2,11.2,1,3,,1,1,0,0.5337,High
TP-02440,Free,NGO,Gaborone,Organic Search,2023-06-21,2023-07-21,Churned,30,2023,0,1.37,1,2.9,0,1,32.0,0,0,0,0.95,Critical
TP-02441,Starter,Agriculture,Francistown,Organic Search,2024-04-13,,Active,352,2024,245,2.51,5,9.6,1,1,,2,0,0,0.3449,Medium
TP-02442,Free,Agriculture,Francistown,Referral,2022-12-14,2023-01-13,Churned,30,2022,0,2.1,2,13.5,0,0,18.0,0,0,0,0.8668,Critical
TP-02443,Free,Logistics,Gaborone,Referral,2022-10-05,2022-12-22,Churned,78,2022,0,2.27,1,12.7,0,0,22.0,0,0,0,0.8292,Critical
TP-02444,Free,Healthcare,Gaborone,Event,2022-08-26,2022-09-25,Churned,30,2022,0,1.98,2,3.4,0,1,18.0,0,0,0,0.95,Critical
TP-02445,Free,Logistics,Serowe,Direct Sales,2021-06-05,2021-07-29,Churned,54,2021,0,0.0,2,0.0,0,1,,0,0,1,0.95,Critical
TP-02446,Professional,Hospitality,Gaborone,Partnership,2020-06-10,2021-03-28,Churned,291,2020,798,2.93,3,4.9,0,1,43.0,2,0,0,0.465,High
TP-02447,Free,Education,Gaborone,Direct Sales,2023-10-13,,Active,535,2023,0,0.4,3,3.0,1,0,33.0,0,0,0,0.7601,Critical
TP-02448,Free,Logistics,Francistown,Direct Sales,2020-07-01,2020-07-31,Churned,30,2020,0,0.82,2,2.4,1,0,-30.0,0,0,0,0.95,Critical
TP-02449,Professional,Construction,Maun,Partnership,2024-11-14,,Active,137,2024,798,3.86,4,12.4,1,3,,0,0,0,0.2905,Medium
TP-02450,Starter,Hospitality,Francistown,Referral,2020-09-03,2021-01-21,Churned,140,2020,245,2.78,3,12.1,1,3,,0,1,0,0.2473,Low
TP-02451,Professional,NGO,Francistown,Direct Sales,2021-04-20,,Active,1441,2021,798,2.94,7,15.8,1,1,43.0,0,1,0,0.02,Low
TP-02452,Starter,Finance,Palapye,Referral,2021-01-31,,Active,1520,2021,245,2.59,2,15.7,1,3,2.0,1,1,0,0.5662,High
TP-02453,Starter,Retail,Gaborone,Referral,2022-05-28,2023-05-29,Churned,366,2022,245,1.09,2,2.7,0,2,,0,1,0,0.7167,Critical
TP-02454,Enterprise,Education,Gaborone,Referral,2020-09-01,,Active,1672,2020,2299,3.48,9,13.7,1,5,,0,1,0,0.02,Low
TP-02455,Starter,Construction,Gaborone,Referral,2023-02-28,,Active,762,2023,245,4.1,4,11.2,0,0,16.0,0,1,1,0.4422,Medium
TP-02456,Starter,Agriculture,Gaborone,Social Media,2022-07-12,,Active,993,2022,245,4.86,0,15.2,0,1,,0,0,1,0.6385,High
TP-02457,Free,NGO,Gaborone,Event,2022-12-08,2023-01-07,Churned,30,2022,0,0.79,2,4.0,0,0,,0,0,0,0.95,Critical
TP-02458,Professional,Construction,Gaborone,Referral,2020-11-17,,Active,1595,2020,798,4.1,7,39.2,0,2,,0,0,0,0.0825,Low
TP-02459,Starter,Professional Services,Gaborone,Direct Sales,2022-01-15,,Active,1171,2022,245,3.31,3,12.4,1,0,65.0,0,1,1,0.4266,Medium
TP-02460,Free,NGO,Maun,Organic Search,2020-11-12,2021-02-11,Churned,91,2020,0,2.53,2,15.9,0,1,,0,0,0,0.7948,Critical
TP-02461,Starter,Retail,Gaborone,Event,2023-01-21,,Active,800,2023,245,2.62,2,10.9,0,1,,0,1,1,0.6348,High
TP-02462,Starter,Logistics,Francistown,Direct Sales,2024-02-17,2024-08-05,Churned,170,2024,245,4.28,3,24.3,1,1,,1,1,0,0.2268,Low
TP-02463,Free,Logistics,Francistown,Event,2022-11-22,2022-12-22,Churned,30,2022,0,1.38,1,5.8,1,0,,0,0,0,0.8975,Critical
TP-02464,Free,Logistics,Gaborone,Social Media,2023-09-13,2023-10-31,Churned,48,2023,0,1.16,1,6.0,1,0,,0,0,0,0.9459,Critical
TP-02465,Professional,Finance,Gaborone,Referral,2023-03-17,,Active,745,2023,798,7.58,5,21.5,1,1,56.0,0,1,0,0.02,Low
TP-02466,Professional,Logistics,Serowe,Referral,2023-08-11,,Active,598,2023,798,2.46,3,11.6,0,3,,0,0,0,0.3277,Medium
TP-02467,Starter,Professional Services,Gaborone,Social Media,2022-11-13,,Active,869,2022,245,3.47,4,8.7,1,1,,0,0,0,0.3642,Medium
TP-02468,Enterprise,Healthcare,Gaborone,Event,2023-07-10,,Active,630,2023,2299,6.61,8,31.7,1,1,,0,0,0,0.02,Low
TP-02469,Professional,Education,Palapye,Partnership,2021-03-13,,Active,1479,2021,798,3.46,3,17.2,1,1,54.0,0,1,0,0.1705,Low
TP-02470,Free,Agriculture,Gaborone,Referral,2022-10-31,2022-11-30,Churned,30,2022,0,0.49,1,2.0,0,1,,0,0,0,0.95,Critical
TP-02471,Free,Hospitality,Francistown,Social Media,2022-03-10,2022-04-09,Churned,30,2022,0,2.46,2,4.0,0,2,61.0,0,0,0,0.8507,Critical
TP-02472,Free,Agriculture,Francistown,Direct Sales,2021-11-15,2022-03-08,Churned,113,2021,0,1.71,2,12.4,0,1,-23.0,0,0,0,0.95,Critical
TP-02473,Free,NGO,Gaborone,Social Media,2021-02-02,2021-03-04,Churned,30,2021,0,0.0,1,0.0,1,0,63.0,0,0,0,0.95,Critical
TP-02474,Starter,Education,Gaborone,Social Media,2021-01-11,,Active,1540,2021,245,2.64,1,15.3,1,1,,0,0,0,0.5315,High
TP-02475,Professional,Logistics,Gaborone,Referral,2024-07-24,,Active,250,2024,798,5.63,5,35.8,1,2,1.0,0,0,0,0.02,Low
TP-02476,Professional,Professional Services,Gaborone,Organic Search,2022-02-07,2022-06-07,Churned,120,2022,798,4.72,4,52.1,1,4,,0,0,0,0.1196,Low
TP-02477,Free,Construction,Gaborone,Direct Sales,2023-01-02,2023-02-15,Churned,44,2023,0,2.1,2,8.6,0,0,,0,0,0,0.8297,Critical
TP-02478,Professional,Logistics,Maun,Direct Sales,2021-03-08,,Active,1484,2021,798,3.94,6,23.0,1,5,,0,1,0,0.02,Low
TP-02479,Starter,Construction,Gaborone,Partnership,2023-05-21,,Active,680,2023,245,2.12,0,8.4,1,4,11.0,0,0,0,0.7011,Critical
TP-02480,Free,Hospitality,Maun,Partnership,2024-05-01,2024-05-31,Churned,30,2024,0,0.87,2,5.0,0,0,-12.0,0,0,0,0.95,Critical
TP-02481,Starter,Logistics,Gaborone,Referral,2022-09-12,2022-12-02,Churned,81,2022,245,2.03,4,6.5,0,1,,1,0,0,0.615,High
TP-02482,Free,Hospitality,Palapye,Referral,2020-07-26,2020-11-19,Churned,116,2020,0,0.73,3,4.6,0,0,,0,0,0,0.8406,Critical
TP-02483,Starter,Finance,Palapye,Referral,2022-08-04,,Active,970,2022,245,2.75,1,6.2,0,0,,0,0,0,0.6576,Critical
TP-02484,Starter,Agriculture,Gaborone,Partnership,2021-05-07,2021-09-18,Churned,134,2021,245,3.93,1,20.6,0,0,,1,0,0,0.7488,Critical
TP-02485,Free,Construction,Gaborone,Social Media,2024-01-02,2024-03-26,Churned,84,2024,0,0.7,3,2.6,0,1,,0,0,0,0.7983,Critical
TP-02486,Starter,Education,Palapye,Social Media,2023-08-08,2024-10-11,Churned,430,2023,245,0.22,2,0.9,0,1,3.0,2,0,0,0.95,Critical
TP-02487,Professional,Professional Services,Palapye,Referral,2022-07-07,,Active,998,2022,798,3.48,3,14.9,1,1,,0,0,0,0.2391,Low
TP-02488,Free,Logistics,Gaborone,Partnership,2024-06-05,,Active,299,2024,0,3.34,3,8.6,0,1,,0,0,1,0.8501,Critical
TP-02489,Free,Finance,Maun,Partnership,2023-12-31,2024-01-30,Churned,30,2023,0,3.17,2,12.8,0,1,,0,0,0,0.8408,Critical
TP-02490,Free,Education,Gaborone,Partnership,2022-04-28,2022-06-08,Churned,41,2022,0,0.0,2,0.0,1,1,35.0,0,0,0,0.9192,Critical
TP-02491,Starter,Healthcare,Francistown,Referral,2023-02-03,,Active,787,2023,245,1.93,2,11.2,1,1,16.0,0,0,0,0.7056,Critical
TP-02492,Starter,Education,Gaborone,Direct Sales,2021-01-12,,Active,1539,2021,245,3.62,2,21.9,0,1,,0,0,1,0.7756,Critical
TP-02493,Starter,Hospitality,Palapye,Event,2020-12-28,2021-01-27,Churned,30,2020,245,3.47,3,10.9,1,2,,2,0,0,0.5177,High
TP-02494,Free,Finance,Palapye,Direct Sales,2024-11-23,2024-12-23,Churned,30,2024,0,0.79,2,4.5,0,2,1.0,0,0,1,0.95,Critical
TP-02495,Professional,Agriculture,Gaborone,Partnership,2024-07-17,2025-02-12,Churned,210,2024,798,1.67,6,6.1,0,3,68.0,0,1,0,0.241,Low
TP-02496,Free,Retail,Gaborone,Partnership,2021-07-30,2021-11-24,Churned,117,2021,0,1.75,3,7.7,0,0,19.0,0,0,0,0.9035,Critical
TP-02497,Free,Education,Gaborone,Referral,2023-06-23,2023-09-08,Churned,77,2023,0,0.0,3,0.0,0,0,7.0,0,0,0,0.8809,Critical
TP-02498,Starter,Healthcare,Gaborone,Direct Sales,2024-02-11,2024-11-19,Churned,282,2024,245,1.76,4,5.3,1,1,-2.0,0,0,0,0.7184,Critical
TP-02499,Free,Education,Francistown,Social Media,2022-10-20,2022-11-19,Churned,30,2022,0,0.0,2,0.0,0,1,9.0,0,0,0,0.95,Critical
TP-02500,Free,Finance,Gaborone,Referral,2023-01-03,2023-02-02,Churned,30,2023,0,1.98,2,8.8,1,1,,0,0,0,0.9322,Critical
TP-02501,Starter,Healthcare,Gaborone,Event,2022-06-30,,Active,1005,2022,245,4.84,3,34.0,0,1,,1,1,0,0.2547,Medium
TP-02502,Enterprise,Retail,Serowe,Direct Sales,2021-06-26,,Active,1374,2021,2299,5.54,8,36.4,0,4,74.0,0,0,0,0.02,Low
TP-02503,Free,Retail,Francistown,Referral,2023-07-13,,Active,627,2023,0,2.24,2,9.7,0,0,,0,0,0,0.8621,Critical
TP-02504,Enterprise,Professional Services,Gaborone,Partnership,2022-01-21,,Active,1165,2022,2299,11.15,8,54.5,1,2,96.0,0,0,0,0.02,Low
TP-02505,Enterprise,Construction,Gaborone,Partnership,2020-10-04,,Active,1639,2020,2299,9.13,9,48.8,1,4,,0,1,0,0.02,Low
TP-02506,Free,Healthcare,Maun,Direct Sales,2021-08-18,2021-12-27,Churned,131,2021,0,0.85,0,1.1,0,0,,0,0,0,0.95,Critical
TP-02507,Professional,Logistics,Lobatse,Organic Search,2024-08-30,,Active,213,2024,798,6.62,3,30.9,1,1,,0,0,0,0.0518,Low
TP-02508,Starter,Professional Services,Gaborone,Event,2023-11-02,,Active,515,2023,245,4.73,3,9.4,1,1,,0,0,0,0.2389,Low
TP-02509,Starter,Agriculture,Francistown,Referral,2021-07-04,,Active,1366,2021,245,2.08,3,9.0,1,1,62.0,0,1,0,0.334,Medium
TP-02510,Enterprise,Agriculture,Maun,Social Media,2021-07-07,,Active,1363,2021,2299,5.41,10,6.9,1,5,,0,0,0,0.02,Low
TP-02511,Professional,NGO,Gaborone,Social Media,2021-10-13,,Active,1265,2021,798,6.87,3,30.3,0,2,,0,0,0,0.1488,Low
TP-02512,Starter,Professional Services,Gaborone,Event,2023-09-15,2024-08-26,Churned,346,2023,245,2.73,2,11.1,1,2,,1,1,0,0.575,High
TP-02513,Free,Hospitality,Gaborone,Organic Search,2023-03-30,,Active,732,2023,0,0.65,3,3.5,1,0,14.0,0,0,0,0.768,Critical
TP-02514,Professional,NGO,Francistown,Partnership,2021-07-22,,Active,1348,2021,798,3.29,8,17.8,1,3,15.0,2,0,0,0.1617,Low
TP-02515,Starter,Professional Services,Francistown,Organic Search,2022-01-02,2022-02-01,Churned,30,2022,245,1.47,1,7.2,0,2,59.0,0,1,0,0.714,Critical
TP-02516,Starter,Agriculture,Palapye,Event,2021-10-05,,Active,1273,2021,245,2.53,4,15.5,0,2,25.0,1,1,0,0.5851,High
TP-02517,Starter,Agriculture,Gaborone,Referral,2024-10-12,,Active,170,2024,245,1.42,2,3.8,0,1,44.0,0,0,0,0.876,Critical
TP-02518,Starter,Hospitality,Gaborone,Organic Search,2024-12-17,,Active,104,2024,245,4.04,3,25.4,1,2,,0,0,0,0.1747,Low
TP-02519,Starter,Professional Services,Gaborone,Event,2022-07-13,2022-08-17,Churned,35,2022,245,4.51,2,5.3,0,1,14.0,1,0,0,0.5856,High
TP-02520,Professional,Agriculture,Lobatse,Referral,2024-07-04,,Active,270,2024,798,4.18,5,24.1,1,1,,0,0,0,0.02,Low
TP-02521,Free,Agriculture,Serowe,Referral,2022-07-22,2022-08-21,Churned,30,2022,0,3.01,1,20.9,0,0,,0,0,0,0.8566,Critical
TP-02522,Professional,NGO,Gaborone,Partnership,2023-09-19,,Active,559,2023,798,7.08,5,42.7,1,2,,1,0,0,0.054,Low
