date,day_of_week,shift,department,patients_arrived,staff_on_duty,wait_time_min
2025-11-16,Sunday,Afternoon (3pm-11pm),Maternity,9,3,14.7
2025-11-16,Sunday,Night (11pm-7am),Maternity,9,1,21.0
2025-11-16,Sunday,Morning (7am-3pm),Pediatrics,23,4,5.0
2025-11-16,Sunday,Afternoon (3pm-11pm),Pediatrics,39,8,5.0
2025-11-16,Sunday,Night (11pm-7am),Pediatrics,18,4,25.1
2025-11-16,Sunday,Morning (7am-3pm),ICU,7,4,19.3
2025-11-16,Sunday,Afternoon (3pm-11pm),ICU,10,5,14.5
2025-11-16,Sunday,Night (11pm-7am),ICU,8,3,11.4
2025-11-17,Monday,Morning (7am-3pm),Emergency,58,8,18.3
2025-11-17,Monday,Afternoon (3pm-11pm),Emergency,60,10,18.7
2025-11-17,Monday,Night (11pm-7am),Emergency,35,6,11.1
2025-11-17,Monday,Morning (7am-3pm),Outpatient,85,21,17.7
2025-11-17,Monday,Afternoon (3pm-11pm),Outpatient,58,15,5.0
2025-11-17,Monday,Night (11pm-7am),Outpatient,0,1,5.0
2025-11-17,Monday,Morning (7am-3pm),Surgery,8,2,5.0
2025-11-17,Monday,Afternoon (3pm-11pm),Surgery,5,1,17.7
2025-11-17,Monday,Night (11pm-7am),Surgery,1,1,5.0
2025-11-17,Monday,Morning (7am-3pm),Maternity,12,3,5.0
2025-11-17,Monday,Afternoon (3pm-11pm),Maternity,14,4,7.9
2025-11-17,Monday,Night (11pm-7am),Maternity,9,1,34.5
2025-11-17,Monday,Morning (7am-3pm),Pediatrics,25,5,5.0
2025-11-17,Monday,Afternoon (3pm-11pm),Pediatrics,19,2,26.5
2025-11-17,Monday,Night (11pm-7am),Pediatrics,14,2,29.3
2025-11-17,Monday,Morning (7am-3pm),ICU,6,4,26.4
2025-11-17,Monday,Afternoon (3pm-11pm),ICU,9,5,5.0
2025-11-17,Monday,Night (11pm-7am),ICU,6,4,9.0
2025-11-18,Tuesday,Morning (7am-3pm),Emergency,46,6,24.1
2025-11-18,Tuesday,Afternoon (3pm-11pm),Emergency,46,7,19.2
2025-11-18,Tuesday,Night (11pm-7am),Emergency,31,5,9.8
2025-11-18,Tuesday,Morning (7am-3pm),Outpatient,70,18,20.0
2025-11-18,Tuesday,Afternoon (3pm-11pm),Outpatient,74,18,13.7
2025-11-18,Tuesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-11-18,Tuesday,Morning (7am-3pm),Surgery,9,4,9.1
2025-11-18,Tuesday,Afternoon (3pm-11pm),Surgery,5,1,25.2
2025-11-18,Tuesday,Night (11pm-7am),Surgery,2,1,5.0
2025-11-18,Tuesday,Morning (7am-3pm),Maternity,9,1,42.0
2025-11-18,Tuesday,Afternoon (3pm-11pm),Maternity,15,4,14.4
2025-11-18,Tuesday,Night (11pm-7am),Maternity,9,2,25.4
2025-11-18,Tuesday,Morning (7am-3pm),Pediatrics,29,4,21.6
2025-11-18,Tuesday,Afternoon (3pm-11pm),Pediatrics,30,6,16.0
2025-11-18,Tuesday,Night (11pm-7am),Pediatrics,13,3,5.0
2025-11-18,Tuesday,Morning (7am-3pm),ICU,6,4,5.0
2025-11-18,Tuesday,Afternoon (3pm-11pm),ICU,8,5,5.0
2025-11-18,Tuesday,Night (11pm-7am),ICU,7,3,5.0
2025-11-19,Wednesday,Morning (7am-3pm),Emergency,45,6,19.3
2025-11-19,Wednesday,Afternoon (3pm-11pm),Emergency,59,8,22.5
2025-11-19,Wednesday,Night (11pm-7am),Emergency,33,4,19.9
2025-11-19,Wednesday,Morning (7am-3pm),Outpatient,84,22,22.6
2025-11-19,Wednesday,Afternoon (3pm-11pm),Outpatient,60,16,26.6
2025-11-19,Wednesday,Night (11pm-7am),Outpatient,0,1,6.3
2025-11-19,Wednesday,Morning (7am-3pm),Surgery,8,1,30.7
2025-11-19,Wednesday,Afternoon (3pm-11pm),Surgery,6,3,10.0
2025-11-19,Wednesday,Night (11pm-7am),Surgery,1,1,6.1
2025-11-19,Wednesday,Morning (7am-3pm),Maternity,13,2,11.3
2025-11-19,Wednesday,Afternoon (3pm-11pm),Maternity,13,3,27.5
2025-11-19,Wednesday,Night (11pm-7am),Maternity,10,3,10.3
2025-11-19,Wednesday,Morning (7am-3pm),Pediatrics,32,6,9.0
2025-11-19,Wednesday,Afternoon (3pm-11pm),Pediatrics,28,6,5.0
2025-11-19,Wednesday,Night (11pm-7am),Pediatrics,14,1,12.4
2025-11-19,Wednesday,Morning (7am-3pm),ICU,6,4,5.2
2025-11-19,Wednesday,Afternoon (3pm-11pm),ICU,7,3,5.0
2025-11-19,Wednesday,Night (11pm-7am),ICU,8,3,10.8
2025-11-20,Thursday,Morning (7am-3pm),Emergency,39,5,26.7
2025-11-20,Thursday,Afternoon (3pm-11pm),Emergency,53,8,31.4
2025-11-20,Thursday,Night (11pm-7am),Emergency,40,7,24.6
2025-11-20,Thursday,Morning (7am-3pm),Outpatient,69,16,23.1
2025-11-20,Thursday,Afternoon (3pm-11pm),Outpatient,67,16,23.5
2025-11-20,Thursday,Night (11pm-7am),Outpatient,0,1,5.0
2025-11-20,Thursday,Morning (7am-3pm),Surgery,6,3,5.0
2025-11-20,Thursday,Afternoon (3pm-11pm),Surgery,6,2,5.0
2025-11-20,Thursday,Night (11pm-7am),Surgery,2,1,10.9
2025-11-20,Thursday,Morning (7am-3pm),Maternity,10,3,15.3
2025-11-20,Thursday,Afternoon (3pm-11pm),Maternity,13,3,6.8
2025-11-20,Thursday,Night (11pm-7am),Maternity,10,3,5.0
2025-11-20,Thursday,Morning (7am-3pm),Pediatrics,31,5,30.4
2025-11-20,Thursday,Afternoon (3pm-11pm),Pediatrics,24,3,20.4
2025-11-20,Thursday,Night (11pm-7am),Pediatrics,16,3,23.7
2025-11-20,Thursday,Morning (7am-3pm),ICU,9,3,5.7
2025-11-20,Thursday,Afternoon (3pm-11pm),ICU,8,3,10.4
2025-11-20,Thursday,Night (11pm-7am),ICU,7,4,10.1
2025-11-21,Friday,Morning (7am-3pm),Emergency,51,9,29.6
2025-11-21,Friday,Afternoon (3pm-11pm),Emergency,57,9,19.6
2025-11-21,Friday,Night (11pm-7am),Emergency,37,7,19.6
2025-11-21,Friday,Morning (7am-3pm),Outpatient,81,20,18.2
2025-11-21,Friday,Afternoon (3pm-11pm),Outpatient,63,16,5.0
2025-11-21,Friday,Night (11pm-7am),Outpatient,0,1,5.0
2025-11-21,Friday,Morning (7am-3pm),Surgery,9,2,5.7
2025-11-21,Friday,Afternoon (3pm-11pm),Surgery,5,1,5.0
2025-11-21,Friday,Night (11pm-7am),Surgery,2,1,5.0
2025-11-21,Friday,Morning (7am-3pm),Maternity,15,4,9.0
2025-11-21,Friday,Afternoon (3pm-11pm),Maternity,16,5,5.0
2025-11-21,Friday,Night (11pm-7am),Maternity,10,3,11.0
2025-11-21,Friday,Morning (7am-3pm),Pediatrics,32,6,19.7
2025-11-21,Friday,Afternoon (3pm-11pm),Pediatrics,26,5,21.1
2025-11-21,Friday,Night (11pm-7am),Pediatrics,15,2,13.1
2025-11-21,Friday,Morning (7am-3pm),ICU,8,3,14.3
2025-11-21,Friday,Afternoon (3pm-11pm),ICU,8,4,9.8
2025-11-21,Friday,Night (11pm-7am),ICU,8,4,5.1
2025-11-22,Saturday,Morning (7am-3pm),Emergency,52,7,30.3
2025-11-22,Saturday,Afternoon (3pm-11pm),Emergency,69,11,31.4
2025-11-22,Saturday,Night (11pm-7am),Emergency,38,5,31.9
2025-11-22,Saturday,Morning (7am-3pm),Outpatient,32,7,5.0
2025-11-22,Saturday,Afternoon (3pm-11pm),Outpatient,26,6,19.5
2025-11-22,Saturday,Night (11pm-7am),Outpatient,0,1,5.0
2025-11-22,Saturday,Morning (7am-3pm),Surgery,8,1,16.7
2025-11-22,Saturday,Afternoon (3pm-11pm),Surgery,4,2,10.8
2025-11-22,Saturday,Night (11pm-7am),Surgery,2,1,5.0
2025-11-22,Saturday,Morning (7am-3pm),Maternity,11,1,39.9
2025-11-22,Saturday,Afternoon (3pm-11pm),Maternity,12,2,21.2
2025-11-22,Saturday,Night (11pm-7am),Maternity,8,3,5.0
2025-11-22,Saturday,Morning (7am-3pm),Pediatrics,35,8,17.1
2025-11-22,Saturday,Afternoon (3pm-11pm),Pediatrics,27,5,5.0
2025-11-22,Saturday,Night (11pm-7am),Pediatrics,10,3,18.1
2025-11-22,Saturday,Morning (7am-3pm),ICU,7,4,5.0
2025-11-22,Saturday,Afternoon (3pm-11pm),ICU,7,3,13.8
2025-11-22,Saturday,Night (11pm-7am),ICU,9,3,5.0
2025-11-23,Sunday,Morning (7am-3pm),Emergency,55,8,12.3
2025-11-23,Sunday,Afternoon (3pm-11pm),Emergency,82,14,10.3
2025-11-23,Sunday,Night (11pm-7am),Emergency,38,7,6.2
2025-11-23,Sunday,Morning (7am-3pm),Outpatient,29,7,15.4
2025-11-23,Sunday,Afternoon (3pm-11pm),Outpatient,27,6,18.5
2025-11-23,Sunday,Night (11pm-7am),Outpatient,0,1,5.0
2025-11-23,Sunday,Morning (7am-3pm),Surgery,6,1,16.7
2025-11-23,Sunday,Afternoon (3pm-11pm),Surgery,6,3,11.6
2025-11-23,Sunday,Night (11pm-7am),Surgery,1,1,12.6
2025-11-23,Sunday,Morning (7am-3pm),Maternity,15,4,13.7
2025-11-23,Sunday,Afternoon (3pm-11pm),Maternity,14,3,29.1
2025-11-23,Sunday,Night (11pm-7am),Maternity,9,1,5.0
2025-11-23,Sunday,Morning (7am-3pm),Pediatrics,29,5,5.0
2025-11-23,Sunday,Afternoon (3pm-11pm),Pediatrics,22,3,16.6
2025-11-23,Sunday,Night (11pm-7am),Pediatrics,15,3,5.0
2025-11-23,Sunday,Morning (7am-3pm),ICU,7,3,19.5
2025-11-23,Sunday,Afternoon (3pm-11pm),ICU,7,4,10.2
2025-11-23,Sunday,Night (11pm-7am),ICU,9,5,5.0
2025-11-24,Monday,Morning (7am-3pm),Emergency,38,5,9.5
2025-11-24,Monday,Afternoon (3pm-11pm),Emergency,51,9,22.3
2025-11-24,Monday,Night (11pm-7am),Emergency,32,5,17.3
2025-11-24,Monday,Morning (7am-3pm),Outpatient,71,17,11.8
2025-11-24,Monday,Afternoon (3pm-11pm),Outpatient,54,13,11.9
2025-11-24,Monday,Night (11pm-7am),Outpatient,0,1,5.0
2025-11-24,Monday,Morning (7am-3pm),Surgery,8,1,21.1
2025-11-24,Monday,Afternoon (3pm-11pm),Surgery,5,1,16.9
2025-11-24,Monday,Night (11pm-7am),Surgery,1,1,5.5
2025-11-24,Monday,Morning (7am-3pm),Maternity,10,2,20.9
2025-11-24,Monday,Afternoon (3pm-11pm),Maternity,17,5,5.0
2025-11-24,Monday,Night (11pm-7am),Maternity,8,2,16.0
2025-11-24,Monday,Morning (7am-3pm),Pediatrics,29,4,13.5
2025-11-24,Monday,Afternoon (3pm-11pm),Pediatrics,26,6,16.3
2025-11-24,Monday,Night (11pm-7am),Pediatrics,9,2,19.0
2025-11-24,Monday,Morning (7am-3pm),ICU,8,3,5.0
2025-11-24,Monday,Afternoon (3pm-11pm),ICU,7,2,11.1
2025-11-24,Monday,Night (11pm-7am),ICU,9,3,6.4
2025-11-25,Tuesday,Morning (7am-3pm),Emergency,39,5,18.5
2025-11-25,Tuesday,Afternoon (3pm-11pm),Emergency,50,9,21.5
2025-11-25,Tuesday,Night (11pm-7am),Emergency,37,6,24.8
2025-11-25,Tuesday,Morning (7am-3pm),Outpatient,75,17,22.0
2025-11-25,Tuesday,Afternoon (3pm-11pm),Outpatient,67,15,21.7
2025-11-25,Tuesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-11-25,Tuesday,Morning (7am-3pm),Surgery,8,2,26.4
2025-11-25,Tuesday,Afternoon (3pm-11pm),Surgery,7,1,21.1
2025-11-25,Tuesday,Night (11pm-7am),Surgery,2,1,5.0
2025-11-25,Tuesday,Morning (7am-3pm),Maternity,11,2,24.7
2025-11-25,Tuesday,Afternoon (3pm-11pm),Maternity,15,4,5.0
2025-11-25,Tuesday,Night (11pm-7am),Maternity,10,1,26.3
2025-11-25,Tuesday,Morning (7am-3pm),Pediatrics,24,4,17.7
2025-11-25,Tuesday,Afternoon (3pm-11pm),Pediatrics,23,5,9.9
2025-11-25,Tuesday,Night (11pm-7am),Pediatrics,13,3,25.8
2025-11-25,Tuesday,Morning (7am-3pm),ICU,7,3,5.0
2025-11-25,Tuesday,Afternoon (3pm-11pm),ICU,7,4,7.3
2025-11-25,Tuesday,Night (11pm-7am),ICU,9,5,5.0
2025-11-26,Wednesday,Morning (7am-3pm),Emergency,48,7,23.1
2025-11-26,Wednesday,Afternoon (3pm-11pm),Emergency,41,7,11.3
2025-11-26,Wednesday,Night (11pm-7am),Emergency,32,6,26.7
2025-11-26,Wednesday,Morning (7am-3pm),Outpatient,72,19,9.5
2025-11-26,Wednesday,Afternoon (3pm-11pm),Outpatient,45,12,7.8
2025-11-26,Wednesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-11-26,Wednesday,Morning (7am-3pm),Surgery,8,3,5.6
2025-11-26,Wednesday,Afternoon (3pm-11pm),Surgery,6,1,19.4
2025-11-26,Wednesday,Night (11pm-7am),Surgery,2,1,18.5
2025-11-26,Wednesday,Morning (7am-3pm),Maternity,8,3,13.0
2025-11-26,Wednesday,Afternoon (3pm-11pm),Maternity,13,3,22.6
2025-11-26,Wednesday,Night (11pm-7am),Maternity,10,2,13.7
2025-11-26,Wednesday,Morning (7am-3pm),Pediatrics,30,7,14.5
2025-11-26,Wednesday,Afternoon (3pm-11pm),Pediatrics,23,3,28.6
2025-11-26,Wednesday,Night (11pm-7am),Pediatrics,17,3,15.7
2025-11-26,Wednesday,Morning (7am-3pm),ICU,8,3,12.8
2025-11-26,Wednesday,Afternoon (3pm-11pm),ICU,9,5,21.7
2025-11-26,Wednesday,Night (11pm-7am),ICU,8,4,15.7
2025-11-27,Thursday,Morning (7am-3pm),Emergency,49,8,29.9
2025-11-27,Thursday,Afternoon (3pm-11pm),Emergency,49,8,22.9
2025-11-27,Thursday,Night (11pm-7am),Emergency,38,5,19.0
2025-11-27,Thursday,Morning (7am-3pm),Outpatient,88,23,13.4
2025-11-27,Thursday,Afternoon (3pm-11pm),Outpatient,51,13,7.0
2025-11-27,Thursday,Night (11pm-7am),Outpatient,0,1,5.0
2025-11-27,Thursday,Morning (7am-3pm),Surgery,7,1,30.2
2025-11-27,Thursday,Afternoon (3pm-11pm),Surgery,5,1,15.8
2025-11-27,Thursday,Night (11pm-7am),Surgery,2,1,5.2
2025-11-27,Thursday,Morning (7am-3pm),Maternity,14,2,18.3
2025-11-27,Thursday,Afternoon (3pm-11pm),Maternity,15,2,10.9
2025-11-27,Thursday,Night (11pm-7am),Maternity,9,1,34.7
2025-11-27,Thursday,Morning (7am-3pm),Pediatrics,33,5,12.0
2025-11-27,Thursday,Afternoon (3pm-11pm),Pediatrics,17,2,42.1
2025-11-27,Thursday,Night (11pm-7am),Pediatrics,12,3,10.0
2025-11-27,Thursday,Morning (7am-3pm),ICU,7,3,7.1
2025-11-27,Thursday,Afternoon (3pm-11pm),ICU,9,5,5.0
2025-11-27,Thursday,Night (11pm-7am),ICU,8,4,6.0
2025-11-28,Friday,Morning (7am-3pm),Emergency,44,8,22.5
2025-11-28,Friday,Afternoon (3pm-11pm),Emergency,49,9,21.4
2025-11-28,Friday,Night (11pm-7am),Emergency,37,6,33.4
2025-11-28,Friday,Morning (7am-3pm),Outpatient,98,25,15.5
2025-11-28,Friday,Afternoon (3pm-11pm),Outpatient,63,16,13.3
2025-11-28,Friday,Night (11pm-7am),Outpatient,0,1,5.0
2025-11-28,Friday,Morning (7am-3pm),Surgery,10,2,14.9
2025-11-28,Friday,Afternoon (3pm-11pm),Surgery,4,1,5.0
2025-11-28,Friday,Night (11pm-7am),Surgery,2,1,5.0
2025-11-28,Friday,Morning (7am-3pm),Maternity,11,2,29.8
2025-11-28,Friday,Afternoon (3pm-11pm),Maternity,14,3,25.7
2025-11-28,Friday,Night (11pm-7am),Maternity,9,3,16.4
2025-11-28,Friday,Morning (7am-3pm),Pediatrics,25,4,34.4
2025-11-28,Friday,Afternoon (3pm-11pm),Pediatrics,24,4,17.6
2025-11-28,Friday,Night (11pm-7am),Pediatrics,15,2,22.5
2025-11-28,Friday,Morning (7am-3pm),ICU,5,3,13.8
2025-11-28,Friday,Afternoon (3pm-11pm),ICU,6,2,9.6
2025-11-28,Friday,Night (11pm-7am),ICU,8,3,5.0
2025-11-29,Saturday,Morning (7am-3pm),Emergency,40,7,13.1
2025-11-29,Saturday,Afternoon (3pm-11pm),Emergency,65,10,20.9
2025-11-29,Saturday,Night (11pm-7am),Emergency,47,6,16.8
2025-11-29,Saturday,Morning (7am-3pm),Outpatient,36,8,5.0
2025-11-29,Saturday,Afternoon (3pm-11pm),Outpatient,26,5,21.0
2025-11-29,Saturday,Night (11pm-7am),Outpatient,0,1,5.0
2025-11-29,Saturday,Morning (7am-3pm),Surgery,8,3,5.0
2025-11-29,Saturday,Afternoon (3pm-11pm),Surgery,5,2,10.2
2025-11-29,Saturday,Night (11pm-7am),Surgery,1,1,5.0
2025-11-29,Saturday,Morning (7am-3pm),Maternity,12,3,21.3
2025-11-29,Saturday,Afternoon (3pm-11pm),Maternity,17,5,12.3
2025-11-29,Saturday,Night (11pm-7am),Maternity,9,1,21.7
2025-11-29,Saturday,Morning (7am-3pm),Pediatrics,36,6,16.9
2025-11-29,Saturday,Afternoon (3pm-11pm),Pediatrics,28,5,9.2
2025-11-29,Saturday,Night (11pm-7am),Pediatrics,15,4,15.9
2025-11-29,Saturday,Morning (7am-3pm),ICU,6,4,5.0
2025-11-29,Saturday,Afternoon (3pm-11pm),ICU,8,5,14.3
2025-11-29,Saturday,Night (11pm-7am),ICU,8,5,7.3
2025-11-30,Sunday,Morning (7am-3pm),Emergency,69,12,5.0
2025-11-30,Sunday,Afternoon (3pm-11pm),Emergency,72,13,11.5
2025-11-30,Sunday,Night (11pm-7am),Emergency,62,11,20.0
2025-11-30,Sunday,Morning (7am-3pm),Outpatient,28,8,9.2
2025-11-30,Sunday,Afternoon (3pm-11pm),Outpatient,24,6,11.7
2025-11-30,Sunday,Night (11pm-7am),Outpatient,0,1,5.0
2025-11-30,Sunday,Morning (7am-3pm),Surgery,8,2,6.4
2025-11-30,Sunday,Afternoon (3pm-11pm),Surgery,5,1,26.9
2025-11-30,Sunday,Night (11pm-7am),Surgery,1,1,5.0
2025-11-30,Sunday,Morning (7am-3pm),Maternity,12,3,8.2
2025-11-30,Sunday,Afternoon (3pm-11pm),Maternity,17,4,7.9
2025-11-30,Sunday,Night (11pm-7am),Maternity,10,1,30.2
2025-11-30,Sunday,Morning (7am-3pm),Pediatrics,35,8,5.0
2025-11-30,Sunday,Afternoon (3pm-11pm),Pediatrics,25,4,30.8
2025-11-30,Sunday,Night (11pm-7am),Pediatrics,16,3,13.4
2025-11-30,Sunday,Morning (7am-3pm),ICU,7,2,20.9
2025-11-30,Sunday,Afternoon (3pm-11pm),ICU,9,3,10.5
2025-11-30,Sunday,Night (11pm-7am),ICU,6,3,5.0
2025-12-01,Monday,Morning (7am-3pm),Emergency,47,7,15.1
2025-12-01,Monday,Afternoon (3pm-11pm),Emergency,55,8,27.9
2025-12-01,Monday,Night (11pm-7am),Emergency,37,5,13.5
2025-12-01,Monday,Morning (7am-3pm),Outpatient,99,25,7.1
2025-12-01,Monday,Afternoon (3pm-11pm),Outpatient,56,14,13.4
2025-12-01,Monday,Night (11pm-7am),Outpatient,0,1,5.0
2025-12-01,Monday,Morning (7am-3pm),Surgery,9,4,5.0
2025-12-01,Monday,Afternoon (3pm-11pm),Surgery,6,2,10.7
2025-12-01,Monday,Night (11pm-7am),Surgery,2,1,9.7
2025-12-01,Monday,Morning (7am-3pm),Maternity,14,4,15.3
2025-12-01,Monday,Afternoon (3pm-11pm),Maternity,19,4,19.3
2025-12-01,Monday,Night (11pm-7am),Maternity,12,2,25.6
2025-12-01,Monday,Morning (7am-3pm),Pediatrics,35,8,5.0
2025-12-01,Monday,Afternoon (3pm-11pm),Pediatrics,28,5,17.3
2025-12-01,Monday,Night (11pm-7am),Pediatrics,17,3,9.4
2025-12-01,Monday,Morning (7am-3pm),ICU,6,2,5.0
2025-12-01,Monday,Afternoon (3pm-11pm),ICU,6,2,11.0
2025-12-01,Monday,Night (11pm-7am),ICU,8,5,5.6
2025-12-02,Tuesday,Morning (7am-3pm),Emergency,55,8,26.4
2025-12-02,Tuesday,Afternoon (3pm-11pm),Emergency,58,10,15.1
2025-12-02,Tuesday,Night (11pm-7am),Emergency,34,6,25.4
2025-12-02,Tuesday,Morning (7am-3pm),Outpatient,74,17,9.5
2025-12-02,Tuesday,Afternoon (3pm-11pm),Outpatient,60,15,9.3
2025-12-02,Tuesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-12-02,Tuesday,Morning (7am-3pm),Surgery,8,3,5.0
2025-12-02,Tuesday,Afternoon (3pm-11pm),Surgery,6,2,5.0
2025-12-02,Tuesday,Night (11pm-7am),Surgery,1,1,5.0
2025-12-02,Tuesday,Morning (7am-3pm),Maternity,9,1,25.7
2025-12-02,Tuesday,Afternoon (3pm-11pm),Maternity,17,5,13.6
2025-12-02,Tuesday,Night (11pm-7am),Maternity,10,1,23.5
2025-12-02,Tuesday,Morning (7am-3pm),Pediatrics,36,6,16.3
2025-12-02,Tuesday,Afternoon (3pm-11pm),Pediatrics,25,6,5.4
2025-12-02,Tuesday,Night (11pm-7am),Pediatrics,11,2,18.4
2025-12-02,Tuesday,Morning (7am-3pm),ICU,7,4,5.0
2025-12-02,Tuesday,Afternoon (3pm-11pm),ICU,7,3,5.0
2025-12-02,Tuesday,Night (11pm-7am),ICU,7,3,9.3
2025-12-03,Wednesday,Morning (7am-3pm),Emergency,55,9,6.0
2025-12-03,Wednesday,Afternoon (3pm-11pm),Emergency,55,8,21.3
2025-12-03,Wednesday,Night (11pm-7am),Emergency,32,4,15.6
2025-12-03,Wednesday,Morning (7am-3pm),Outpatient,81,20,25.1
2025-12-03,Wednesday,Afternoon (3pm-11pm),Outpatient,63,15,5.3
2025-12-03,Wednesday,Night (11pm-7am),Outpatient,0,1,22.2
2025-12-03,Wednesday,Morning (7am-3pm),Surgery,9,4,7.2
2025-12-03,Wednesday,Afternoon (3pm-11pm),Surgery,6,1,22.4
2025-12-03,Wednesday,Night (11pm-7am),Surgery,1,1,5.0
2025-12-03,Wednesday,Morning (7am-3pm),Maternity,12,2,18.5
2025-12-03,Wednesday,Afternoon (3pm-11pm),Maternity,14,3,19.5
2025-12-03,Wednesday,Night (11pm-7am),Maternity,9,3,5.0
2025-12-03,Wednesday,Morning (7am-3pm),Pediatrics,30,5,23.3
2025-12-03,Wednesday,Afternoon (3pm-11pm),Pediatrics,29,4,7.1
2025-12-03,Wednesday,Night (11pm-7am),Pediatrics,15,4,7.5
2025-12-03,Wednesday,Morning (7am-3pm),ICU,8,3,5.0
2025-12-03,Wednesday,Afternoon (3pm-11pm),ICU,7,3,12.6
2025-12-03,Wednesday,Night (11pm-7am),ICU,6,4,5.0
2025-12-04,Thursday,Morning (7am-3pm),Emergency,55,8,9.5
2025-12-04,Thursday,Afternoon (3pm-11pm),Emergency,67,10,31.3
2025-12-04,Thursday,Night (11pm-7am),Emergency,35,5,16.0
2025-12-04,Thursday,Morning (7am-3pm),Outpatient,76,19,5.4
2025-12-04,Thursday,Afternoon (3pm-11pm),Outpatient,66,15,12.3
2025-12-04,Thursday,Night (11pm-7am),Outpatient,0,1,5.0
2025-12-04,Thursday,Morning (7am-3pm),Surgery,7,1,25.4
2025-12-04,Thursday,Afternoon (3pm-11pm),Surgery,7,1,25.7
2025-12-04,Thursday,Night (11pm-7am),Surgery,2,1,5.0
2025-12-04,Thursday,Morning (7am-3pm),Maternity,12,3,15.2
2025-12-04,Thursday,Afternoon (3pm-11pm),Maternity,15,2,11.8
2025-12-04,Thursday,Night (11pm-7am),Maternity,7,2,9.8
2025-12-04,Thursday,Morning (7am-3pm),Pediatrics,30,7,5.1
2025-12-04,Thursday,Afternoon (3pm-11pm),Pediatrics,21,4,17.3
2025-12-04,Thursday,Night (11pm-7am),Pediatrics,12,2,16.5
2025-12-04,Thursday,Morning (7am-3pm),ICU,6,4,6.2
2025-12-04,Thursday,Afternoon (3pm-11pm),ICU,9,3,5.0
2025-12-04,Thursday,Night (11pm-7am),ICU,8,4,22.4
2025-12-05,Friday,Morning (7am-3pm),Emergency,49,8,12.3
2025-12-05,Friday,Afternoon (3pm-11pm),Emergency,47,6,27.0
2025-12-05,Friday,Night (11pm-7am),Emergency,39,7,13.7
2025-12-05,Friday,Morning (7am-3pm),Outpatient,97,24,18.9
2025-12-05,Friday,Afternoon (3pm-11pm),Outpatient,52,14,13.7
2025-12-05,Friday,Night (11pm-7am),Outpatient,0,1,5.0
2025-12-05,Friday,Morning (7am-3pm),Surgery,6,2,13.0
2025-12-05,Friday,Afternoon (3pm-11pm),Surgery,5,1,21.9
2025-12-05,Friday,Night (11pm-7am),Surgery,1,1,6.4
2025-12-05,Friday,Morning (7am-3pm),Maternity,11,1,36.2
2025-12-05,Friday,Afternoon (3pm-11pm),Maternity,14,4,19.6
2025-12-05,Friday,Night (11pm-7am),Maternity,8,1,13.0
2025-12-05,Friday,Morning (7am-3pm),Pediatrics,31,5,20.4
2025-12-05,Friday,Afternoon (3pm-11pm),Pediatrics,21,5,10.5
2025-12-05,Friday,Night (11pm-7am),Pediatrics,14,3,20.0
2025-12-05,Friday,Morning (7am-3pm),ICU,8,5,5.0
2025-12-05,Friday,Afternoon (3pm-11pm),ICU,12,7,5.0
2025-12-05,Friday,Night (11pm-7am),ICU,7,2,5.0
2025-12-06,Saturday,Morning (7am-3pm),Emergency,58,9,12.9
2025-12-06,Saturday,Afternoon (3pm-11pm),Emergency,73,12,10.3
2025-12-06,Saturday,Night (11pm-7am),Emergency,49,7,8.9
2025-12-06,Saturday,Morning (7am-3pm),Outpatient,26,5,17.3
2025-12-06,Saturday,Afternoon (3pm-11pm),Outpatient,25,7,6.4
2025-12-06,Saturday,Night (11pm-7am),Outpatient,0,1,5.0
2025-12-06,Saturday,Morning (7am-3pm),Surgery,6,2,5.0
2025-12-06,Saturday,Afternoon (3pm-11pm),Surgery,5,1,6.2
2025-12-06,Saturday,Night (11pm-7am),Surgery,1,1,7.8
2025-12-06,Saturday,Morning (7am-3pm),Maternity,10,3,14.3
2025-12-06,Saturday,Afternoon (3pm-11pm),Maternity,16,3,16.8
2025-12-06,Saturday,Night (11pm-7am),Maternity,9,2,25.8
2025-12-06,Saturday,Morning (7am-3pm),Pediatrics,33,6,5.0
2025-12-06,Saturday,Afternoon (3pm-11pm),Pediatrics,25,5,23.3
2025-12-06,Saturday,Night (11pm-7am),Pediatrics,15,3,5.0
2025-12-06,Saturday,Morning (7am-3pm),ICU,7,2,12.0
2025-12-06,Saturday,Afternoon (3pm-11pm),ICU,8,4,5.0
2025-12-06,Saturday,Night (11pm-7am),ICU,6,4,5.0
2025-12-07,Sunday,Morning (7am-3pm),Emergency,50,8,15.2
2025-12-07,Sunday,Afternoon (3pm-11pm),Emergency,74,13,24.7
2025-12-07,Sunday,Night (11pm-7am),Emergency,39,6,25.4
2025-12-07,Sunday,Morning (7am-3pm),Outpatient,27,6,9.8
2025-12-07,Sunday,Afternoon (3pm-11pm),Outpatient,25,7,12.8
2025-12-07,Sunday,Night (11pm-7am),Outpatient,0,1,13.5
2025-12-07,Sunday,Morning (7am-3pm),Surgery,7,1,21.4
2025-12-07,Sunday,Afternoon (3pm-11pm),Surgery,6,1,13.8
2025-12-07,Sunday,Night (11pm-7am),Surgery,2,1,17.7
