customer_id,branch,loan_officer,loan_type,age,occupation,monthly_income_bwp,loan_amount_bwp,interest_rate_pct,loan_term_months,monthly_payment_bwp,months_active,outstanding_balance,disburse_date,dti_ratio,credit_score,existing_loans,employment_tenure_yrs,prev_defaults,has_collateral,collateral_value_bwp,payment_status,days_late,missed_payments,collection_action,expected_loss_bwp,will_default
TCU-02126,Gaborone Main,LO003,Business Loan,37,Pensioner,9820.0,83500.0,12.95,24,3968.0,6,61305.0,2024-12-18,0.4041,729,1,4.0,0,0,0.0,Current,0,0,None,0.0,0
TCU-02127,Selebi-Phikwe,LO006,Personal Loan,40,Farmer,8343.0,97500.0,22.23,84,2298.0,10,82453.0,2024-08-22,0.2754,700,4,28.0,1,1,128607.0,Early (1–29 days),4,1,None,0.0,0
TCU-02128,Lobatse,LO011,Education Loan,47,Pensioner,5057.0,66000.0,19.76,12,6106.0,9,14578.0,2024-10-01,1.2074,745,0,4.2,0,1,109697.0,Late (30–89 days),53,2,Legal Notice,1493.0,1
TCU-02129,Maun,LO003,Education Loan,25,Student,3893.0,49600.0,10.51,36,1612.0,4,42809.0,2025-02-15,0.4141,674,0,2.4,0,0,0.0,Defaulted,324,6,Home Visit,31843.0,1
TCU-02130,Maun,LO019,Business Loan,34,Government Employee,19722.0,99000.0,22.62,84,2357.0,13,78526.0,2024-06-04,0.1195,850,0,22.5,0,1,188584.0,Defaulted,358,6,SMS Sent,41205.0,1
TCU-02131,Selebi-Phikwe,LO010,Vehicle Loan,63,Government Employee,15011.0,359600.0,11.56,72,6948.0,4,316952.0,2025-02-20,0.4629,850,3,14.5,0,0,0.0,Current,0,0,None,0.0,0
TCU-02132,Gaborone Main,LO012,Home Loan,28,Pensioner,9388.0,66300.0,19.17,60,1726.0,9,48191.0,2024-09-12,0.1839,775,0,6.4,0,1,126489.0,Current,0,0,None,0.0,0
TCU-02133,Selebi-Phikwe,LO013,Personal Loan,52,Pensioner,4927.0,89600.0,8.72,24,4082.0,4,73696.0,2025-02-27,0.8285,680,0,10.5,0,0,0.0,Current,0,0,None,0.0,0
TCU-02134,Francistown,LO015,Education Loan,54,Student,3718.0,69900.0,22.54,60,1952.0,10,57741.0,2024-08-16,0.525,633,4,23.4,2,0,0.0,Current,0,0,None,0.0,0
TCU-02135,Maun,LO014,Education Loan,55,Government Employee,13922.0,117600.0,20.5,60,3148.0,13,81659.0,2024-06-01,0.2261,841,1,19.2,1,1,265974.0,Current,0,0,None,0.0,0
TCU-02136,Gaborone Main,LO013,Vehicle Loan,32,Private Sector,19261.0,161000.0,14.48,12,14492.0,12,0.0,2024-03-27,0.7524,804,4,25.5,0,0,0.0,Current,0,0,None,0.0,0
TCU-02137,Lobatse,LO007,Vehicle Loan,32,Government Employee,10179.0,102900.0,13.61,24,4922.0,10,58371.0,2024-08-07,0.4835,565,1,2.6,2,0,0.0,Defaulted,321,10,SMS Sent,48797.0,1
TCU-02138,Francistown,LO020,Agriculture Loan,67,Farmer,11239.0,279600.0,14.82,60,6625.0,16,187406.0,2024-02-20,0.5895,757,2,9.1,0,0,0.0,Late (30–89 days),86,2,None,37700.0,1
TCU-02139,Francistown,LO016,Agriculture Loan,37,Student,4420.0,88700.0,22.55,60,2478.0,8,69419.0,2024-10-05,0.5606,637,2,26.7,0,1,162849.0,Current,0,0,None,0.0,0
TCU-02140,Lobatse,LO007,Vehicle Loan,56,Student,2521.0,47100.0,11.08,84,808.0,5,37901.0,2025-01-21,0.3205,748,0,8.4,0,1,105518.0,Current,0,0,None,0.0,0
TCU-02141,Francistown,LO020,Home Loan,52,Pensioner,8737.0,160600.0,9.61,48,4043.0,14,109037.0,2024-04-21,0.4627,810,1,23.0,0,1,356188.0,Current,0,0,None,0.0,0
TCU-02142,Selebi-Phikwe,LO009,Personal Loan,41,Private Sector,21003.0,446500.0,17.01,12,40725.0,5,233846.0,2025-01-19,1.939,833,3,0.9,0,0,0.0,Late (30–89 days),88,1,None,74049.0,1
TCU-02143,Lobatse,LO007,Agriculture Loan,54,Private Sector,7922.0,43500.0,11.08,48,1126.0,5,36561.0,2025-01-10,0.1421,797,0,28.2,0,1,58415.0,Current,0,0,None,0.0,0
TCU-02144,Gaborone Main,LO016,Agriculture Loan,57,Government Employee,20720.0,88900.0,9.42,36,2844.0,7,66016.0,2024-11-18,0.1373,850,1,19.0,2,1,78796.0,Current,0,0,None,0.0,0
TCU-02145,Selebi-Phikwe,LO003,Agriculture Loan,46,Government Employee,13829.0,223100.0,14.79,84,4279.0,12,170957.0,2024-06-17,0.3094,766,1,17.9,0,1,265766.0,Current,0,0,None,0.0,0
TCU-02146,Maun,LO015,Home Loan,61,Farmer,13163.0,132600.0,8.76,60,2737.0,11,96405.0,2024-07-14,0.2079,754,4,12.8,0,1,224401.0,Current,0,0,None,0.0,0
TCU-02147,Lobatse,LO013,Vehicle Loan,59,Farmer,11711.0,291000.0,23.03,84,7003.0,14,224818.0,2024-04-28,0.598,794,0,3.7,0,1,718164.0,Current,0,0,None,0.0,0
TCU-02148,Selebi-Phikwe,LO004,Education Loan,28,Private Sector,27116.0,308200.0,21.92,24,15977.0,11,163916.0,2024-08-01,0.5892,810,1,20.8,0,0,0.0,Current,0,0,None,0.0,0
TCU-02149,Maun,LO011,Vehicle Loan,39,Student,3623.0,111900.0,15.87,36,3927.0,4,90326.0,2025-02-14,1.0839,730,1,28.2,0,0,0.0,Late (30–89 days),85,1,SMS Sent,19015.0,1
TCU-02150,Maun,LO004,Personal Loan,63,Student,2497.0,27400.0,15.99,48,776.0,1,25244.0,2025-05-13,0.3108,626,2,19.9,0,0,0.0,Late (30–89 days),85,2,Home Visit,5550.0,1
TCU-02151,Selebi-Phikwe,LO016,Home Loan,27,Pensioner,5971.0,165700.0,21.04,12,15432.0,7,62149.0,2024-11-09,2.5845,604,1,18.9,0,0,0.0,Defaulted,360,5,Legal Notice,35405.0,1
TCU-02152,Lobatse,LO009,Personal Loan,50,Farmer,5827.0,76300.0,20.38,60,2038.0,3,70758.0,2025-03-12,0.3498,595,1,17.7,0,1,160399.0,Current,0,0,None,0.0,0
TCU-02153,Lobatse,LO008,Home Loan,41,Government Employee,17929.0,450100.0,12.92,12,40185.0,8,145306.0,2024-10-15,2.2413,814,1,13.9,0,1,915855.0,Late (30–89 days),33,2,None,23705.0,1
TCU-02154,Selebi-Phikwe,LO009,Personal Loan,32,Pensioner,6738.0,278500.0,12.31,12,24785.0,9,63169.0,2024-09-15,3.6784,735,0,13.7,0,0,0.0,Late (30–89 days),56,1,SMS Sent,16992.0,1
TCU-02155,Maun,LO018,Vehicle Loan,57,Student,3181.0,28900.0,14.05,12,2596.0,11,2255.0,2024-07-14,0.8161,682,2,19.0,3,1,69724.0,Current,0,0,None,0.0,0
TCU-02156,Maun,LO013,Business Loan,52,Student,1822.0,68200.0,9.54,48,1715.0,12,46595.0,2024-07-04,0.9413,641,2,22.2,1,1,101371.0,Defaulted,205,11,Legal Notice,26864.0,1
TCU-02157,Gaborone Main,LO007,Business Loan,29,Private Sector,23861.0,155000.0,21.2,60,4211.0,3,131859.0,2025-03-07,0.1765,805,0,24.8,0,1,328932.0,Current,0,0,None,0.0,0
TCU-02158,Lobatse,LO011,Home Loan,37,Self-Employed,7715.0,59800.0,11.14,60,1304.0,17,41879.0,2024-02-02,0.169,668,2,26.0,0,0,0.0,Early (1–29 days),1,1,None,0.0,0
TCU-02159,Francistown,LO001,Home Loan,65,Pensioner,5477.0,8500.0,18.31,48,251.0,3,7513.0,2025-03-12,0.0458,727,0,5.5,0,1,19894.0,Current,0,0,None,0.0,0
TCU-02160,Selebi-Phikwe,LO011,Education Loan,29,Self-Employed,28822.0,77000.0,15.06,48,2145.0,15,50171.0,2024-04-05,0.0744,850,0,13.7,2,0,0.0,Current,0,0,None,0.0,0
TCU-02161,Maun,LO014,Education Loan,36,Private Sector,13457.0,26700.0,12.65,84,481.0,7,22448.0,2024-11-24,0.0357,787,3,21.7,2,0,0.0,Current,0,0,None,0.0,0
TCU-02162,Selebi-Phikwe,LO010,Personal Loan,25,Student,1549.0,10500.0,18.36,48,310.0,9,8107.0,2024-09-08,0.2001,615,1,11.4,0,1,26235.0,Current,0,0,None,0.0,0
TCU-02163,Gaborone Main,LO005,Agriculture Loan,49,Student,4301.0,66300.0,12.85,48,1774.0,2,60444.0,2025-04-10,0.4125,650,0,26.2,2,0,0.0,Current,0,0,None,0.0,0
TCU-02164,Maun,LO007,Home Loan,60,Government Employee,24695.0,408600.0,12.56,24,19341.0,6,289423.0,2024-12-17,0.7832,850,4,13.2,1,1,926684.0,Current,0,0,None,0.0,0
TCU-02165,Francistown,LO017,Home Loan,54,Government Employee,24470.0,169900.0,9.63,72,3116.0,9,143637.0,2024-09-20,0.1273,850,0,26.1,0,1,389206.0,Current,0,0,None,0.0,0
TCU-02166,Maun,LO009,Vehicle Loan,44,Student,3993.0,8200.0,18.06,72,187.0,3,6808.0,2025-03-17,0.0468,694,1,23.6,0,0,0.0,Current,0,0,None,0.0,0
TCU-02167,Gaborone Main,LO011,Education Loan,22,Private Sector,12549.0,280600.0,17.74,36,10108.0,8,214710.0,2024-10-04,0.8055,729,1,8.0,0,0,0.0,Current,0,0,None,0.0,0
TCU-02168,Maun,LO002,Vehicle Loan,28,Pensioner,7361.0,135100.0,13.81,24,6474.0,17,38512.0,2024-01-28,0.8795,610,0,8.5,1,0,0.0,Current,0,0,None,0.0,0
TCU-02169,Gaborone Main,LO011,Agriculture Loan,46,Private Sector,14743.0,354900.0,23.06,72,9142.0,5,321286.0,2025-01-26,0.6201,834,1,11.8,0,0,0.0,Current,0,0,None,0.0,0
TCU-02170,Francistown,LO020,Education Loan,36,Pensioner,8637.0,9800.0,19.07,12,903.0,1,8321.0,2025-05-31,0.1046,681,2,16.6,0,1,22512.0,Late (30–89 days),84,2,None,1835.0,1
TCU-02171,Lobatse,LO015,Education Loan,54,Private Sector,10766.0,32700.0,17.84,48,958.0,5,27673.0,2025-01-05,0.089,684,1,12.4,1,0,0.0,Defaulted,320,7,Home Visit,15322.0,1
TCU-02172,Maun,LO013,Agriculture Loan,32,Student,3137.0,127100.0,15.44,60,3053.0,2,111007.0,2025-04-02,0.9732,597,1,10.2,1,0,0.0,Defaulted,157,3,None,68662.0,1
TCU-02173,Maun,LO013,Education Loan,30,Government Employee,23491.0,490500.0,11.73,12,43518.0,4,318460.0,2025-02-12,1.8525,850,4,6.1,0,1,916992.0,Defaulted,227,3,Called,225129.0,1
TCU-02174,Lobatse,LO016,Personal Loan,62,Government Employee,23452.0,375800.0,8.51,12,32779.0,12,0.0,2024-07-04,1.3977,850,0,12.2,2,0,0.0,Late (30–89 days),55,2,Home Visit,0.0,1
TCU-02175,Selebi-Phikwe,LO014,Agriculture Loan,27,Student,2971.0,86600.0,16.08,60,2110.0,10,65093.0,2024-08-13,0.7102,581,0,21.2,0,1,209684.0,Current,0,0,None,0.0,0
TCU-02176,Gaborone Main,LO013,Personal Loan,63,Government Employee,18804.0,93300.0,13.62,60,2153.0,16,58767.0,2024-02-17,0.1145,850,4,9.2,1,1,134523.0,Late (30–89 days),32,2,Letter Sent,6232.0,1
TCU-02177,Francistown,LO004,Vehicle Loan,31,Pensioner,6944.0,116900.0,13.16,84,2137.0,9,104148.0,2024-09-15,0.3077,670,0,12.1,0,0,0.0,Current,0,0,None,0.0,0
TCU-02178,Gaborone Main,LO009,Personal Loan,61,Private Sector,19041.0,120000.0,21.0,12,11174.0,1,104402.0,2025-05-30,0.5868,850,1,24.4,1,0,0.0,Current,0,0,None,0.0,0
TCU-02179,Maun,LO015,Agriculture Loan,44,Farmer,13439.0,125400.0,18.26,48,3701.0,5,103067.0,2025-01-08,0.2754,820,2,12.3,0,0,0.0,Current,0,0,None,0.0,0
TCU-02180,Gaborone Main,LO001,Education Loan,53,Pensioner,8566.0,191100.0,18.2,72,4380.0,1,175139.0,2025-05-09,0.5113,753,1,25.7,0,1,166844.0,Defaulted,251,6,Called,85313.0,1
TCU-02181,Lobatse,LO018,Business Loan,23,Self-Employed,4937.0,9400.0,8.86,48,233.0,2,8129.0,2025-04-24,0.0472,647,2,23.4,0,1,18889.0,Current,0,0,None,0.0,0
TCU-02182,Selebi-Phikwe,LO005,Agriculture Loan,27,Government Employee,11439.0,176200.0,16.36,12,16017.0,2,142462.0,2025-05-01,1.4002,779,0,12.0,0,1,149702.0,Late (30–89 days),77,2,None,33955.0,1
TCU-02183,Lobatse,LO017,Agriculture Loan,62,Government Employee,15297.0,58100.0,20.46,60,1554.0,17,37282.0,2024-01-22,0.1016,820,0,9.9,1,1,94256.0,Current,0,0,None,0.0,0
TCU-02184,Gaborone Main,LO001,Education Loan,47,Pensioner,7185.0,109000.0,18.72,48,3243.0,4,98422.0,2025-03-01,0.4514,680,4,27.4,0,1,259920.0,Current,0,0,None,0.0,0
TCU-02185,Selebi-Phikwe,LO001,Vehicle Loan,26,Government Employee,17080.0,219400.0,15.0,72,4639.0,7,171355.0,2024-11-10,0.2716,735,3,25.3,0,0,0.0,Current,0,0,None,0.0,0
TCU-02186,Maun,LO015,Vehicle Loan,43,Private Sector,28209.0,418100.0,18.42,48,12374.0,1,397798.0,2025-05-08,0.4387,850,0,25.0,0,1,974536.0,Current,0,0,None,0.0,0
TCU-02187,Selebi-Phikwe,LO001,Personal Loan,63,Private Sector,12361.0,415700.0,13.97,72,8559.0,16,307749.0,2024-03-04,0.6924,836,0,29.9,0,0,0.0,Current,0,0,None,0.0,0
TCU-02188,Gaborone Main,LO010,Vehicle Loan,31,Private Sector,27861.0,350000.0,14.99,72,7399.0,15,250541.0,2024-04-03,0.2656,791,4,18.5,1,0,0.0,Late (30–89 days),81,2,Called,30793.0,1
TCU-02189,Gaborone Main,LO014,Business Loan,65,Pensioner,7285.0,29600.0,19.65,72,703.0,4,25430.0,2025-02-22,0.0965,702,0,29.1,0,1,71064.0,Current,0,0,None,0.0,0
TCU-02190,Francistown,LO014,Business Loan,39,Pensioner,5930.0,128800.0,22.96,48,4125.0,3,113786.0,2025-03-29,0.6956,603,3,29.0,0,1,167588.0,Late (30–89 days),57,2,SMS Sent,22406.0,1
TCU-02191,Maun,LO008,Personal Loan,56,Farmer,10407.0,73400.0,17.84,24,3659.0,13,30568.0,2024-05-23,0.3516,776,1,18.3,2,1,164600.0,Defaulted,176,11,SMS Sent,21988.0,1
TCU-02192,Maun,LO009,Education Loan,57,Self-Employed,32426.0,221800.0,22.54,24,11566.0,14,90497.0,2024-04-14,0.3567,850,0,15.9,0,0,0.0,Current,0,0,None,0.0,0
TCU-02193,Maun,LO001,Home Loan,47,Private Sector,25139.0,487500.0,20.01,36,18120.0,2,420728.0,2025-04-23,0.7208,850,0,12.3,0,1,664376.0,Current,0,0,None,0.0,0
TCU-02194,Gaborone Main,LO015,Personal Loan,52,Self-Employed,12911.0,72400.0,17.08,36,2584.0,9,51387.0,2024-09-23,0.2001,675,0,19.0,0,0,0.0,Current,0,0,None,0.0,0
TCU-02195,Lobatse,LO002,Vehicle Loan,43,Student,2956.0,34300.0,13.12,24,1633.0,9,18604.0,2024-09-12,0.5524,653,1,7.4,0,1,37729.0,Current,0,0,None,0.0,0
TCU-02196,Maun,LO018,Education Loan,45,Private Sector,8849.0,256500.0,22.14,84,6031.0,9,205288.0,2024-09-11,0.6815,739,1,21.2,0,1,557272.0,Current,0,0,None,0.0,0
TCU-02197,Gaborone Main,LO010,Agriculture Loan,28,Government Employee,21190.0,286200.0,18.74,12,26340.0,12,0.0,2024-06-22,1.243,736,3,9.7,0,0,0.0,Late (30–89 days),36,1,SMS Sent,0.0,1
TCU-02198,Selebi-Phikwe,LO004,Home Loan,30,Farmer,7622.0,80800.0,21.33,60,2201.0,18,55144.0,2024-01-05,0.2888,688,0,13.8,0,0,0.0,Late (30–89 days),63,1,SMS Sent,14572.0,1
TCU-02199,Francistown,LO006,Education Loan,56,Pensioner,7811.0,91600.0,10.0,60,1946.0,4,76847.0,2025-02-02,0.2491,745,1,7.7,0,1,201193.0,Current,0,0,None,0.0,0
TCU-02200,Francistown,LO008,Education Loan,55,Government Employee,22936.0,93300.0,14.92,12,8418.0,12,0.0,2024-01-09,0.367,850,1,20.2,0,1,162147.0,Early (1–29 days),11,1,None,0.0,0
TCU-02201,Lobatse,LO005,Education Loan,34,Farmer,14665.0,369400.0,18.26,84,7820.0,12,271562.0,2024-06-07,0.5332,772,1,2.3,1,1,775041.0,Late (30–89 days),40,1,Legal Notice,86431.0,1
TCU-02202,Selebi-Phikwe,LO006,Personal Loan,51,Farmer,7395.0,91900.0,19.3,60,2399.0,16,61786.0,2024-03-01,0.3244,692,2,20.5,0,0,0.0,Current,0,0,None,0.0,0
TCU-02203,Francistown,LO018,Vehicle Loan,60,Self-Employed,11800.0,316100.0,13.25,24,15065.0,4,231816.0,2025-02-03,1.2767,683,2,14.9,0,0,0.0,Late (30–89 days),69,1,None,67879.0,1
TCU-02204,Maun,LO012,Education Loan,36,Private Sector,18100.0,483300.0,22.33,72,12238.0,10,370138.0,2024-08-14,0.6761,745,1,19.6,1,1,743774.0,Late (30–89 days),50,2,SMS Sent,70852.0,1
TCU-02205,Francistown,LO019,Vehicle Loan,66,Student,1802.0,43100.0,20.25,84,964.0,8,33523.0,2024-10-31,0.535,653,1,19.7,0,0,0.0,Current,0,0,None,0.0,0
TCU-02206,Maun,LO009,Education Loan,28,Self-Employed,6912.0,96100.0,23.36,48,3099.0,12,66813.0,2024-06-14,0.4484,691,0,15.7,0,1,172763.0,Current,0,0,None,0.0,0
TCU-02207,Lobatse,LO017,Vehicle Loan,48,Private Sector,14318.0,14800.0,22.22,72,374.0,11,12515.0,2024-07-08,0.0261,831,1,11.0,1,1,34571.0,Current,0,0,None,0.0,0
TCU-02208,Selebi-Phikwe,LO011,Agriculture Loan,64,Self-Employed,9287.0,57800.0,13.83,84,1078.0,5,53326.0,2025-01-17,0.1161,709,1,1.2,0,1,126612.0,Late (30–89 days),51,1,Called,7035.0,1
TCU-02209,Maun,LO006,Home Loan,46,Private Sector,20896.0,146300.0,15.99,12,13273.0,12,0.0,2024-01-05,0.6352,850,1,12.1,0,0,0.0,Current,0,0,None,0.0,0
TCU-02210,Selebi-Phikwe,LO016,Business Loan,61,Self-Employed,34155.0,244800.0,15.6,24,11939.0,16,80914.0,2024-02-25,0.3496,850,1,10.3,0,1,208165.0,Current,0,0,None,0.0,0
TCU-02211,Selebi-Phikwe,LO008,Home Loan,24,Student,3743.0,67700.0,9.75,12,5944.0,9,16644.0,2024-09-27,1.588,701,0,1.0,1,0,0.0,Late (30–89 days),43,2,None,5795.0,1
TCU-02212,Selebi-Phikwe,LO013,Home Loan,33,Pensioner,9745.0,90100.0,10.65,60,1943.0,4,78511.0,2025-02-27,0.1994,787,3,26.4,0,0,0.0,Current,0,0,None,0.0,0
TCU-02213,Lobatse,LO006,Agriculture Loan,54,Farmer,7810.0,175700.0,10.23,12,15466.0,12,0.0,2024-02-22,1.9803,716,1,10.5,0,1,326257.0,Late (30–89 days),70,2,SMS Sent,0.0,1
TCU-02214,Maun,LO012,Personal Loan,40,Government Employee,13592.0,109900.0,11.54,12,9741.0,3,77521.0,2025-03-13,0.7167,810,0,3.6,0,1,161513.0,Current,0,0,None,0.0,0
TCU-02215,Lobatse,LO012,Home Loan,45,Student,3473.0,37800.0,23.06,72,974.0,11,28404.0,2024-07-14,0.2804,711,0,20.2,0,0,0.0,Current,0,0,None,0.0,0
TCU-02216,Selebi-Phikwe,LO015,Agriculture Loan,28,Student,4243.0,79400.0,14.37,84,1504.0,9,66060.0,2024-09-27,0.3545,639,4,26.0,0,0,0.0,Current,0,0,None,0.0,0
TCU-02217,Maun,LO016,Home Loan,48,Pensioner,9993.0,125100.0,20.52,48,3842.0,10,94809.0,2024-08-05,0.3845,699,2,21.2,0,1,197782.0,Current,0,0,None,0.0,0
TCU-02218,Maun,LO007,Personal Loan,25,Pensioner,8736.0,78200.0,19.75,72,1862.0,2,74171.0,2025-04-02,0.2131,722,2,19.4,0,1,150733.0,Current,0,0,None,0.0,0
TCU-02219,Maun,LO002,Business Loan,66,Farmer,13880.0,268100.0,22.91,36,10366.0,5,214856.0,2025-01-11,0.7468,850,1,11.5,1,1,292221.0,Late (30–89 days),61,1,Called,45712.0,1
TCU-02220,Francistown,LO012,Education Loan,28,Pensioner,9512.0,112900.0,20.36,36,4217.0,7,85258.0,2024-12-01,0.4433,694,0,5.7,0,1,275460.0,Current,0,0,None,0.0,0
TCU-02221,Selebi-Phikwe,LO006,Agriculture Loan,26,Government Employee,15909.0,169800.0,22.61,36,6538.0,13,100580.0,2024-05-08,0.411,739,2,5.0,0,1,396435.0,Early (1–29 days),13,1,None,0.0,0
TCU-02222,Selebi-Phikwe,LO013,Business Loan,22,Student,4406.0,24000.0,19.04,12,2212.0,12,0.0,2024-07-04,0.502,661,4,22.5,3,1,48762.0,Late (30–89 days),55,1,Legal Notice,0.0,1
TCU-02223,Gaborone Main,LO006,Home Loan,64,Farmer,4809.0,88100.0,9.87,72,1626.0,10,75262.0,2024-08-21,0.3381,748,0,6.3,0,1,77004.0,Current,0,0,None,0.0,0
TCU-02224,Selebi-Phikwe,LO002,Agriculture Loan,45,Private Sector,27207.0,337500.0,12.31,36,11260.0,2,278289.0,2025-04-26,0.4139,850,0,1.5,0,0,0.0,Current,0,0,None,0.0,0
TCU-02225,Gaborone Main,LO008,Education Loan,47,Government Employee,8289.0,119100.0,22.65,24,6217.0,2,98756.0,2025-04-29,0.75,706,0,15.0,1,1,256185.0,Current,0,0,None,0.0,0
TCU-02226,Selebi-Phikwe,LO008,Education Loan,45,Self-Employed,17343.0,265300.0,10.88,36,8671.0,11,173528.0,2024-08-02,0.5,789,2,9.3,1,0,0.0,Defaulted,266,8,Called,107544.0,1
TCU-02227,Gaborone Main,LO015,Education Loan,34,Pensioner,9842.0,190400.0,14.52,60,4482.0,8,140510.0,2024-10-22,0.4554,720,0,3.5,1,1,285797.0,Current,0,0,None,0.0,0
TCU-02228,Gaborone Main,LO013,Home Loan,60,Pensioner,7209.0,114000.0,21.91,72,2858.0,13,81699.0,2024-05-16,0.3964,850,0,5.9,0,1,168584.0,Current,0,0,None,0.0,0
TCU-02229,Selebi-Phikwe,LO004,Agriculture Loan,49,Pensioner,9086.0,60400.0,17.67,84,1258.0,15,48462.0,2024-04-03,0.1385,778,0,25.2,0,1,132079.0,Current,0,0,None,0.0,0
TCU-02230,Gaborone Main,LO005,Agriculture Loan,29,Self-Employed,14352.0,51000.0,12.55,60,1149.0,12,35725.0,2024-06-08,0.0801,753,0,4.9,0,0,0.0,Late (30–89 days),42,1,Legal Notice,7570.0,1
TCU-02231,Francistown,LO009,Agriculture Loan,32,Pensioner,5415.0,47200.0,16.07,12,4284.0,10,7083.0,2024-08-26,0.7911,678,4,3.9,2,0,0.0,Defaulted,233,11,None,3709.0,1
TCU-02232,Maun,LO002,Education Loan,53,Farmer,12043.0,300100.0,15.54,60,7225.0,5,242722.0,2025-01-06,0.5999,700,0,8.6,0,1,477276.0,Current,0,0,None,0.0,0
TCU-02233,Gaborone Main,LO005,Vehicle Loan,37,Farmer,14381.0,362100.0,13.68,48,9837.0,12,248005.0,2024-06-16,0.684,634,2,13.2,0,1,789309.0,Current,0,0,None,0.0,0
TCU-02234,Lobatse,LO006,Agriculture Loan,51,Private Sector,13217.0,82300.0,12.83,24,3906.0,12,36001.0,2024-06-12,0.2955,799,4,28.4,1,1,166676.0,Defaulted,346,8,Called,17261.0,1
TCU-02235,Lobatse,LO001,Vehicle Loan,35,Self-Employed,9204.0,260600.0,21.86,36,9934.0,16,142116.0,2024-02-13,1.0793,634,0,5.6,0,1,469978.0,Current,0,0,None,0.0,0
TCU-02236,Lobatse,LO019,Business Loan,65,Government Employee,17780.0,314100.0,18.48,12,28868.0,8,95512.0,2024-10-13,1.6236,662,0,29.0,0,1,760931.0,Late (30–89 days),42,2,None,22751.0,1
TCU-02237,Lobatse,LO015,Education Loan,36,Private Sector,21454.0,394900.0,9.74,84,6503.0,17,283813.0,2024-01-23,0.3031,848,2,10.5,0,0,0.0,Current,0,0,None,0.0,0
TCU-02238,Francistown,LO006,Agriculture Loan,52,Private Sector,22755.0,7400.0,8.57,48,183.0,15,4750.0,2024-03-12,0.008,808,1,9.5,1,1,11661.0,Current,0,0,None,0.0,0
TCU-02239,Maun,LO018,Business Loan,61,Government Employee,20579.0,193500.0,14.13,60,4515.0,5,165971.0,2025-01-25,0.2194,850,2,26.0,0,0,0.0,Current,0,0,None,0.0,0
TCU-02240,Maun,LO004,Personal Loan,62,Student,4111.0,45200.0,14.2,72,936.0,4,37425.0,2025-02-24,0.2277,692,0,2.6,0,1,68500.0,Late (30–89 days),71,2,None,12628.0,1
TCU-02241,Selebi-Phikwe,LO010,Vehicle Loan,42,Pensioner,4212.0,67400.0,11.14,36,2211.0,7,52338.0,2024-11-28,0.5249,716,1,8.5,1,1,166016.0,Current,0,0,None,0.0,0
TCU-02242,Francistown,LO016,Personal Loan,25,Student,2708.0,86200.0,11.45,12,7637.0,12,0.0,2024-02-14,2.8202,628,0,25.4,0,1,202363.0,Current,0,0,None,0.0,0
TCU-02243,Francistown,LO006,Home Loan,68,Government Employee,10778.0,189000.0,17.59,36,6794.0,3,161530.0,2025-03-24,0.6304,850,1,11.7,0,1,352737.0,Late (30–89 days),72,1,SMS Sent,34737.0,1
TCU-02244,Gaborone Main,LO002,Personal Loan,24,Student,1973.0,92000.0,16.62,12,8374.0,5,48770.0,2025-01-15,4.2443,648,1,28.3,0,0,0.0,Late (30–89 days),71,1,Letter Sent,5188.0,1
TCU-02245,Gaborone Main,LO002,Vehicle Loan,59,Government Employee,10882.0,19300.0,21.52,36,732.0,12,12865.0,2024-06-26,0.0673,765,0,28.7,0,0,0.0,Current,0,0,None,0.0,0
TCU-02246,Francistown,LO003,Personal Loan,64,Self-Employed,32826.0,9600.0,9.87,72,177.0,2,8703.0,2025-04-11,0.0054,850,0,12.8,1,1,20897.0,Current,0,0,None,0.0,0
TCU-02247,Gaborone Main,LO011,Vehicle Loan,36,Self-Employed,4757.0,34800.0,10.54,48,892.0,2,28606.0,2025-04-30,0.1875,706,0,12.0,0,1,34790.0,Current,0,0,None,0.0,0
TCU-02248,Maun,LO007,Home Loan,52,Government Employee,18478.0,19000.0,10.13,84,317.0,3,18221.0,2025-03-07,0.0172,850,0,8.0,0,1,45790.0,Current,0,0,None,0.0,0
TCU-02249,Selebi-Phikwe,LO003,Business Loan,53,Private Sector,9495.0,88300.0,8.99,72,1591.0,7,71595.0,2024-11-09,0.1676,751,3,16.7,0,0,0.0,Current,0,0,None,0.0,0
TCU-02250,Francistown,LO014,Personal Loan,42,Private Sector,8379.0,98100.0,19.9,60,2594.0,10,79078.0,2024-08-31,0.3096,686,2,17.9,0,0,0.0,Early (1–29 days),20,1,None,0.0,0
TCU-02251,Lobatse,LO004,Business Loan,61,Student,4421.0,88600.0,19.46,84,1939.0,13,71089.0,2024-05-18,0.4386,770,1,13.7,2,0,0.0,Current,0,0,None,0.0,0
TCU-02252,Maun,LO009,Agriculture Loan,61,Private Sector,10601.0,327000.0,10.8,48,8420.0,9,251531.0,2024-09-23,0.7943,712,1,16.2,1,0,0.0,Current,0,0,None,0.0,0
TCU-02253,Gaborone Main,LO002,Home Loan,57,Government Employee,9191.0,207900.0,19.81,72,4957.0,2,176306.0,2025-04-24,0.5393,760,1,14.4,0,1,302537.0,Current,0,0,None,0.0,0
TCU-02254,Francistown,LO009,Personal Loan,54,Student,3262.0,85500.0,9.79,72,1575.0,10,64691.0,2024-08-12,0.4828,708,2,29.8,0,1,150076.0,Current,0,0,None,0.0,0
