matter_id,practice_area,partner,associate,client_id,client_type,office,open_date,close_date,status,duration_days,actual_hours,recorded_hours,recording_rate,hourly_rate,potential_fees_bwp,billed_fees_bwp,disbursements_bwp,outstanding_bwp,leakage_bwp,satisfaction,year
MLA-0365,Litigation,Partner_Setlhabi,Associate_12,CLT-007,Government / Parastatal,Francistown,2023-10-01,2025-01-25,Completed,482,198.2,137.0,0.691,2800,555048.0,383562.0,49938.0,0.0,171485.0,3.1,2023
MLA-0366,Employment Law,Partner_Mmolawa,Associate_02,CLT-097,Financial Institution,Gaborone,2024-02-27,2024-06-19,Completed,113,45.6,33.4,0.732,2200,100272.0,73393.0,6443.0,0.0,26879.0,4.0,2024
MLA-0367,Employment Law,Partner_Mmolawa,Associate_11,CLT-018,Government / Parastatal,Gaborone,2020-08-18,2020-11-24,Completed,98,90.5,58.6,0.647,2200,199208.0,128969.0,21540.0,0.0,70239.0,3.2,2020
MLA-0368,Employment Law,Partner_Mmolawa,Associate_19,CLT-005,Large Corporate,Gaborone,2024-05-10,2024-09-02,Completed,115,66.4,47.1,0.709,2200,146014.0,103567.0,10945.0,0.0,42448.0,4.1,2024
MLA-0369,Litigation,Partner_Setlhabi,Associate_14,CLT-009,Government / Parastatal,Gaborone,2022-01-12,2022-12-20,Completed,342,164.9,113.6,0.689,2800,461598.0,318059.0,52202.0,0.0,143539.0,4.3,2022
MLA-0370,Litigation,Partner_Setlhabi,Associate_06,CLT-064,Government / Parastatal,Gaborone,2018-12-02,2019-09-30,Active,302,207.7,179.3,0.863,2800,581632.0,501996.0,34236.0,0.0,79636.0,,2018
MLA-0371,Litigation,Partner_Molao,Associate_03,CLT-103,Government / Parastatal,Gaborone,2023-09-09,2024-05-20,Active,254,131.8,114.8,0.871,2800,369071.0,321369.0,40254.0,80342.0,47703.0,,2023
MLA-0372,Commercial Law,Partner_Molao,Associate_09,CLT-047,Large Corporate,Maun,2024-01-20,2024-03-20,Completed,60,120.9,100.2,0.829,3200,386860.0,320566.0,31273.0,0.0,66294.0,,2024
MLA-0373,Employment Law,Partner_Mmolawa,Associate_15,CLT-041,High-Net-Worth Individual,Francistown,2019-01-06,2019-03-14,Completed,67,62.1,44.5,0.717,2200,136613.0,97931.0,13333.0,24483.0,38682.0,,2019
MLA-0374,Employment Law,Partner_Mmolawa,Associate_17,CLT-005,Large Corporate,Gaborone,2019-10-15,2020-02-12,Active,120,55.6,37.0,0.666,2200,122217.0,81387.0,11046.0,81387.0,40830.0,,2019
MLA-0375,Employment Law,Partner_Mmolawa,Associate_12,CLT-002,Large Corporate,Francistown,2023-06-21,2023-09-10,Completed,81,58.7,39.8,0.678,2200,129093.0,87555.0,7041.0,21889.0,41538.0,2.5,2023
MLA-0376,Mining & Resources,Partner_Thapelo,Associate_15,CLT-102,Large Corporate,Gaborone,2018-06-13,2019-06-25,Completed,377,252.2,234.6,0.93,3800,958503.0,891457.0,126128.0,0.0,67047.0,,2018
MLA-0377,Mining & Resources,Partner_Thapelo,Associate_18,CLT-052,Government / Parastatal,Maun,2022-03-23,2022-12-11,Completed,263,351.4,297.5,0.847,3800,1335426.0,1130688.0,152568.0,282672.0,204738.0,4.0,2022
MLA-0378,Litigation,Partner_Thapelo,Associate_13,CLT-017,SME,Francistown,2021-11-14,2022-12-10,Completed,391,152.2,122.4,0.804,2800,426215.0,342741.0,44058.0,0.0,83474.0,3.7,2021
MLA-0379,Commercial Law,Partner_Molao,Associate_09,CLT-007,Government / Parastatal,Francistown,2020-02-05,2020-05-26,Completed,111,93.3,69.6,0.746,3200,298563.0,222591.0,34770.0,55648.0,75972.0,3.6,2020
MLA-0380,Litigation,Partner_Setlhabi,Associate_16,CLT-037,Financial Institution,Francistown,2024-08-16,,Active,227,118.1,82.2,0.696,2800,330749.0,230091.0,36432.0,0.0,100658.0,,2024
MLA-0381,Commercial Law,Partner_Molao,Associate_06,CLT-005,Large Corporate,Gaborone,2023-10-01,2023-11-23,Completed,53,116.9,83.5,0.714,3200,374210.0,267315.0,15309.0,0.0,106894.0,3.6,2023
MLA-0382,Regulatory & Compliance,Partner_Thapelo,Associate_19,CLT-063,Large Corporate,Francistown,2021-03-07,2021-08-31,Completed,177,49.1,45.2,0.922,2600,127588.0,117579.0,15150.0,0.0,10009.0,2.7,2021
MLA-0383,Commercial Law,Partner_Molao,Associate_05,CLT-088,SME,Francistown,2020-01-15,2020-04-27,Completed,103,68.4,59.4,0.869,3200,218791.0,190026.0,13645.0,47506.0,28765.0,,2020
MLA-0384,Property & Conveyancing,Partner_Gaobuse,Associate_13,CLT-022,Government / Parastatal,Gaborone,2019-03-21,2019-05-16,Completed,56,43.3,31.7,0.733,1800,78016.0,57148.0,9613.0,14287.0,20868.0,,2019
MLA-0385,Employment Law,Partner_Mmolawa,Associate_20,CLT-056,Large Corporate,Gaborone,2023-12-17,2024-05-05,Completed,140,44.3,32.9,0.742,2200,97487.0,72314.0,8149.0,0.0,25173.0,,2023
MLA-0386,Mining & Resources,Partner_Mmolawa,Associate_17,CLT-028,Large Corporate,Gaborone,2018-06-27,2018-08-02,Completed,36,98.6,77.7,0.787,3800,374828.0,295083.0,50753.0,0.0,79745.0,,2018
MLA-0387,Litigation,Partner_Thapelo,Associate_04,CLT-029,Mining Company,Francistown,2020-11-08,2021-05-18,Completed,191,161.6,129.5,0.802,2800,452370.0,362652.0,58632.0,0.0,89718.0,,2020
MLA-0388,Litigation,Partner_Setlhabi,Associate_01,CLT-053,Mining Company,Francistown,2019-04-28,2020-03-01,Completed,308,90.0,70.5,0.784,2800,251887.0,197444.0,15145.0,49361.0,54442.0,4.0,2019
MLA-0389,Commercial Law,Partner_Molao,Associate_19,CLT-009,Government / Parastatal,Gaborone,2024-01-05,2024-02-17,Completed,43,68.2,55.7,0.816,3200,218300.0,178093.0,15284.0,44523.0,40206.0,,2024
MLA-0390,Litigation,Partner_Mmolawa,Associate_06,CLT-020,Mining Company,Gaborone,2024-03-22,2025-01-18,On Hold,302,182.8,134.7,0.737,2800,511701.0,377226.0,47189.0,94307.0,134475.0,,2024
MLA-0391,Litigation,Partner_Setlhabi,Associate_04,CLT-080,Large Corporate,Gaborone,2023-01-04,2024-02-25,Active,417,135.1,114.7,0.849,2800,378393.0,321121.0,20242.0,0.0,57272.0,,2023
MLA-0392,Mining & Resources,Partner_Thapelo,Associate_02,CLT-006,Large Corporate,Gaborone,2018-01-22,2018-05-18,Active,116,125.1,110.7,0.885,3800,475357.0,420746.0,46836.0,0.0,54612.0,,2018
MLA-0393,Commercial Law,Partner_Molao,Associate_12,CLT-003,Mining Company,Gaborone,2018-06-04,2018-08-31,Active,88,64.4,57.7,0.895,3200,206130.0,184542.0,18839.0,46135.0,21589.0,,2018
MLA-0394,Litigation,Partner_Molao,Associate_06,CLT-063,Large Corporate,Francistown,2022-12-04,2023-07-08,Active,216,151.9,107.4,0.707,2800,425386.0,300675.0,51415.0,0.0,124712.0,,2022
MLA-0395,Commercial Law,Partner_Thapelo,Associate_17,CLT-072,SME,Gaborone,2024-11-24,2025-01-07,Completed,44,95.5,69.0,0.723,3200,305516.0,220954.0,17920.0,0.0,84561.0,4.5,2024
MLA-0396,Regulatory & Compliance,Partner_Mmolawa,Associate_12,CLT-068,Large Corporate,Gaborone,2022-07-19,2023-01-08,Completed,173,63.1,48.1,0.761,2600,164141.0,124935.0,18215.0,0.0,39206.0,4.0,2022
MLA-0397,Litigation,Partner_Thapelo,Associate_12,CLT-016,Large Corporate,Francistown,2021-02-06,2021-11-27,On Hold,294,162.4,119.8,0.738,2800,454667.0,335410.0,36599.0,0.0,119257.0,,2021
MLA-0398,Commercial Law,Partner_Molao,Associate_17,CLT-004,Government / Parastatal,Gaborone,2018-10-24,2019-02-14,Completed,113,98.3,82.3,0.837,3200,314622.0,263287.0,17169.0,0.0,51335.0,4.7,2018
MLA-0399,Property & Conveyancing,Partner_Gaobuse,Associate_15,CLT-115,SME,Francistown,2024-04-25,2024-07-09,Completed,75,29.9,25.7,0.86,1800,53867.0,46327.0,4362.0,11582.0,7540.0,,2024
MLA-0400,Regulatory & Compliance,Partner_Molao,Associate_16,CLT-004,Government / Parastatal,Gaborone,2018-10-04,2019-04-11,Completed,189,63.0,50.7,0.805,2600,163692.0,131776.0,10364.0,32944.0,31916.0,,2018
MLA-0401,Litigation,Partner_Setlhabi,Associate_18,CLT-001,Financial Institution,Francistown,2020-12-14,2022-01-30,Completed,412,106.9,76.6,0.717,2800,299199.0,214547.0,29518.0,53637.0,84652.0,3.5,2020
MLA-0402,Regulatory & Compliance,Partner_Mmolawa,Associate_11,CLT-017,SME,Francistown,2024-06-07,2024-10-11,Active,126,32.4,22.3,0.687,2600,84370.0,57959.0,8045.0,28979.0,26411.0,,2024
MLA-0403,Property & Conveyancing,Partner_Gaobuse,Associate_08,CLT-100,High-Net-Worth Individual,Gaborone,2020-04-26,2020-07-13,Active,78,21.3,16.9,0.791,1800,38386.0,30347.0,4817.0,0.0,8039.0,,2020
MLA-0404,Mining & Resources,Partner_Thapelo,Associate_03,CLT-069,SME,Francistown,2023-07-11,2024-03-13,Completed,246,154.3,129.1,0.837,3800,586402.0,490540.0,59057.0,0.0,95862.0,2.5,2023
MLA-0405,Employment Law,Partner_Mmolawa,Associate_19,CLT-100,High-Net-Worth Individual,Gaborone,2023-07-04,2023-07-18,Completed,14,46.3,30.9,0.667,2200,101845.0,67909.0,7908.0,0.0,33936.0,,2023
MLA-0406,Commercial Law,Partner_Molao,Associate_14,CLT-037,Financial Institution,Francistown,2024-01-24,2024-05-20,Completed,117,37.9,27.0,0.713,3200,121212.0,86376.0,13980.0,21594.0,34837.0,4.1,2024
MLA-0407,Commercial Law,Partner_Molao,Associate_11,CLT-071,SME,Maun,2018-02-18,2018-04-14,Completed,55,97.7,86.1,0.882,3200,312504.0,275617.0,17391.0,0.0,36887.0,,2018
MLA-0408,Commercial Law,Partner_Molao,Associate_09,CLT-036,Large Corporate,Francistown,2024-11-16,2025-02-13,Completed,89,83.6,66.4,0.795,3200,267458.0,212516.0,22338.0,0.0,54942.0,,2024
MLA-0409,Litigation,Partner_Setlhabi,Associate_15,CLT-006,Large Corporate,Gaborone,2019-06-22,2020-07-10,Completed,384,83.2,74.7,0.897,2800,233072.0,209043.0,32578.0,52261.0,24030.0,,2019
MLA-0410,Property & Conveyancing,Partner_Setlhabi,Associate_05,CLT-089,Government / Parastatal,Gaborone,2019-09-05,2019-10-16,Completed,41,36.6,28.3,0.772,1800,65877.0,50880.0,5332.0,0.0,14997.0,,2019
MLA-0411,Employment Law,Partner_Mmolawa,Associate_11,CLT-086,Financial Institution,Gaborone,2021-05-13,2021-08-07,Active,86,55.5,37.9,0.683,2200,122139.0,83387.0,4687.0,0.0,38751.0,,2021
MLA-0412,Commercial Law,Partner_Molao,Associate_09,CLT-037,Financial Institution,Francistown,2025-01-23,,Active,67,24.3,17.7,0.729,3200,77627.0,56623.0,8312.0,0.0,21004.0,,2025
MLA-0413,Litigation,Partner_Setlhabi,Associate_09,CLT-016,Large Corporate,Francistown,2022-08-14,2023-01-04,Active,143,106.6,73.1,0.686,2800,298432.0,204672.0,35860.0,0.0,93760.0,,2022
MLA-0414,Property & Conveyancing,Partner_Gaobuse,Associate_06,CLT-117,Large Corporate,Francistown,2021-03-11,2021-06-19,Completed,100,25.2,20.8,0.825,1800,45441.0,37487.0,4250.0,9372.0,7955.0,,2021
MLA-0415,Litigation,Partner_Setlhabi,Associate_05,CLT-099,Large Corporate,Gaborone,2021-10-13,2022-04-16,Completed,185,171.4,130.2,0.76,2800,479924.0,364630.0,37419.0,182315.0,115294.0,4.2,2021
MLA-0416,Litigation,Partner_Setlhabi,Associate_10,CLT-074,SME,Gaborone,2024-10-15,,Active,167,208.6,169.9,0.815,2800,583992.0,475709.0,40560.0,0.0,108282.0,,2024
MLA-0417,Mining & Resources,Partner_Thapelo,Associate_19,CLT-044,SME,Gaborone,2023-01-19,2023-08-29,Completed,222,204.2,160.4,0.786,3800,775862.0,609491.0,32305.0,152373.0,166370.0,,2023
MLA-0418,Regulatory & Compliance,Partner_Molao,Associate_07,CLT-006,Large Corporate,Gaborone,2019-02-26,2019-07-14,Active,138,80.9,59.0,0.729,2600,210300.0,153356.0,17101.0,0.0,56944.0,,2019
MLA-0419,Mining & Resources,Partner_Thapelo,Associate_03,CLT-004,Government / Parastatal,Gaborone,2024-12-06,,Active,115,262.7,189.0,0.72,3800,998121.0,718243.0,97055.0,359122.0,279878.0,,2024
MLA-0420,Litigation,Partner_Setlhabi,Associate_10,CLT-031,Large Corporate,Gaborone,2019-06-02,2019-12-07,Active,188,191.4,131.8,0.688,2800,535999.0,368925.0,19817.0,92231.0,167074.0,,2019
MLA-0421,Mining & Resources,Partner_Thapelo,Associate_16,CLT-035,Financial Institution,Francistown,2024-01-24,2024-12-12,Completed,323,292.2,268.4,0.918,3800,1110427.0,1019803.0,68903.0,509902.0,90623.0,5.0,2024
MLA-0422,Property & Conveyancing,Partner_Gaobuse,Associate_19,CLT-030,Government / Parastatal,Maun,2023-12-27,2024-04-04,Completed,99,21.2,17.3,0.813,1800,38243.0,31074.0,3734.0,7768.0,7169.0,3.5,2023
MLA-0423,Litigation,Partner_Setlhabi,Associate_10,CLT-001,Financial Institution,Francistown,2023-11-14,2024-05-25,Active,193,108.1,92.6,0.857,2800,302625.0,259224.0,24550.0,0.0,43402.0,,2023
MLA-0424,Commercial Law,Partner_Mmolawa,Associate_10,CLT-001,Financial Institution,Francistown,2022-10-30,2023-02-12,Completed,105,75.5,61.2,0.811,3200,241503.0,195792.0,30070.0,0.0,45711.0,4.2,2022
MLA-0425,Regulatory & Compliance,Partner_Mmolawa,Associate_13,CLT-008,Large Corporate,Francistown,2022-05-16,2022-09-11,Completed,118,51.9,42.5,0.818,2600,135066.0,110464.0,6661.0,0.0,24602.0,5.0,2022
MLA-0426,Mining & Resources,Partner_Thapelo,Associate_09,CLT-010,Mining Company,Gaborone,2023-12-19,2024-12-05,Completed,352,320.9,284.4,0.886,3800,1219526.0,1080801.0,173958.0,0.0,138726.0,3.8,2023
MLA-0427,Employment Law,Partner_Mmolawa,Associate_09,CLT-073,Financial Institution,Francistown,2023-07-09,2023-10-16,Completed,99,57.3,38.3,0.668,2200,126083.0,84216.0,4754.0,0.0,41867.0,2.8,2023
MLA-0428,Commercial Law,Partner_Molao,Associate_15,CLT-077,SME,Francistown,2020-08-11,2020-09-09,Completed,29,77.3,56.3,0.728,3200,247498.0,180132.0,14093.0,0.0,67366.0,,2020
MLA-0429,Property & Conveyancing,Partner_Gaobuse,Associate_02,CLT-013,SME,Gaborone,2019-08-22,2019-11-03,Completed,73,31.9,23.7,0.743,1800,57442.0,42697.0,2531.0,0.0,14746.0,2.8,2019
MLA-0430,Mining & Resources,Partner_Molao,Associate_04,CLT-116,SME,Francistown,2020-10-16,2021-03-17,On Hold,152,310.2,249.9,0.806,3800,1178680.0,949529.0,77986.0,949529.0,229151.0,,2020
MLA-0431,Commercial Law,Partner_Molao,Associate_04,CLT-044,SME,Gaborone,2020-05-03,2020-08-09,Completed,98,41.4,34.3,0.829,3200,132592.0,109895.0,9954.0,0.0,22696.0,,2020
MLA-0432,Commercial Law,Partner_Thapelo,Associate_04,CLT-009,Government / Parastatal,Gaborone,2021-05-08,2021-10-05,Active,150,116.2,84.9,0.731,3200,371684.0,271580.0,44071.0,0.0,100104.0,,2021
MLA-0433,Commercial Law,Partner_Molao,Associate_11,CLT-001,Financial Institution,Francistown,2021-02-04,2021-06-12,Completed,128,71.3,61.2,0.858,3200,228314.0,195976.0,15992.0,195976.0,32338.0,3.8,2021
MLA-0434,Employment Law,Partner_Mmolawa,Associate_05,CLT-020,Mining Company,Gaborone,2019-01-02,2019-04-20,Completed,108,51.7,35.3,0.682,2200,113689.0,77559.0,10794.0,0.0,36130.0,,2019
MLA-0435,Mining & Resources,Partner_Thapelo,Associate_12,CLT-064,Government / Parastatal,Gaborone,2024-01-06,2024-04-25,Completed,110,245.7,216.6,0.882,3800,933518.0,823198.0,66060.0,823198.0,110320.0,,2024
MLA-0436,Mining & Resources,Partner_Mmolawa,Associate_07,CLT-001,Financial Institution,Francistown,2022-03-28,2023-07-06,Completed,465,303.4,214.7,0.708,3800,1152760.0,815936.0,136120.0,0.0,336823.0,3.1,2022
MLA-0437,Litigation,Partner_Setlhabi,Associate_07,CLT-051,Large Corporate,Francistown,2024-02-05,2024-11-18,Completed,287,159.4,118.2,0.742,2800,446304.0,330946.0,28393.0,82736.0,115358.0,,2024
MLA-0438,Property & Conveyancing,Partner_Gaobuse,Associate_05,CLT-032,Large Corporate,Gaborone,2020-12-14,2021-01-28,Completed,45,30.6,26.8,0.876,1800,54998.0,48171.0,7267.0,0.0,6828.0,,2020
MLA-0439,Regulatory & Compliance,Partner_Thapelo,Associate_12,CLT-085,SME,Gaborone,2020-09-05,2021-01-01,Completed,118,49.7,37.9,0.762,2600,129273.0,98478.0,17306.0,24619.0,30796.0,4.6,2020
MLA-0440,Employment Law,Partner_Setlhabi,Associate_20,CLT-010,Mining Company,Gaborone,2022-08-06,2022-10-13,Completed,68,65.5,53.3,0.814,2200,144021.0,117185.0,13830.0,0.0,26837.0,,2022
MLA-0441,Commercial Law,Partner_Setlhabi,Associate_04,CLT-038,Government / Parastatal,Gaborone,2019-02-09,2019-02-23,Completed,14,108.0,71.7,0.664,3200,345466.0,229329.0,23052.0,0.0,116136.0,,2019
MLA-0442,Property & Conveyancing,Partner_Gaobuse,Associate_08,CLT-057,Large Corporate,Gaborone,2018-10-18,2018-11-04,Active,17,39.3,28.7,0.732,1800,70664.0,51696.0,6992.0,25848.0,18968.0,,2018
MLA-0443,Mining & Resources,Partner_Thapelo,Associate_02,CLT-018,Government / Parastatal,Gaborone,2022-08-31,2023-02-12,Completed,165,174.6,155.4,0.89,3800,663591.0,590341.0,33991.0,0.0,73249.0,2.9,2022
MLA-0444,Employment Law,Partner_Molao,Associate_07,CLT-114,Government / Parastatal,Francistown,2019-02-02,2019-04-08,Completed,65,77.3,56.5,0.731,2200,170161.0,124341.0,12446.0,0.0,45820.0,,2019
MLA-0445,Property & Conveyancing,Partner_Thapelo,Associate_18,CLT-027,SME,Gaborone,2019-03-09,2019-04-22,Completed,44,31.4,27.5,0.875,1800,56512.0,49471.0,6811.0,12368.0,7041.0,4.1,2019
MLA-0446,Commercial Law,Partner_Thapelo,Associate_13,CLT-041,High-Net-Worth Individual,Francistown,2019-10-10,2019-11-22,Completed,43,87.3,71.2,0.816,3200,279313.0,227960.0,39063.0,113980.0,51353.0,4.5,2019
MLA-0447,Regulatory & Compliance,Partner_Gaobuse,Associate_14,CLT-083,Large Corporate,Gaborone,2022-10-30,2022-12-27,Completed,58,53.8,51.3,0.954,2600,139794.0,133299.0,10836.0,0.0,6495.0,3.1,2022
MLA-0448,Property & Conveyancing,Partner_Gaobuse,Associate_12,CLT-114,Government / Parastatal,Francistown,2023-01-07,2023-03-26,Completed,78,42.7,42.3,0.99,1800,76873.0,76107.0,4148.0,0.0,766.0,3.2,2023
MLA-0449,Commercial Law,Partner_Molao,Associate_10,CLT-118,Government / Parastatal,Gaborone,2020-05-29,2020-08-15,Completed,78,74.6,69.4,0.93,3200,238751.0,222017.0,34824.0,55504.0,16734.0,5.0,2020
MLA-0450,Property & Conveyancing,Partner_Gaobuse,Associate_19,CLT-005,Large Corporate,Gaborone,2018-06-04,2018-08-11,Completed,68,31.7,27.1,0.854,1800,57137.0,48777.0,4119.0,24389.0,8360.0,4.1,2018
MLA-0451,Litigation,Partner_Setlhabi,Associate_19,CLT-024,Large Corporate,Gaborone,2020-06-09,2021-01-10,Completed,215,151.7,126.9,0.837,2800,424762.0,355368.0,54399.0,0.0,69394.0,,2020
MLA-0452,Employment Law,Partner_Mmolawa,Associate_04,CLT-056,Large Corporate,Gaborone,2021-05-15,2021-07-31,Active,77,51.2,32.4,0.633,2200,112685.0,71301.0,7102.0,17825.0,41384.0,,2021
MLA-0453,Regulatory & Compliance,Partner_Gaobuse,Associate_12,CLT-101,Government / Parastatal,Francistown,2022-11-14,2023-06-03,Active,201,64.2,54.0,0.842,2600,166798.0,140396.0,22895.0,0.0,26402.0,,2022
MLA-0454,Employment Law,Partner_Mmolawa,Associate_01,CLT-062,Large Corporate,Francistown,2022-04-16,2022-07-28,Completed,103,56.0,35.7,0.637,2200,123200.0,78437.0,7178.0,0.0,44763.0,3.4,2022
MLA-0455,Employment Law,Partner_Mmolawa,Associate_13,CLT-116,SME,Francistown,2024-09-03,2024-09-19,Completed,16,56.5,42.9,0.759,2200,124330.0,94318.0,10012.0,23580.0,30012.0,4.4,2024
MLA-0456,Litigation,Partner_Setlhabi,Associate_02,CLT-048,Large Corporate,Francistown,2020-12-11,2021-11-11,Completed,335,157.0,106.3,0.677,2800,439538.0,297536.0,44808.0,0.0,142002.0,1.5,2020
MLA-0457,Property & Conveyancing,Partner_Gaobuse,Associate_19,CLT-007,Government / Parastatal,Francistown,2024-11-28,2025-01-22,Completed,55,48.5,48.5,1.0,1800,87239.0,87239.0,7110.0,0.0,0.0,4.2,2024
MLA-0458,Employment Law,Partner_Mmolawa,Associate_04,CLT-068,Large Corporate,Gaborone,2022-10-01,2023-01-08,Completed,99,35.0,24.8,0.709,2200,76960.0,54601.0,5176.0,13650.0,22359.0,,2022
MLA-0459,Commercial Law,Partner_Molao,Associate_15,CLT-060,Large Corporate,Gaborone,2022-12-10,2023-02-15,Active,67,53.7,38.4,0.716,3200,171715.0,122922.0,9337.0,0.0,48793.0,,2022
MLA-0460,Mining & Resources,Partner_Molao,Associate_02,CLT-008,Large Corporate,Francistown,2024-12-18,,Active,103,334.0,316.8,0.949,3800,1269132.0,1203971.0,196172.0,300993.0,65162.0,,2024
MLA-0461,Commercial Law,Partner_Molao,Associate_04,CLT-010,Mining Company,Gaborone,2023-04-14,2023-08-13,Completed,121,91.5,64.9,0.71,3200,292700.0,207818.0,24926.0,0.0,84881.0,3.8,2023
MLA-0462,Litigation,Partner_Setlhabi,Associate_05,CLT-072,SME,Gaborone,2018-03-17,2018-12-17,Active,275,147.4,110.3,0.749,2800,412637.0,308919.0,36602.0,0.0,103718.0,,2018
MLA-0463,Commercial Law,Partner_Molao,Associate_20,CLT-009,Government / Parastatal,Gaborone,2023-03-20,2023-06-15,Completed,87,156.5,137.2,0.877,3200,500805.0,439134.0,44143.0,0.0,61671.0,,2023
MLA-0464,Employment Law,Partner_Molao,Associate_10,CLT-099,Large Corporate,Gaborone,2022-05-03,2022-08-24,Completed,113,58.9,45.0,0.765,2200,129517.0,99084.0,17534.0,0.0,30433.0,4.6,2022
MLA-0465,Mining & Resources,Partner_Thapelo,Associate_06,CLT-007,Government / Parastatal,Francistown,2023-02-19,2024-03-01,Completed,376,283.1,233.0,0.823,3800,1075750.0,885316.0,48841.0,442658.0,190434.0,3.0,2023
MLA-0466,Property & Conveyancing,Partner_Gaobuse,Associate_01,CLT-016,Large Corporate,Francistown,2021-12-12,2022-01-12,Completed,31,44.0,36.3,0.825,1800,79214.0,65353.0,11729.0,65353.0,13861.0,3.6,2021
MLA-0467,Commercial Law,Partner_Molao,Associate_13,CLT-103,Government / Parastatal,Gaborone,2018-05-01,2018-07-27,Active,87,62.6,59.6,0.953,3200,200193.0,190834.0,15138.0,0.0,9359.0,,2018
MLA-0468,Litigation,Partner_Setlhabi,Associate_13,CLT-044,SME,Gaborone,2024-11-13,,Active,138,156.1,135.9,0.871,2800,437106.0,380582.0,52995.0,0.0,56525.0,,2024
MLA-0469,Property & Conveyancing,Partner_Gaobuse,Associate_10,CLT-106,Government / Parastatal,Gaborone,2021-09-10,2021-12-15,Completed,96,32.1,27.3,0.851,1800,57843.0,49202.0,6634.0,0.0,8640.0,,2021
MLA-0470,Commercial Law,Partner_Molao,Associate_17,CLT-106,Government / Parastatal,Gaborone,2022-10-28,2023-01-17,On Hold,81,98.5,95.2,0.967,3200,315176.0,304732.0,20987.0,152366.0,10445.0,,2022
MLA-0471,Regulatory & Compliance,Partner_Gaobuse,Associate_03,CLT-050,Large Corporate,Maun,2019-04-30,2019-12-16,Active,230,86.9,67.7,0.778,2600,226026.0,175909.0,12123.0,0.0,50117.0,,2019
MLA-0472,Litigation,Partner_Mmolawa,Associate_10,CLT-031,Large Corporate,Gaborone,2021-01-26,2021-11-19,Completed,297,79.8,52.7,0.66,2800,223572.0,147459.0,9895.0,0.0,76113.0,,2021
MLA-0473,Employment Law,Partner_Mmolawa,Associate_20,CLT-008,Large Corporate,Francistown,2020-08-09,2020-10-18,Completed,70,68.5,46.4,0.678,2200,150695.0,102176.0,6164.0,25544.0,48519.0,4.5,2020
MLA-0474,Mining & Resources,Partner_Thapelo,Associate_12,CLT-006,Large Corporate,Gaborone,2022-05-07,2023-03-18,Completed,315,189.5,152.6,0.805,3800,720085.0,579898.0,43564.0,0.0,140187.0,,2022
MLA-0475,Commercial Law,Partner_Molao,Associate_14,CLT-008,Large Corporate,Francistown,2020-04-10,2020-07-09,Completed,90,79.9,72.2,0.904,3200,255524.0,231007.0,39392.0,231007.0,24517.0,,2020
MLA-0476,Property & Conveyancing,Partner_Gaobuse,Associate_15,CLT-103,Government / Parastatal,Gaborone,2022-10-18,2022-11-11,Completed,24,17.3,14.5,0.839,1800,31062.0,26046.0,3792.0,0.0,5016.0,4.5,2022
MLA-0477,Employment Law,Partner_Mmolawa,Associate_20,CLT-046,High-Net-Worth Individual,Gaborone,2018-06-07,2018-07-25,Completed,48,38.7,28.9,0.746,2200,85131.0,63494.0,10001.0,0.0,21638.0,,2018
MLA-0478,Property & Conveyancing,Partner_Gaobuse,Associate_02,CLT-050,Large Corporate,Maun,2023-10-16,2023-11-28,On Hold,43,6.9,6.5,0.937,1800,12414.0,11631.0,869.0,0.0,783.0,,2023
MLA-0479,Regulatory & Compliance,Partner_Gaobuse,Associate_15,CLT-006,Large Corporate,Gaborone,2021-04-20,2022-01-03,Completed,258,34.9,31.2,0.895,2600,90739.0,81247.0,9523.0,0.0,9493.0,,2021
MLA-0480,Property & Conveyancing,Partner_Gaobuse,Associate_04,CLT-006,Large Corporate,Gaborone,2024-07-25,2024-09-05,Completed,42,37.9,37.3,0.984,1800,68213.0,67124.0,4537.0,0.0,1089.0,5.0,2024
MLA-0481,Commercial Law,Partner_Molao,Associate_07,CLT-102,Large Corporate,Gaborone,2019-01-05,2019-03-24,Completed,78,114.2,87.9,0.77,3200,365464.0,281415.0,47258.0,70354.0,84049.0,,2019
MLA-0482,Commercial Law,Partner_Molao,Associate_15,CLT-062,Large Corporate,Francistown,2018-12-16,2019-06-06,Completed,172,10.6,9.0,0.842,3200,34057.0,28685.0,4384.0,0.0,5371.0,,2018
MLA-0483,Litigation,Partner_Setlhabi,Associate_06,CLT-106,Government / Parastatal,Gaborone,2024-05-05,2024-07-26,Active,82,71.9,62.6,0.87,2800,201351.0,175244.0,12456.0,0.0,26107.0,,2024
MLA-0484,Mining & Resources,Partner_Thapelo,Associate_10,CLT-010,Mining Company,Gaborone,2023-01-02,2024-08-16,Completed,592,271.6,204.7,0.754,3800,1032004.0,777758.0,129738.0,777758.0,254245.0,4.8,2023
MLA-0485,Mining & Resources,Partner_Thapelo,Associate_16,CLT-097,Financial Institution,Gaborone,2024-02-05,2025-02-10,Completed,371,239.5,212.1,0.886,3800,910000.0,806170.0,92025.0,0.0,103830.0,,2024
MLA-0486,Property & Conveyancing,Partner_Gaobuse,Associate_20,CLT-057,Large Corporate,Gaborone,2020-09-29,2020-12-14,Completed,76,36.4,35.2,0.969,1800,65454.0,63414.0,8353.0,15854.0,2040.0,3.6,2020
