date,day_of_week,rooms_occupied,role,optimal_staff,actual_staff,daily_cost_bwp,overstaffed
2025-10-27,Monday,65,Housekeeping,5,6,1080,0
2025-10-27,Monday,65,Restaurant,4,6,1320,1
2025-10-27,Monday,65,Maintenance,2,3,600,0
2025-10-27,Monday,65,Security,2,2,300,0
2025-10-28,Tuesday,61,Front Desk,3,3,750,0
2025-10-28,Tuesday,61,Housekeeping,5,5,900,0
2025-10-28,Tuesday,61,Restaurant,4,4,880,0
2025-10-28,Tuesday,61,Maintenance,2,2,400,0
2025-10-28,Tuesday,61,Security,2,2,300,0
2025-10-29,Wednesday,59,Front Desk,3,3,750,0
2025-10-29,Wednesday,59,Housekeeping,5,5,900,0
2025-10-29,Wednesday,59,Restaurant,4,4,880,0
2025-10-29,Wednesday,59,Maintenance,2,2,400,0
2025-10-29,Wednesday,59,Security,2,4,600,1
2025-10-30,Thursday,58,Front Desk,3,3,750,0
2025-10-30,Thursday,58,Housekeeping,5,5,900,0
2025-10-30,Thursday,58,Restaurant,4,6,1320,1
2025-10-30,Thursday,58,Maintenance,2,2,400,0
2025-10-30,Thursday,58,Security,2,2,300,0
2025-10-31,Friday,56,Front Desk,3,4,1000,0
2025-10-31,Friday,56,Housekeeping,5,7,1260,1
2025-10-31,Friday,56,Restaurant,4,4,880,0
2025-10-31,Friday,56,Maintenance,2,4,800,1
2025-10-31,Friday,56,Security,2,4,600,1
2025-11-01,Saturday,68,Front Desk,3,3,750,0
2025-11-01,Saturday,68,Housekeeping,5,5,900,0
2025-11-01,Saturday,68,Restaurant,4,4,880,0
2025-11-01,Saturday,68,Maintenance,2,2,400,0
2025-11-01,Saturday,68,Security,2,4,600,1
2025-11-02,Sunday,66,Front Desk,3,5,1250,1
2025-11-02,Sunday,66,Housekeeping,5,7,1260,1
2025-11-02,Sunday,66,Restaurant,4,4,880,0
2025-11-02,Sunday,66,Maintenance,2,4,800,1
2025-11-02,Sunday,66,Security,2,2,300,0
2025-11-03,Monday,58,Front Desk,3,3,750,0
2025-11-03,Monday,58,Housekeeping,5,6,1080,0
2025-11-03,Monday,58,Restaurant,4,6,1320,1
2025-11-03,Monday,58,Maintenance,2,2,400,0
2025-11-03,Monday,58,Security,2,3,450,0
2025-11-04,Tuesday,60,Front Desk,3,3,750,0
2025-11-04,Tuesday,60,Housekeeping,5,5,900,0
2025-11-04,Tuesday,60,Restaurant,4,6,1320,1
2025-11-04,Tuesday,60,Maintenance,2,4,800,1
2025-11-04,Tuesday,60,Security,2,4,600,1
2025-11-05,Wednesday,50,Front Desk,3,4,1000,0
2025-11-05,Wednesday,50,Housekeeping,5,5,900,0
2025-11-05,Wednesday,50,Restaurant,4,6,1320,1
2025-11-05,Wednesday,50,Maintenance,2,4,800,1
2025-11-05,Wednesday,50,Security,2,4,600,1
2025-11-06,Thursday,56,Front Desk,3,5,1250,1
2025-11-06,Thursday,56,Housekeeping,5,5,900,0
2025-11-06,Thursday,56,Restaurant,4,4,880,0
2025-11-06,Thursday,56,Maintenance,2,2,400,0
2025-11-06,Thursday,56,Security,2,4,600,1
2025-11-07,Friday,57,Front Desk,3,4,1000,0
2025-11-07,Friday,57,Housekeeping,5,5,900,0
2025-11-07,Friday,57,Restaurant,4,5,1100,0
2025-11-07,Friday,57,Maintenance,2,4,800,1
2025-11-07,Friday,57,Security,2,4,600,1
2025-11-08,Saturday,76,Front Desk,3,3,750,0
2025-11-08,Saturday,76,Housekeeping,6,8,1440,1
2025-11-08,Saturday,76,Restaurant,4,5,1100,0
2025-11-08,Saturday,76,Maintenance,2,4,800,1
2025-11-08,Saturday,76,Security,2,4,600,1
2025-11-09,Sunday,68,Front Desk,3,3,750,0
2025-11-09,Sunday,68,Housekeeping,5,5,900,0
2025-11-09,Sunday,68,Restaurant,4,5,1100,0
2025-11-09,Sunday,68,Maintenance,2,2,400,0
2025-11-09,Sunday,68,Security,2,4,600,1
2025-11-10,Monday,57,Front Desk,3,4,1000,0
2025-11-10,Monday,57,Housekeeping,5,7,1260,1
2025-11-10,Monday,57,Restaurant,4,4,880,0
2025-11-10,Monday,57,Maintenance,2,2,400,0
2025-11-10,Monday,57,Security,2,3,450,0
2025-11-11,Tuesday,54,Front Desk,3,5,1250,1
2025-11-11,Tuesday,54,Housekeeping,5,5,900,0
2025-11-11,Tuesday,54,Restaurant,4,5,1100,0
2025-11-11,Tuesday,54,Maintenance,2,4,800,1
2025-11-11,Tuesday,54,Security,2,4,600,1
2025-11-12,Wednesday,63,Front Desk,3,4,1000,0
2025-11-12,Wednesday,63,Housekeeping,5,7,1260,1
2025-11-12,Wednesday,63,Restaurant,4,4,880,0
2025-11-12,Wednesday,63,Maintenance,2,2,400,0
2025-11-12,Wednesday,63,Security,2,3,450,0
2025-11-13,Thursday,61,Front Desk,3,3,750,0
2025-11-13,Thursday,61,Housekeeping,5,7,1260,1
2025-11-13,Thursday,61,Restaurant,4,4,880,0
2025-11-13,Thursday,61,Maintenance,2,2,400,0
2025-11-13,Thursday,61,Security,2,2,300,0
2025-11-14,Friday,49,Front Desk,3,3,750,0
2025-11-14,Friday,49,Housekeeping,5,7,1260,1
2025-11-14,Friday,49,Restaurant,4,4,880,0
2025-11-14,Friday,49,Maintenance,2,4,800,1
2025-11-14,Friday,49,Security,2,4,600,1
2025-11-15,Saturday,75,Front Desk,3,4,1000,0
2025-11-15,Saturday,75,Housekeeping,6,6,1080,0
2025-11-15,Saturday,75,Restaurant,4,4,880,0
2025-11-15,Saturday,75,Maintenance,2,2,400,0
2025-11-15,Saturday,75,Security,2,2,300,0
2025-11-16,Sunday,67,Front Desk,3,4,1000,0
2025-11-16,Sunday,67,Housekeeping,5,6,1080,0
2025-11-16,Sunday,67,Restaurant,4,5,1100,0
2025-11-16,Sunday,67,Maintenance,2,2,400,0
2025-11-16,Sunday,67,Security,2,2,300,0
2025-11-17,Monday,57,Front Desk,3,3,750,0
2025-11-17,Monday,57,Housekeeping,5,5,900,0
2025-11-17,Monday,57,Restaurant,4,5,1100,0
2025-11-17,Monday,57,Maintenance,2,4,800,1
2025-11-17,Monday,57,Security,2,2,300,0
2025-11-18,Tuesday,55,Front Desk,3,3,750,0
2025-11-18,Tuesday,55,Housekeeping,5,5,900,0
2025-11-18,Tuesday,55,Restaurant,4,4,880,0
2025-11-18,Tuesday,55,Maintenance,2,4,800,1
2025-11-18,Tuesday,55,Security,2,3,450,0
2025-11-19,Wednesday,57,Front Desk,3,4,1000,0
2025-11-19,Wednesday,57,Housekeeping,5,6,1080,0
2025-11-19,Wednesday,57,Restaurant,4,4,880,0
2025-11-19,Wednesday,57,Maintenance,2,3,600,0
2025-11-19,Wednesday,57,Security,2,2,300,0
2025-11-20,Thursday,60,Front Desk,3,3,750,0
2025-11-20,Thursday,60,Housekeeping,5,5,900,0
2025-11-20,Thursday,60,Restaurant,4,6,1320,1
2025-11-20,Thursday,60,Maintenance,2,4,800,1
2025-11-20,Thursday,60,Security,2,2,300,0
2025-11-21,Friday,60,Front Desk,3,3,750,0
2025-11-21,Friday,60,Housekeeping,5,5,900,0
2025-11-21,Friday,60,Restaurant,4,4,880,0
2025-11-21,Friday,60,Maintenance,2,2,400,0
2025-11-21,Friday,60,Security,2,2,300,0
2025-11-22,Saturday,59,Front Desk,3,3,750,0
2025-11-22,Saturday,59,Housekeeping,5,5,900,0
2025-11-22,Saturday,59,Restaurant,4,5,1100,0
2025-11-22,Saturday,59,Maintenance,2,2,400,0
2025-11-22,Saturday,59,Security,2,3,450,0
2025-11-23,Sunday,71,Front Desk,3,5,1250,1
2025-11-23,Sunday,71,Housekeeping,5,7,1260,1
2025-11-23,Sunday,71,Restaurant,4,4,880,0
2025-11-23,Sunday,71,Maintenance,2,2,400,0
2025-11-23,Sunday,71,Security,2,3,450,0
2025-11-24,Monday,59,Front Desk,3,4,1000,0
2025-11-24,Monday,59,Housekeeping,5,5,900,0
2025-11-24,Monday,59,Restaurant,4,4,880,0
2025-11-24,Monday,59,Maintenance,2,2,400,0
2025-11-24,Monday,59,Security,2,4,600,1
2025-11-25,Tuesday,55,Front Desk,3,5,1250,1
2025-11-25,Tuesday,55,Housekeeping,5,5,900,0
2025-11-25,Tuesday,55,Restaurant,4,4,880,0
2025-11-25,Tuesday,55,Maintenance,2,4,800,1
2025-11-25,Tuesday,55,Security,2,3,450,0
2025-11-26,Wednesday,62,Front Desk,3,4,1000,0
2025-11-26,Wednesday,62,Housekeeping,5,5,900,0
2025-11-26,Wednesday,62,Restaurant,4,4,880,0
2025-11-26,Wednesday,62,Maintenance,2,3,600,0
2025-11-26,Wednesday,62,Security,2,3,450,0
2025-11-27,Thursday,58,Front Desk,3,5,1250,1
2025-11-27,Thursday,58,Housekeeping,5,6,1080,0
2025-11-27,Thursday,58,Restaurant,4,4,880,0
2025-11-27,Thursday,58,Maintenance,2,2,400,0
2025-11-27,Thursday,58,Security,2,4,600,1
2025-11-28,Friday,57,Front Desk,3,3,750,0
2025-11-28,Friday,57,Housekeeping,5,5,900,0
2025-11-28,Friday,57,Restaurant,4,6,1320,1
2025-11-28,Friday,57,Maintenance,2,4,800,1
2025-11-28,Friday,57,Security,2,4,600,1
2025-11-29,Saturday,68,Front Desk,3,5,1250,1
2025-11-29,Saturday,68,Housekeeping,5,6,1080,0
2025-11-29,Saturday,68,Restaurant,4,4,880,0
2025-11-29,Saturday,68,Maintenance,2,4,800,1
2025-11-29,Saturday,68,Security,2,2,300,0
2025-11-30,Sunday,68,Front Desk,3,3,750,0
2025-11-30,Sunday,68,Housekeeping,5,5,900,0
2025-11-30,Sunday,68,Restaurant,4,4,880,0
2025-11-30,Sunday,68,Maintenance,2,3,600,0
2025-11-30,Sunday,68,Security,2,3,450,0
2025-12-01,Monday,60,Front Desk,3,5,1250,1
2025-12-01,Monday,60,Housekeeping,5,5,900,0
2025-12-01,Monday,60,Restaurant,4,6,1320,1
2025-12-01,Monday,60,Maintenance,2,2,400,0
2025-12-01,Monday,60,Security,2,4,600,1
2025-12-02,Tuesday,54,Front Desk,3,3,750,0
2025-12-02,Tuesday,54,Housekeeping,5,5,900,0
2025-12-02,Tuesday,54,Restaurant,4,4,880,0
2025-12-02,Tuesday,54,Maintenance,2,3,600,0
2025-12-02,Tuesday,54,Security,2,4,600,1
2025-12-03,Wednesday,58,Front Desk,3,5,1250,1
2025-12-03,Wednesday,58,Housekeeping,5,6,1080,0
2025-12-03,Wednesday,58,Restaurant,4,5,1100,0
2025-12-03,Wednesday,58,Maintenance,2,3,600,0
2025-12-03,Wednesday,58,Security,2,2,300,0
2025-12-04,Thursday,59,Front Desk,3,4,1000,0
2025-12-04,Thursday,59,Housekeeping,5,5,900,0
2025-12-04,Thursday,59,Restaurant,4,6,1320,1
2025-12-04,Thursday,59,Maintenance,2,4,800,1
2025-12-04,Thursday,59,Security,2,2,300,0
2025-12-05,Friday,55,Front Desk,3,5,1250,1
2025-12-05,Friday,55,Housekeeping,5,6,1080,0
2025-12-05,Friday,55,Restaurant,4,6,1320,1
2025-12-05,Friday,55,Maintenance,2,2,400,0
2025-12-05,Friday,55,Security,2,3,450,0
2025-12-06,Saturday,60,Front Desk,3,3,750,0
2025-12-06,Saturday,60,Housekeeping,5,5,900,0
2025-12-06,Saturday,60,Restaurant,4,5,1100,0
2025-12-06,Saturday,60,Maintenance,2,4,800,1
2025-12-06,Saturday,60,Security,2,2,300,0
2025-12-07,Sunday,69,Front Desk,3,4,1000,0
2025-12-07,Sunday,69,Housekeeping,5,5,900,0
2025-12-07,Sunday,69,Restaurant,4,4,880,0
2025-12-07,Sunday,69,Maintenance,2,3,600,0
2025-12-07,Sunday,69,Security,2,3,450,0
2025-12-08,Monday,60,Front Desk,3,3,750,0
2025-12-08,Monday,60,Housekeeping,5,5,900,0
2025-12-08,Monday,60,Restaurant,4,4,880,0
2025-12-08,Monday,60,Maintenance,2,3,600,0
2025-12-08,Monday,60,Security,2,2,300,0
2025-12-09,Tuesday,59,Front Desk,3,4,1000,0
2025-12-09,Tuesday,59,Housekeeping,5,7,1260,1
2025-12-09,Tuesday,59,Restaurant,4,4,880,0
2025-12-09,Tuesday,59,Maintenance,2,2,400,0
2025-12-09,Tuesday,59,Security,2,3,450,0
2025-12-10,Wednesday,59,Front Desk,3,4,1000,0
2025-12-10,Wednesday,59,Housekeeping,5,6,1080,0
2025-12-10,Wednesday,59,Restaurant,4,4,880,0
2025-12-10,Wednesday,59,Maintenance,2,2,400,0
2025-12-10,Wednesday,59,Security,2,2,300,0
2025-12-11,Thursday,54,Front Desk,3,5,1250,1
2025-12-11,Thursday,54,Housekeeping,5,6,1080,0
2025-12-11,Thursday,54,Restaurant,4,4,880,0
2025-12-11,Thursday,54,Maintenance,2,4,800,1
2025-12-11,Thursday,54,Security,2,3,450,0
2025-12-12,Friday,55,Front Desk,3,3,750,0
2025-12-12,Friday,55,Housekeeping,5,5,900,0
2025-12-12,Friday,55,Restaurant,4,5,1100,0
2025-12-12,Friday,55,Maintenance,2,3,600,0
2025-12-12,Friday,55,Security,2,3,450,0
2025-12-13,Saturday,72,Front Desk,3,3,750,0
2025-12-13,Saturday,72,Housekeeping,5,7,1260,1
2025-12-13,Saturday,72,Restaurant,4,4,880,0
2025-12-13,Saturday,72,Maintenance,2,2,400,0
2025-12-13,Saturday,72,Security,2,3,450,0
2025-12-14,Sunday,73,Front Desk,3,3,750,0
2025-12-14,Sunday,73,Housekeeping,5,6,1080,0
2025-12-14,Sunday,73,Restaurant,4,6,1320,1
2025-12-14,Sunday,73,Maintenance,2,2,400,0
2025-12-14,Sunday,73,Security,2,2,300,0
2025-12-15,Monday,54,Front Desk,3,5,1250,1
2025-12-15,Monday,54,Housekeeping,5,7,1260,1
2025-12-15,Monday,54,Restaurant,4,4,880,0
2025-12-15,Monday,54,Maintenance,2,2,400,0
2025-12-15,Monday,54,Security,2,2,300,0
2025-12-16,Tuesday,61,Front Desk,3,5,1250,1
2025-12-16,Tuesday,61,Housekeeping,5,5,900,0
2025-12-16,Tuesday,61,Restaurant,4,6,1320,1
2025-12-16,Tuesday,61,Maintenance,2,2,400,0
2025-12-16,Tuesday,61,Security,2,4,600,1
2025-12-17,Wednesday,55,Front Desk,3,3,750,0
2025-12-17,Wednesday,55,Housekeeping,5,6,1080,0
2025-12-17,Wednesday,55,Restaurant,4,6,1320,1
2025-12-17,Wednesday,55,Maintenance,2,4,800,1
2025-12-17,Wednesday,55,Security,2,3,450,0
2025-12-18,Thursday,61,Front Desk,3,5,1250,1
2025-12-18,Thursday,61,Housekeeping,5,7,1260,1
2025-12-18,Thursday,61,Restaurant,4,6,1320,1
2025-12-18,Thursday,61,Maintenance,2,4,800,1
2025-12-18,Thursday,61,Security,2,4,600,1
2025-12-19,Friday,57,Front Desk,3,3,750,0
2025-12-19,Friday,57,Housekeeping,5,5,900,0
2025-12-19,Friday,57,Restaurant,4,4,880,0
2025-12-19,Friday,57,Maintenance,2,4,800,1
2025-12-19,Friday,57,Security,2,4,600,1
2025-12-20,Saturday,65,Front Desk,3,3,750,0
2025-12-20,Saturday,65,Housekeeping,5,5,900,0
2025-12-20,Saturday,65,Restaurant,4,4,880,0
2025-12-20,Saturday,65,Maintenance,2,4,800,1
2025-12-20,Saturday,65,Security,2,4,600,1
2025-12-21,Sunday,67,Front Desk,3,3,750,0
2025-12-21,Sunday,67,Housekeeping,5,5,900,0
2025-12-21,Sunday,67,Restaurant,4,5,1100,0
2025-12-21,Sunday,67,Maintenance,2,2,400,0
2025-12-21,Sunday,67,Security,2,4,600,1
2025-12-22,Monday,61,Front Desk,3,3,750,0
2025-12-22,Monday,61,Housekeeping,5,5,900,0
2025-12-22,Monday,61,Restaurant,4,5,1100,0
2025-12-22,Monday,61,Maintenance,2,3,600,0
2025-12-22,Monday,61,Security,2,2,300,0
2025-12-23,Tuesday,54,Front Desk,3,3,750,0
2025-12-23,Tuesday,54,Housekeeping,5,5,900,0
2025-12-23,Tuesday,54,Restaurant,4,5,1100,0
2025-12-23,Tuesday,54,Maintenance,2,3,600,0
2025-12-23,Tuesday,54,Security,2,3,450,0
2025-12-24,Wednesday,52,Front Desk,3,4,1000,0
2025-12-24,Wednesday,52,Housekeeping,5,6,1080,0
2025-12-24,Wednesday,52,Restaurant,4,6,1320,1
2025-12-24,Wednesday,52,Maintenance,2,2,400,0
2025-12-24,Wednesday,52,Security,2,2,300,0
2025-12-25,Thursday,50,Front Desk,3,3,750,0
2025-12-25,Thursday,50,Housekeeping,5,7,1260,1
2025-12-25,Thursday,50,Restaurant,4,4,880,0
2025-12-25,Thursday,50,Maintenance,2,3,600,0
2025-12-25,Thursday,50,Security,2,3,450,0
2025-12-26,Friday,53,Front Desk,3,3,750,0
2025-12-26,Friday,53,Housekeeping,5,5,900,0
2025-12-26,Friday,53,Restaurant,4,6,1320,1
2025-12-26,Friday,53,Maintenance,2,2,400,0
2025-12-26,Friday,53,Security,2,2,300,0
2025-12-27,Saturday,73,Front Desk,3,4,1000,0
2025-12-27,Saturday,73,Housekeeping,5,5,900,0
2025-12-27,Saturday,73,Restaurant,4,4,880,0
2025-12-27,Saturday,73,Maintenance,2,4,800,1
2025-12-27,Saturday,73,Security,2,4,600,1
2025-12-28,Sunday,65,Front Desk,3,4,1000,0
2025-12-28,Sunday,65,Housekeeping,5,7,1260,1
2025-12-28,Sunday,65,Restaurant,4,5,1100,0
2025-12-28,Sunday,65,Maintenance,2,4,800,1
2025-12-28,Sunday,65,Security,2,4,600,1
2025-12-29,Monday,52,Front Desk,3,3,750,0
2025-12-29,Monday,52,Housekeeping,5,5,900,0
2025-12-29,Monday,52,Restaurant,4,6,1320,1
2025-12-29,Monday,52,Maintenance,2,4,800,1
2025-12-29,Monday,52,Security,2,4,600,1
2025-12-30,Tuesday,58,Front Desk,3,3,750,0
2025-12-30,Tuesday,58,Housekeeping,5,6,1080,0
2025-12-30,Tuesday,58,Restaurant,4,4,880,0
2025-12-30,Tuesday,58,Maintenance,2,4,800,1
2025-12-30,Tuesday,58,Security,2,4,600,1
2025-12-31,Wednesday,60,Front Desk,3,3,750,0
2025-12-31,Wednesday,60,Housekeeping,5,7,1260,1
2025-12-31,Wednesday,60,Restaurant,4,5,1100,0
2025-12-31,Wednesday,60,Maintenance,2,2,400,0
2025-12-31,Wednesday,60,Security,2,4,600,1
