student_id,age,gender,campus,program,program_length_yrs,year_enrolled,semester_enrolled,expected_grad_year,enrollment_source,distance_from_campus_km,has_transport,parent_education,has_financial_aid,working_student,attendance_rate_pct,grade_average_pct,courses_failed,warnings_issued,status,at_risk
GTC-01973,40,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2025,Semester 1,2026,Referral,72.7,1,Primary,1,1,71.7,49.3,2,3,Dropped Out,0
GTC-01974,19,Female,Extension Campus - Mogoditshane,Diploma in Accounting,2,2024,Semester 2,2026,Agent,31.3,1,None,0,1,80.3,60.9,1,0,Active,0
GTC-01975,37,Male,Block 8 Campus,Diploma in Accounting,2,2024,Semester 1,2026,Website Form,16.7,1,None,0,1,68.8,30.0,2,3,Dropped Out,0
GTC-01976,29,Female,Extension Campus - Mogoditshane,Diploma in Engineering,2,2023,Semester 2,2025,Radio Ad,46.4,0,None,0,1,51.9,30.0,3,3,Dropped Out,0
GTC-01977,44,Male,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2023,Semester 1,2024,Radio Ad,27.0,0,Secondary,1,0,78.5,36.0,2,2,Dropped Out,0
GTC-01978,22,Male,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Agent,77.4,1,Tertiary,0,1,72.8,62.1,1,1,On Leave,0
GTC-01979,44,Male,Extension Campus - Mogoditshane,Diploma in IT,2,2024,Semester 1,2026,Walk-In,58.6,0,Tertiary,0,1,45.4,30.0,3,3,Dropped Out,0
GTC-01980,27,Male,Block 8 Campus,Certificate in Hospitality,1,2025,Semester 1,2026,Open Day,84.8,1,Primary,0,1,69.8,45.5,2,3,Active,1
GTC-01981,24,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2025,Semester 1,2026,Open Day,46.9,1,None,0,0,80.0,59.1,0,0,Active,0
GTC-01982,38,Male,Main Campus - Gaborone,Certificate in Construction,1,2025,Semester 1,2026,Facebook Ad,69.8,0,Primary,0,0,60.9,30.0,2,3,Dropped Out,0
GTC-01983,33,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2024,Semester 1,2025,Referral,48.4,1,Tertiary,1,1,83.6,44.2,1,1,Dropped Out,0
GTC-01984,35,Male,Block 8 Campus,Certificate in Construction,1,2023,Semester 2,2024,Referral,63.0,1,Primary,1,0,77.0,46.5,0,1,Graduated,0
GTC-01985,41,Female,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2024,Semester 2,2025,Facebook Ad,49.7,1,Secondary,1,0,88.9,61.9,0,0,Graduated,0
GTC-01986,39,Male,Block 8 Campus,Certificate in Hospitality,1,2024,Semester 2,2025,Walk-In,80.2,1,None,1,0,75.2,30.0,3,2,Dropped Out,0
GTC-01987,45,Female,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2023,Semester 1,2024,Radio Ad,18.8,0,None,1,1,64.4,38.3,1,2,Dropped Out,0
GTC-01988,42,Male,Block 8 Campus,Diploma in Accounting,2,2025,Semester 2,2027,Website Form,74.6,0,None,1,1,40.8,30.0,3,3,Dropped Out,0
GTC-01989,44,Male,Main Campus - Gaborone,Certificate in Business Admin,1,2024,Semester 1,2025,School Fair,84.2,1,None,0,0,72.2,47.0,0,2,Dropped Out,0
GTC-01990,36,Female,Extension Campus - Mogoditshane,Diploma in IT,2,2023,Semester 1,2025,Facebook Ad,43.5,1,Tertiary,1,0,82.7,59.8,0,0,Graduated,0
GTC-01991,27,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2023,Semester 1,2025,Open Day,4.3,1,Tertiary,1,0,96.0,56.8,0,0,Graduated,0
GTC-01992,27,Female,Main Campus - Gaborone,Certificate in Hospitality,1,2025,Semester 1,2026,Walk-In,24.2,1,Tertiary,1,0,97.5,76.5,0,0,Active,0
GTC-01993,27,Female,Main Campus - Gaborone,Certificate in Business Admin,1,2023,Semester 2,2024,Facebook Ad,17.3,1,Secondary,1,0,93.8,60.8,0,0,Graduated,0
GTC-01994,39,Male,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2025,Semester 2,2026,Agent,64.3,0,Tertiary,1,1,66.1,30.0,0,2,Active,1
GTC-01995,36,Female,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2024,Semester 2,2025,Open Day,62.7,0,None,1,0,60.8,30.0,4,3,Dropped Out,0
GTC-01996,36,Male,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2025,Semester 1,2026,Walk-In,24.0,1,None,1,1,77.6,30.0,2,2,Active,1
GTC-01997,41,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2024,Semester 1,2025,Walk-In,42.6,0,Tertiary,0,0,73.7,61.9,0,1,Graduated,0
GTC-01998,28,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2025,Semester 1,2026,Website Form,20.6,1,Primary,1,0,82.0,69.4,0,0,Active,0
GTC-01999,28,Female,Main Campus - Gaborone,Diploma in Health Sciences,2,2023,Semester 2,2025,Agent,76.2,1,None,0,0,76.1,43.7,2,2,Dropped Out,0
GTC-02000,39,Female,Block 8 Campus,Certificate in Construction,1,2025,Semester 2,2026,School Fair,57.4,1,None,0,0,68.3,30.0,3,3,Active,1
GTC-02001,35,Male,Extension Campus - Mogoditshane,Diploma in Engineering,2,2023,Semester 1,2025,Walk-In,39.0,1,None,0,1,62.7,30.8,2,3,Dropped Out,0
GTC-02002,23,Female,Block 8 Campus,Certificate in Business Admin,1,2025,Semester 2,2026,Website Form,57.0,1,None,0,1,63.6,30.0,1,2,Dropped Out,0
GTC-02003,33,Male,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2024,Semester 2,2026,Radio Ad,81.6,1,Secondary,1,0,82.1,30.0,2,2,Dropped Out,0
GTC-02004,43,Male,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2024,Semester 1,2025,School Fair,21.0,1,None,0,0,85.3,49.0,1,1,Graduated,0
GTC-02005,39,Female,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Walk-In,64.3,1,None,1,0,74.8,30.0,3,3,Active,1
GTC-02006,36,Male,Block 8 Campus,Diploma in Health Sciences,2,2025,Semester 1,2027,Referral,40.0,1,None,1,0,85.1,37.7,3,2,Dropped Out,0
GTC-02007,25,Male,Block 8 Campus,Certificate in Construction,1,2025,Semester 2,2026,Website Form,8.7,0,Primary,0,0,66.6,54.6,1,1,Active,1
GTC-02008,24,Male,Block 8 Campus,Diploma in Health Sciences,2,2025,Semester 2,2027,Referral,2.9,0,Secondary,1,1,76.9,62.3,1,0,Active,0
GTC-02009,38,Male,Main Campus - Gaborone,Diploma in IT,2,2025,Semester 1,2027,Walk-In,32.5,1,Primary,0,0,85.4,54.0,1,0,Active,1
GTC-02010,26,Male,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2024,Semester 1,2026,Website Form,69.5,1,Primary,1,0,83.6,69.2,0,0,Active,0
GTC-02011,37,Female,Block 8 Campus,Diploma in Engineering,2,2024,Semester 1,2026,Referral,72.4,1,Primary,1,0,70.7,60.2,1,1,Active,1
GTC-02012,19,Male,Block 8 Campus,Diploma in Accounting,2,2023,Semester 1,2025,School Fair,11.8,1,Secondary,0,0,88.5,51.8,0,0,Graduated,0
GTC-02013,38,Male,Extension Campus - Mogoditshane,Diploma in IT,2,2024,Semester 1,2026,Open Day,27.2,0,None,0,0,61.0,30.0,3,3,Active,1
GTC-02014,22,Female,Main Campus - Gaborone,Diploma in Accounting,2,2025,Semester 2,2027,Open Day,41.8,1,Secondary,0,1,78.3,31.9,3,2,Dropped Out,0
GTC-02015,18,Female,Extension Campus - Mogoditshane,Diploma in Engineering,2,2024,Semester 2,2026,Agent,11.1,0,Tertiary,1,0,88.4,63.0,2,1,Active,1
GTC-02016,38,Female,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2023,Semester 1,2025,Radio Ad,10.7,0,Secondary,1,1,75.0,30.0,3,2,Dropped Out,0
GTC-02017,20,Female,Main Campus - Gaborone,Certificate in Hospitality,1,2023,Semester 2,2024,Open Day,3.1,1,Tertiary,0,0,85.6,84.1,0,0,Graduated,0
GTC-02018,30,Male,Main Campus - Gaborone,Diploma in Engineering,2,2024,Semester 1,2026,School Fair,63.8,0,Secondary,1,0,74.7,42.3,0,2,Active,1
GTC-02019,22,Male,Block 8 Campus,Certificate in Business Admin,1,2024,Semester 2,2025,Agent,61.8,1,Secondary,0,0,86.5,48.0,0,1,Graduated,0
GTC-02020,23,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2025,Semester 1,2026,Open Day,60.5,1,Primary,1,1,79.7,49.7,0,1,Dropped Out,0
GTC-02021,24,Male,Block 8 Campus,Diploma in Engineering,2,2024,Semester 2,2026,Facebook Ad,39.5,0,Secondary,0,0,78.4,44.6,0,1,Active,1
GTC-02022,23,Female,Main Campus - Gaborone,Certificate in Business Admin,1,2023,Semester 1,2024,Website Form,1.1,1,Primary,0,0,84.0,75.8,1,0,Graduated,0
GTC-02023,23,Male,Block 8 Campus,Diploma in Health Sciences,2,2024,Semester 2,2026,Referral,15.9,1,Secondary,0,1,69.7,54.1,1,1,Active,1
GTC-02024,32,Male,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2025,Semester 1,2027,Facebook Ad,70.2,1,None,1,0,75.5,30.0,2,2,Active,1
GTC-02025,40,Female,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2024,Semester 1,2026,Open Day,6.3,0,Tertiary,1,0,78.4,41.7,1,1,Active,1
GTC-02026,39,Female,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2025,Semester 1,2026,School Fair,40.0,0,Primary,1,1,61.5,31.9,1,2,Active,1
GTC-02027,19,Male,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Walk-In,44.9,1,None,1,1,79.0,44.6,0,1,Active,1
GTC-02028,21,Female,Block 8 Campus,Diploma in Engineering,2,2023,Semester 2,2025,Agent,65.8,1,Primary,1,1,64.0,30.0,1,2,Graduated,0
GTC-02029,21,Female,Block 8 Campus,Certificate in Auto Mechanics,1,2025,Semester 1,2026,School Fair,14.6,1,None,0,0,79.3,67.6,0,0,Active,0
GTC-02030,26,Male,Main Campus - Gaborone,Diploma in IT,2,2023,Semester 2,2025,Agent,42.2,1,Tertiary,1,0,100.0,39.9,1,1,Dropped Out,0
GTC-02031,28,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2023,Semester 1,2024,Agent,35.3,1,Tertiary,1,1,87.0,41.5,1,1,Graduated,0
GTC-02032,22,Male,Block 8 Campus,Certificate in Hospitality,1,2025,Semester 2,2026,Website Form,77.7,1,Secondary,0,1,71.4,30.0,0,2,Active,1
GTC-02033,36,Female,Main Campus - Gaborone,Diploma in Health Sciences,2,2025,Semester 2,2027,Open Day,22.2,1,Tertiary,0,0,78.2,72.5,0,0,Active,0
GTC-02034,20,Male,Main Campus - Gaborone,Diploma in Health Sciences,2,2025,Semester 2,2027,Open Day,54.7,0,Secondary,0,0,63.9,30.0,3,3,Dropped Out,0
GTC-02035,32,Female,Main Campus - Gaborone,Certificate in Business Admin,1,2023,Semester 2,2024,School Fair,74.8,1,Secondary,1,0,81.6,62.1,0,0,Graduated,0
GTC-02036,32,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2023,Semester 2,2024,Walk-In,41.3,1,Tertiary,1,0,85.9,71.1,0,0,Graduated,0
GTC-02037,40,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2025,Semester 1,2026,Open Day,81.0,0,Tertiary,1,0,60.4,72.1,0,1,Dropped Out,0
GTC-02038,18,Female,Block 8 Campus,Certificate in Construction,1,2025,Semester 1,2026,Website Form,20.3,0,Primary,1,0,76.8,67.7,0,0,Active,0
GTC-02039,33,Male,Block 8 Campus,Diploma in IT,2,2025,Semester 1,2027,Walk-In,17.6,0,None,0,0,60.4,31.5,2,3,Active,1
GTC-02040,35,Female,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Walk-In,62.7,0,Tertiary,1,0,69.1,41.0,2,3,Active,1
GTC-02041,19,Female,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2025,Semester 2,2026,Referral,75.9,1,Tertiary,0,1,61.7,34.7,1,2,Active,1
GTC-02042,23,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Referral,70.8,0,Secondary,0,0,70.0,35.9,3,3,Active,1
GTC-02043,26,Male,Block 8 Campus,Certificate in Construction,1,2023,Semester 1,2024,Referral,9.7,0,Tertiary,1,1,79.5,45.9,1,1,Dropped Out,0
GTC-02044,25,Male,Main Campus - Gaborone,Certificate in Construction,1,2025,Semester 1,2026,Walk-In,39.5,0,Primary,0,1,56.1,30.0,4,3,Active,1
GTC-02045,32,Female,Main Campus - Gaborone,Certificate in Construction,1,2025,Semester 2,2026,Facebook Ad,62.5,1,Tertiary,1,1,75.3,30.0,3,2,Dropped Out,0
GTC-02046,39,Female,Block 8 Campus,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Open Day,78.3,0,Tertiary,0,0,68.1,30.0,3,3,Dropped Out,0
GTC-02047,30,Male,Extension Campus - Mogoditshane,Certificate in Construction,1,2023,Semester 1,2024,Website Form,72.3,1,Tertiary,1,0,86.1,60.3,1,0,Graduated,0
GTC-02048,34,Female,Extension Campus - Mogoditshane,Diploma in Engineering,2,2025,Semester 2,2027,Radio Ad,40.0,1,Secondary,1,1,83.6,70.6,0,0,Active,0
GTC-02049,44,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2025,Semester 2,2026,Referral,3.4,1,Tertiary,1,0,89.2,78.1,0,0,Active,0
GTC-02050,19,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2025,Semester 1,2026,School Fair,69.9,0,None,0,0,61.6,30.0,3,3,Dropped Out,0
GTC-02051,28,Female,Block 8 Campus,Certificate in Construction,1,2023,Semester 2,2024,Website Form,13.5,1,Secondary,1,1,77.6,30.0,4,2,Dropped Out,0
GTC-02052,28,Male,Block 8 Campus,Certificate in Hospitality,1,2025,Semester 2,2026,Facebook Ad,56.0,1,Tertiary,0,0,85.2,30.0,1,1,Active,1
GTC-02053,36,Female,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2025,Semester 2,2027,Facebook Ad,39.7,1,Primary,1,0,78.6,60.6,0,0,Active,0
GTC-02054,41,Female,Main Campus - Gaborone,Diploma in Accounting,2,2024,Semester 2,2026,Open Day,36.1,0,Primary,1,0,69.4,33.6,3,3,Active,1
GTC-02055,36,Female,Main Campus - Gaborone,Diploma in Health Sciences,2,2024,Semester 1,2026,Facebook Ad,69.2,1,Tertiary,0,0,79.1,58.8,0,0,Active,0
GTC-02056,44,Male,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2023,Semester 1,2024,Radio Ad,11.0,0,Secondary,0,0,64.0,30.0,1,2,Dropped Out,0
GTC-02057,44,Female,Block 8 Campus,Diploma in Engineering,2,2023,Semester 1,2025,Facebook Ad,33.5,1,Primary,0,1,74.3,44.6,1,2,Dropped Out,0
GTC-02058,22,Female,Main Campus - Gaborone,Certificate in Construction,1,2023,Semester 1,2024,Referral,1.7,1,Tertiary,1,0,91.6,52.0,2,1,Graduated,0
GTC-02059,19,Male,Block 8 Campus,Diploma in Accounting,2,2023,Semester 2,2025,Walk-In,41.7,1,Primary,0,1,73.5,30.0,1,2,Graduated,0
GTC-02060,43,Female,Main Campus - Gaborone,Diploma in Engineering,2,2024,Semester 2,2026,Walk-In,26.0,0,None,1,0,71.4,30.0,2,3,Dropped Out,0
GTC-02061,40,Male,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2024,Semester 1,2025,Open Day,37.4,1,Tertiary,1,0,92.0,49.9,2,2,Graduated,0
GTC-02062,21,Female,Block 8 Campus,Certificate in Business Admin,1,2023,Semester 2,2024,Agent,36.7,1,Primary,0,0,77.3,30.0,2,2,Graduated,0
GTC-02063,44,Male,Main Campus - Gaborone,Certificate in Construction,1,2023,Semester 1,2024,School Fair,75.3,0,Primary,0,0,59.2,30.0,1,2,Dropped Out,0
GTC-02064,28,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2024,Semester 1,2025,School Fair,60.1,0,None,0,0,61.1,30.0,2,3,Dropped Out,0
GTC-02065,22,Female,Block 8 Campus,Certificate in Hospitality,1,2025,Semester 2,2026,Website Form,39.5,0,Secondary,0,1,61.8,30.0,0,2,Dropped Out,0
GTC-02066,40,Female,Extension Campus - Mogoditshane,Certificate in Construction,1,2025,Semester 1,2026,Walk-In,0.8,1,Secondary,1,1,83.8,54.0,3,1,Active,1
GTC-02067,43,Female,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2024,Semester 1,2025,Radio Ad,58.8,0,None,0,0,66.1,49.0,1,2,Dropped Out,0
GTC-02068,28,Male,Block 8 Campus,Diploma in IT,2,2025,Semester 2,2027,Website Form,57.0,1,Primary,1,0,80.8,36.2,0,1,Active,1
GTC-02069,22,Female,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2025,Semester 2,2027,Open Day,75.3,1,Secondary,0,1,77.3,62.4,0,0,Active,0
GTC-02070,31,Male,Main Campus - Gaborone,Diploma in Engineering,2,2025,Semester 2,2027,Agent,30.4,0,Tertiary,0,0,68.8,54.7,2,2,Active,1
GTC-02071,32,Female,Block 8 Campus,Certificate in Hospitality,1,2024,Semester 1,2025,Website Form,9.6,0,Tertiary,1,0,85.1,30.0,3,2,Dropped Out,0
GTC-02072,31,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2025,Semester 1,2026,Open Day,63.4,1,Tertiary,0,0,74.4,34.9,2,3,Active,1
GTC-02073,41,Female,Block 8 Campus,Certificate in Construction,1,2024,Semester 2,2025,School Fair,38.8,1,Tertiary,1,1,81.2,53.0,1,0,Graduated,0
GTC-02074,45,Female,Main Campus - Gaborone,Certificate in Business Admin,1,2023,Semester 2,2024,Radio Ad,15.6,1,None,1,0,89.4,32.1,5,2,Dropped Out,0
GTC-02075,22,Male,Extension Campus - Mogoditshane,Certificate in Construction,1,2023,Semester 1,2024,Referral,48.5,0,Secondary,1,0,76.3,43.6,1,1,Dropped Out,0
GTC-02076,35,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2025,Semester 2,2026,Open Day,34.5,1,None,1,0,82.8,30.0,4,2,Dropped Out,0
GTC-02077,27,Male,Block 8 Campus,Diploma in IT,2,2025,Semester 2,2027,School Fair,44.3,1,Secondary,0,1,84.8,36.0,3,2,Dropped Out,0
GTC-02078,33,Male,Block 8 Campus,Diploma in Health Sciences,2,2025,Semester 1,2027,School Fair,68.7,0,Secondary,1,0,70.5,30.0,4,3,Dropped Out,0
GTC-02079,35,Male,Block 8 Campus,Diploma in IT,2,2025,Semester 2,2027,Open Day,15.4,0,Primary,1,1,57.3,31.4,2,3,Dropped Out,0
GTC-02080,27,Female,Main Campus - Gaborone,Diploma in IT,2,2024,Semester 2,2026,Radio Ad,42.9,1,Tertiary,0,0,100.0,68.0,0,0,Active,0
GTC-02081,39,Female,Main Campus - Gaborone,Diploma in Health Sciences,2,2025,Semester 2,2027,Agent,68.1,1,Secondary,1,0,81.4,54.2,0,0,Active,1
GTC-02082,21,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2024,Semester 2,2025,Agent,50.0,0,Primary,0,0,69.3,56.8,0,1,Dropped Out,0
GTC-02083,42,Male,Main Campus - Gaborone,Diploma in IT,2,2023,Semester 2,2025,School Fair,8.6,0,Primary,1,0,73.3,40.5,2,3,Dropped Out,0
GTC-02084,44,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2025,Semester 1,2026,Referral,65.4,1,Primary,1,0,77.3,40.0,1,1,Dropped Out,0
GTC-02085,44,Male,Main Campus - Gaborone,Certificate in Construction,1,2025,Semester 1,2026,School Fair,8.8,0,Tertiary,0,0,68.5,30.0,2,3,Dropped Out,0
GTC-02086,36,Male,Block 8 Campus,Diploma in Health Sciences,2,2024,Semester 1,2026,Radio Ad,79.8,0,Primary,1,1,44.7,30.0,2,3,Dropped Out,0
GTC-02087,27,Female,Block 8 Campus,Diploma in Health Sciences,2,2025,Semester 1,2027,Facebook Ad,39.8,1,Tertiary,1,0,94.3,67.3,0,0,Active,0
GTC-02088,41,Male,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2024,Semester 1,2025,Radio Ad,71.3,1,Tertiary,0,1,70.8,30.0,1,2,Graduated,0
GTC-02089,35,Male,Main Campus - Gaborone,Certificate in Construction,1,2023,Semester 2,2024,Agent,14.0,1,None,0,1,70.5,33.6,1,2,Dropped Out,0
GTC-02090,41,Male,Main Campus - Gaborone,Diploma in Health Sciences,2,2024,Semester 1,2026,Facebook Ad,63.8,1,Tertiary,0,1,70.6,30.0,0,2,Active,1
GTC-02091,37,Male,Main Campus - Gaborone,Certificate in Construction,1,2023,Semester 2,2024,School Fair,43.4,0,Primary,1,1,61.3,30.0,1,2,Dropped Out,0
GTC-02092,43,Female,Main Campus - Gaborone,Diploma in IT,2,2024,Semester 1,2026,Website Form,67.4,1,Secondary,0,1,70.5,30.0,2,3,Dropped Out,0
GTC-02093,28,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2024,Semester 2,2026,Open Day,5.8,0,Secondary,1,0,83.2,52.7,0,0,Dropped Out,0
GTC-02094,32,Female,Block 8 Campus,Diploma in Accounting,2,2023,Semester 2,2025,School Fair,27.7,0,None,1,0,73.0,30.0,1,2,Graduated,0
GTC-02095,22,Male,Extension Campus - Mogoditshane,Diploma in IT,2,2023,Semester 1,2025,Radio Ad,1.4,1,Primary,1,1,79.8,85.1,0,0,Dropped Out,0
GTC-02096,37,Male,Block 8 Campus,Diploma in IT,2,2023,Semester 2,2025,Walk-In,34.4,1,Tertiary,0,0,79.5,67.3,0,0,Dropped Out,0
GTC-02097,30,Female,Extension Campus - Mogoditshane,Certificate in Construction,1,2024,Semester 2,2025,Agent,81.0,1,None,1,0,70.9,42.8,2,3,Dropped Out,0
GTC-02098,38,Female,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2023,Semester 1,2024,Walk-In,77.7,1,Secondary,0,1,70.9,30.0,3,3,Graduated,0
GTC-02099,36,Female,Main Campus - Gaborone,Diploma in Accounting,2,2025,Semester 2,2027,Walk-In,8.6,1,Primary,0,0,78.9,57.5,0,0,Active,0
GTC-02100,22,Male,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2025,Semester 1,2026,Referral,60.0,1,Primary,1,0,84.7,71.1,1,0,Active,0
GTC-02101,29,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2025,Semester 2,2027,School Fair,31.0,1,Primary,0,0,75.0,31.7,4,2,Dropped Out,0
GTC-02102,33,Male,Main Campus - Gaborone,Diploma in Accounting,2,2023,Semester 1,2025,Agent,56.8,1,Secondary,0,1,68.6,30.0,3,3,Dropped Out,0
GTC-02103,41,Female,Extension Campus - Mogoditshane,Certificate in Construction,1,2023,Semester 1,2024,Facebook Ad,47.2,1,Tertiary,1,0,93.1,87.4,0,0,Graduated,0
GTC-02104,45,Female,Main Campus - Gaborone,Diploma in Health Sciences,2,2025,Semester 1,2027,Walk-In,72.5,1,Primary,1,0,80.1,67.3,1,0,Active,0
GTC-02105,40,Female,Main Campus - Gaborone,Diploma in Health Sciences,2,2023,Semester 2,2025,Radio Ad,68.1,1,Tertiary,1,1,73.0,35.4,3,3,Dropped Out,0
GTC-02106,21,Female,Main Campus - Gaborone,Diploma in Accounting,2,2024,Semester 1,2026,Facebook Ad,7.0,1,Secondary,0,1,78.8,58.9,0,0,Active,0
GTC-02107,35,Female,Main Campus - Gaborone,Diploma in Accounting,2,2024,Semester 1,2026,Facebook Ad,76.5,1,None,1,0,80.8,30.0,1,1,Active,1
GTC-02108,36,Female,Main Campus - Gaborone,Diploma in Accounting,2,2024,Semester 1,2026,Website Form,18.6,0,Tertiary,1,0,73.6,52.6,0,1,Active,1
GTC-02109,29,Male,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2024,Semester 2,2025,Radio Ad,78.0,0,None,1,0,66.0,37.1,2,3,Dropped Out,0
GTC-02110,41,Male,Main Campus - Gaborone,Diploma in Accounting,2,2024,Semester 2,2026,School Fair,63.3,1,Tertiary,0,1,51.2,30.0,0,2,On Leave,0
GTC-02111,31,Female,Main Campus - Gaborone,Diploma in IT,2,2024,Semester 2,2026,School Fair,63.9,0,None,0,1,45.6,30.0,1,2,Active,1
GTC-02112,28,Male,Block 8 Campus,Certificate in Business Admin,1,2024,Semester 2,2025,Facebook Ad,30.1,1,None,0,1,83.7,75.2,0,0,Graduated,0
GTC-02113,42,Male,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2023,Semester 2,2024,School Fair,54.5,1,Primary,1,0,79.0,61.5,0,0,Graduated,0
GTC-02114,45,Female,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2024,Semester 2,2026,Referral,14.4,0,None,1,1,64.8,32.5,2,3,Active,1
GTC-02115,40,Female,Main Campus - Gaborone,Certificate in Construction,1,2025,Semester 2,2026,Radio Ad,44.3,0,Secondary,0,0,68.8,30.0,3,3,Dropped Out,0
GTC-02116,42,Female,Extension Campus - Mogoditshane,Diploma in Engineering,2,2025,Semester 1,2027,Walk-In,29.2,1,Tertiary,0,0,82.0,30.0,3,2,Active,1
GTC-02117,21,Male,Block 8 Campus,Certificate in Hospitality,1,2025,Semester 2,2026,Facebook Ad,27.2,0,Primary,0,0,77.6,30.0,0,1,Active,1
GTC-02118,38,Female,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2024,Semester 1,2026,Agent,18.4,1,Tertiary,0,0,81.5,70.0,0,0,Active,0
GTC-02119,22,Female,Main Campus - Gaborone,Diploma in Engineering,2,2024,Semester 2,2026,Referral,77.8,1,Primary,0,1,69.7,36.0,2,3,Dropped Out,0
GTC-02120,30,Female,Main Campus - Gaborone,Certificate in Construction,1,2023,Semester 2,2024,School Fair,40.3,1,Secondary,1,0,88.1,95.0,0,0,Graduated,0
GTC-02121,25,Female,Block 8 Campus,Certificate in Construction,1,2025,Semester 1,2026,Website Form,6.9,1,Secondary,0,0,84.4,72.4,0,0,Active,0
GTC-02122,43,Female,Main Campus - Gaborone,Diploma in Engineering,2,2024,Semester 1,2026,Referral,48.0,0,Tertiary,1,1,63.1,34.2,4,3,Active,1
GTC-02123,19,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2025,Semester 2,2026,Referral,3.7,1,Secondary,0,1,67.4,34.4,3,3,Active,1
GTC-02124,28,Male,Extension Campus - Mogoditshane,Certificate in Construction,1,2023,Semester 1,2024,Open Day,32.2,1,Primary,0,0,89.4,46.6,1,1,Dropped Out,0
GTC-02125,29,Male,Main Campus - Gaborone,Diploma in Health Sciences,2,2023,Semester 1,2025,Referral,75.3,1,Tertiary,0,1,73.5,38.8,2,3,Dropped Out,0
GTC-02126,44,Male,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2025,Semester 1,2026,Referral,9.2,0,None,0,0,63.5,30.7,5,3,Active,1
GTC-02127,19,Female,Block 8 Campus,Diploma in Accounting,2,2023,Semester 2,2025,School Fair,36.0,0,Tertiary,1,1,73.7,62.6,1,1,Graduated,0
GTC-02128,35,Male,Extension Campus - Mogoditshane,Diploma in Engineering,2,2025,Semester 1,2027,Walk-In,49.5,0,Tertiary,0,0,78.1,30.0,1,1,Active,1
GTC-02129,32,Female,Block 8 Campus,Certificate in Construction,1,2024,Semester 2,2025,Website Form,52.7,1,Secondary,0,0,70.1,30.0,1,2,Graduated,0
GTC-02130,41,Male,Main Campus - Gaborone,Diploma in IT,2,2023,Semester 2,2025,School Fair,49.0,1,Primary,0,0,74.3,41.9,1,2,Graduated,0
