request_id,department,service_type,channel,district,officer_id,submit_date,resolution_date,sla_target_days,actual_days,within_sla,sla_breach_days,escalated,status,complexity,citizen_satisfaction
BPS-03466,Land Board,Land Allocation,Post,Kanye,LBD-001,2024-12-22,2025-02-03,21,43.5,0,22.5,1,Resolved,1.5,1.0
BPS-00676,Health,Specialist Referral,In-Person,Lobatse,HLT-010,2023-06-18,2023-06-23,7,5.7,1,0.0,0,Resolved,1.2,
BPS-02809,Social Welfare,Destitute Support,In-Person,Molepolole,SWL-003,2024-04-07,2024-05-08,21,31.4,0,10.4,0,Resolved,1.3,2.7
BPS-03349,Immigration,Permanent Residency,Post,Gaborone,IMG-005,2023-12-19,2024-02-13,30,56.0,0,26.0,1,Resolved,1.4,1.3
BPS-00729,Health,Facility Request,In-Person,Molepolole,HLT-003,2023-01-14,2023-01-19,7,5.3,1,0.0,0,Resolved,1.1,3.6
BPS-00413,Health,Specialist Referral,In-Person,Palapye,HLT-004,2024-01-05,2024-01-06,7,1.0,1,0.0,0,Resolved,1.2,4.0
BPS-03147,Immigration,Work Permit,Post,Molepolole,IMG-003,2022-06-30,2022-07-30,30,30.3,0,0.3,0,Resolved,1.2,2.4
BPS-01517,Police,Protection Service,Digital,Serowe,POL-002,2023-12-15,2023-12-21,5,6.3,0,1.3,0,Resolved,1.3,2.3
BPS-00826,Education,Teacher Posting,Digital,Serowe,EDU-005,2024-05-06,2024-05-23,14,17.2,0,3.2,1,Resolved,1.3,3.2
BPS-03268,Immigration,Border Documentation,In-Person,Kanye,IMG-004,2023-08-17,2023-09-06,30,20.4,1,0.0,0,Resolved,0.9,3.2
BPS-03975,Works,Utility Request,In-Person,Gaborone,WRK-006,2023-11-18,2023-12-01,14,13.0,1,0.0,0,Resolved,0.9,3.5
BPS-00617,Health,Medical Certificate,Digital,Gaborone,HLT-009,2023-01-24,2023-01-27,7,3.4,1,0.0,0,Resolved,0.8,4.7
BPS-00115,Health,Facility Request,In-Person,Kanye,HLT-007,2023-08-29,2023-09-05,7,7.0,1,0.0,0,Resolved,1.1,4.0
BPS-00418,Health,Specialist Referral,In-Person,Palapye,HLT-010,2022-10-21,2022-10-28,7,7.2,0,0.2,0,Resolved,1.2,3.3
BPS-03070,Social Welfare,Social Grant,Digital,Kanye,SWL-005,2025-01-07,2025-01-21,21,14.8,1,0.0,0,Resolved,1.0,4.1
BPS-01626,Police,Protection Service,Digital,Maun,POL-007,2025-01-27,2025-02-02,5,6.6,0,1.6,0,Resolved,1.3,
BPS-04951,Motor Registry,Roadworthy Certificate,In-Person,Molepolole,MTR-008,2024-10-18,2024-10-20,5,2.6,1,0.0,0,Resolved,1.0,4.3
BPS-04186,Works,Asset Management,In-Person,Kanye,WRK-005,2022-12-02,2022-12-17,14,15.1,0,1.1,0,Resolved,1.1,
BPS-02897,Social Welfare,Destitute Support,Post,Palapye,SWL-004,2023-11-21,2023-11-27,21,6.0,1,0.0,0,Resolved,1.3,3.4
BPS-04672,Motor Registry,Vehicle Licensing,Digital,Serowe,MTR-001,2022-08-25,2022-08-26,5,1.0,1,0.0,0,Resolved,0.9,5.0
BPS-02083,BURS,VAT Filing,In-Person,Gaborone,BRS-004,2022-07-03,2022-07-07,10,4.9,1,0.0,0,Resolved,1.0,3.3
BPS-00754,Health,Patient Query,In-Person,Kanye,HLT-009,2022-05-16,2022-05-23,7,7.8,0,0.8,0,Resolved,0.7,
BPS-02547,Social Welfare,Social Grant,In-Person,Lobatse,SWL-006,2022-11-24,2022-12-02,21,8.7,1,0.0,0,Resolved,1.0,
BPS-03970,Works,Asset Management,In-Person,Molepolole,WRK-009,2024-04-29,2024-05-20,14,21.4,0,7.4,0,Resolved,1.1,
BPS-03374,Immigration,Permanent Residency,In-Person,Gaborone,IMG-005,2024-02-21,2024-04-21,30,60.2,0,30.2,1,Resolved,1.4,1.3
BPS-04108,Works,Utility Request,Post,Serowe,WRK-004,2025-01-16,2025-02-06,14,21.7,0,7.7,0,Resolved,0.9,2.0
BPS-02445,BURS,Assessment Dispute,Digital,Molepolole,BRS-004,2022-09-01,2022-09-08,10,7.9,1,0.0,0,Resolved,1.5,
BPS-04381,Motor Registry,Roadworthy Certificate,In-Person,Lobatse,MTR-006,2022-05-29,2022-06-01,5,3.1,1,0.0,0,Resolved,1.0,4.9
BPS-01067,Education,Student Enrollment,Digital,Lobatse,EDU-006,2023-12-26,2023-12-30,14,4.3,1,0.0,0,Resolved,0.9,4.6
BPS-03914,Works,Utility Request,In-Person,Lobatse,WRK-008,2024-10-19,2024-10-26,14,7.0,1,0.0,0,Resolved,0.9,3.9
BPS-03499,Land Board,Consent to Transfer,In-Person,Gaborone,LBD-005,2024-07-25,2024-09-20,21,57.5,0,36.5,1,Resolved,1.3,
BPS-02739,Social Welfare,Orphan Welfare,In-Person,Palapye,SWL-007,2023-08-23,2023-09-27,21,35.5,0,14.5,0,Resolved,1.2,2.3
BPS-04001,Works,Asset Management,Digital,Kanye,WRK-004,2023-07-01,2023-07-07,14,6.2,1,0.0,0,Resolved,1.1,
BPS-01569,Police,Protection Service,Digital,Serowe,POL-013,2022-11-05,2022-11-06,5,1.0,1,0.0,0,Resolved,1.3,4.4
BPS-02428,BURS,Compliance Certificate,Digital,Gaborone,BRS-005,2022-10-02,2022-10-06,10,4.6,1,0.0,0,Resolved,0.85,4.9
BPS-03747,Land Board,Land Use Approval,Digital,Maun,LBD-005,2025-01-11,2025-01-20,21,9.1,1,0.0,0,Resolved,1.6,3.1
BPS-04640,Motor Registry,Driver Licence,In-Person,Maun,MTR-008,2024-07-13,2024-07-14,5,1.0,1,0.0,0,Resolved,0.95,5.0
BPS-01688,Police,Clearance Certificate,In-Person,Palapye,POL-002,2023-12-03,2023-12-05,5,2.6,1,0.0,0,Resolved,0.85,
BPS-00852,Education,Scholarship Application,In-Person,Serowe,EDU-003,2023-01-15,2023-01-30,14,15.1,0,1.1,0,Resolved,1.4,3.3
BPS-03547,Land Board,Land Use Approval,In-Person,Kanye,LBD-001,2024-04-18,2024-07-25,21,98.7,0,77.7,1,Resolved,1.6,1.0
BPS-00896,Education,School Admin,Digital,Maun,EDU-002,2022-02-20,2022-02-26,14,6.5,1,0.0,0,Resolved,0.8,4.1
BPS-04593,Motor Registry,Number Plate,Digital,Lobatse,MTR-009,2022-01-15,2022-01-16,5,1.0,1,0.0,0,Resolved,0.8,5.0
BPS-00336,Health,Specialist Referral,In-Person,Francistown,HLT-005,2024-11-13,2024-11-22,7,9.3,0,2.3,1,Resolved,1.2,1.7
BPS-02840,Social Welfare,Destitute Support,In-Person,Lobatse,SWL-008,2022-08-16,2022-09-06,21,21.7,0,0.7,0,Resolved,1.3,2.1
BPS-03088,Social Welfare,Social Grant,In-Person,Gaborone,SWL-005,2024-11-05,2024-11-30,21,25.1,0,4.1,0,Resolved,1.0,
BPS-01349,Education,Student Enrollment,In-Person,Maun,EDU-001,2022-12-29,2023-01-03,14,5.2,1,0.0,0,Resolved,0.9,3.9
BPS-01016,Education,Student Enrollment,In-Person,Francistown,EDU-008,2024-02-28,2024-03-10,14,11.0,1,0.0,0,Resolved,0.9,
BPS-02817,Social Welfare,Old Age Pension,Digital,Molepolole,SWL-002,2022-07-16,2022-08-01,21,16.2,1,0.0,0,Resolved,1.1,4.2
BPS-01632,Police,Document Request,In-Person,Molepolole,POL-006,2022-11-24,2022-11-26,5,2.7,1,0.0,0,Resolved,0.75,3.3
BPS-02490,BURS,Compliance Certificate,Phone,Francistown,BRS-009,2022-01-15,2022-01-16,10,1.4,1,0.0,0,Resolved,0.85,
BPS-03731,Land Board,Consent to Transfer,Phone,Palapye,LBD-006,2023-08-28,2023-11-10,21,74.9,0,53.9,1,Resolved,1.3,1.1
BPS-03252,Immigration,Border Documentation,In-Person,Gaborone,IMG-003,2022-10-17,2022-11-13,30,27.8,1,0.0,0,Resolved,0.9,
BPS-04635,Motor Registry,Number Plate,Digital,Francistown,MTR-014,2023-03-02,2023-03-03,5,1.0,1,0.0,0,Resolved,0.8,5.0
BPS-02071,BURS,VAT Filing,Digital,Maun,BRS-011,2024-09-29,2024-10-07,10,8.4,1,0.0,0,Resolved,1.0,4.7
BPS-04453,Motor Registry,Driver Licence,Post,Serowe,MTR-001,2024-06-11,2024-06-15,5,4.4,1,0.0,0,Resolved,0.95,4.6
BPS-04883,Motor Registry,Driver Licence,In-Person,Maun,MTR-004,2022-01-27,2022-01-28,5,1.4,1,0.0,0,Resolved,0.95,5.0
BPS-01636,Police,Document Request,In-Person,Lobatse,POL-001,2022-01-26,2022-01-28,5,2.7,1,0.0,0,Resolved,0.75,4.1
BPS-02480,BURS,Compliance Certificate,In-Person,Serowe,BRS-001,2022-12-01,2022-12-11,10,10.4,0,0.4,1,Resolved,0.85,2.6
BPS-02266,BURS,Tax Registration,Digital,Palapye,BRS-008,2023-08-09,2023-08-17,10,8.5,1,0.0,0,Resolved,0.9,4.6
BPS-02960,Social Welfare,Old Age Pension,Phone,Gaborone,SWL-002,2022-04-27,2022-05-07,21,10.1,1,0.0,0,Resolved,1.1,3.2
BPS-04732,Motor Registry,Vehicle Licensing,In-Person,Molepolole,MTR-005,2023-07-26,2023-07-30,5,4.4,1,0.0,0,Resolved,0.9,4.7
BPS-03060,Social Welfare,Old Age Pension,Digital,Palapye,SWL-001,2022-06-07,2022-06-17,21,10.8,1,0.0,0,Resolved,1.1,
BPS-02142,BURS,Tax Registration,Digital,Francistown,BRS-011,2023-03-30,2023-04-05,10,6.1,1,0.0,0,Resolved,0.9,4.5
BPS-03119,Immigration,Work Permit,In-Person,Gaborone,IMG-002,2024-09-10,2024-10-22,30,42.3,0,12.3,1,Resolved,1.2,1.9
BPS-04726,Motor Registry,Roadworthy Certificate,In-Person,Kanye,MTR-001,2022-10-06,2022-10-07,5,1.0,1,0.0,0,Resolved,1.0,4.2
BPS-04046,Works,Infrastructure Defect,Digital,Maun,WRK-003,2022-03-19,2022-03-26,14,7.6,1,0.0,0,Resolved,1.2,4.2
BPS-03357,Immigration,Permanent Residency,Phone,Lobatse,IMG-002,2023-05-25,2023-06-28,30,34.7,0,4.7,1,Resolved,1.4,1.6
BPS-02745,Social Welfare,Orphan Welfare,Phone,Kanye,SWL-008,2023-06-16,2023-06-18,21,2.7,1,0.0,0,Resolved,1.2,4.0
BPS-03507,Land Board,Land Use Approval,Phone,Palapye,LBD-003,2022-11-15,2023-01-31,21,77.7,0,56.7,1,Resolved,1.6,1.0
BPS-01680,Police,Case Registration,In-Person,Maun,POL-003,2022-05-20,2022-05-21,5,1.0,1,0.0,0,Resolved,1.1,
BPS-04250,Works,Utility Request,Digital,Maun,WRK-006,2023-08-06,2023-08-13,14,7.1,1,0.0,0,Resolved,0.9,4.3
BPS-03148,Immigration,Citizenship Application,Phone,Kanye,IMG-001,2023-04-03,2023-05-02,30,29.3,1,0.0,0,Resolved,1.6,3.5
BPS-02295,BURS,VAT Filing,In-Person,Maun,BRS-006,2022-11-06,2022-11-10,10,4.8,1,0.0,0,Resolved,1.0,4.1
BPS-00581,Health,Facility Request,In-Person,Gaborone,HLT-007,2022-03-12,2022-03-21,7,9.3,0,2.3,0,Resolved,1.1,2.6
BPS-01471,Police,Protection Service,In-Person,Serowe,POL-014,2022-09-15,2022-09-23,5,8.7,0,3.7,0,Resolved,1.3,
BPS-04071,Works,Utility Request,Digital,Serowe,WRK-006,2024-07-19,2024-07-28,14,9.5,1,0.0,0,Resolved,0.9,
BPS-03344,Immigration,Permanent Residency,Digital,Palapye,IMG-004,2024-08-01,2024-09-07,30,37.4,0,7.4,0,Resolved,1.4,2.3
BPS-04584,Motor Registry,Vehicle Licensing,Digital,Palapye,MTR-009,2023-10-29,2023-10-30,5,1.6,1,0.0,0,Resolved,0.9,4.8
BPS-03673,Land Board,Consent to Transfer,Digital,Kanye,LBD-001,2022-02-16,2022-03-13,21,25.3,0,4.3,0,Resolved,1.3,2.1
BPS-00560,Health,Medical Certificate,Digital,Palapye,HLT-004,2024-03-07,2024-03-09,7,2.4,1,0.0,0,Resolved,0.8,4.0
BPS-02850,Social Welfare,Orphan Welfare,In-Person,Gaborone,SWL-004,2024-02-14,2024-02-28,21,14.8,1,0.0,0,Resolved,1.2,3.6
BPS-00513,Health,Specialist Referral,Digital,Gaborone,HLT-006,2022-11-26,2022-11-29,7,3.5,1,0.0,0,Resolved,1.2,4.7
BPS-01082,Education,Scholarship Application,In-Person,Lobatse,EDU-008,2022-07-26,2022-08-08,14,13.2,1,0.0,0,Resolved,1.4,4.2
BPS-01665,Police,Case Registration,In-Person,Kanye,POL-012,2023-05-10,2023-05-16,5,6.6,0,1.6,0,Resolved,1.1,2.3
BPS-01013,Education,School Admin,Digital,Gaborone,EDU-003,2022-09-09,2022-09-21,14,12.2,1,0.0,0,Resolved,0.8,4.2
BPS-01932,Police,Protection Service,In-Person,Lobatse,POL-006,2023-01-16,2023-01-21,5,5.8,0,0.8,1,Resolved,1.3,1.7
BPS-01151,Education,Scholarship Application,Digital,Palapye,EDU-002,2024-07-22,2024-07-28,14,6.1,1,0.0,0,Resolved,1.4,4.6
BPS-02839,Social Welfare,Old Age Pension,Post,Kanye,SWL-008,2024-10-02,2024-11-15,21,44.9,0,23.9,1,Resolved,1.1,
BPS-00117,Health,Patient Query,In-Person,Lobatse,HLT-004,2022-10-08,2022-10-10,7,2.8,1,0.0,0,Resolved,0.7,3.4
BPS-00741,Health,Specialist Referral,Phone,Palapye,HLT-004,2024-02-01,2024-02-03,7,2.8,1,0.0,0,Resolved,1.2,
BPS-04807,Motor Registry,Vehicle Licensing,In-Person,Lobatse,MTR-013,2022-02-07,2022-02-10,5,3.3,1,0.0,0,Resolved,0.9,5.0
BPS-03676,Land Board,Land Certificate,Phone,Molepolole,LBD-005,2023-05-21,2023-07-14,21,54.4,0,33.4,1,Resolved,1.2,
BPS-00831,Education,School Admin,In-Person,Molepolole,EDU-006,2022-10-18,2022-10-22,14,4.3,1,0.0,0,Resolved,0.8,4.4
BPS-00120,Health,Facility Request,Post,Kanye,HLT-005,2022-08-24,2022-09-04,7,11.2,0,4.2,0,Resolved,1.1,
BPS-04854,Motor Registry,Driver Licence,Digital,Palapye,MTR-011,2024-03-12,2024-03-13,5,1.6,1,0.0,0,Resolved,0.95,
BPS-04739,Motor Registry,Driver Licence,Digital,Palapye,MTR-004,2023-07-24,2023-07-25,5,1.9,1,0.0,0,Resolved,0.95,5.0
BPS-00636,Health,Medical Certificate,Digital,Lobatse,HLT-005,2022-05-19,2022-05-20,7,1.0,1,0.0,0,Resolved,0.8,4.7
BPS-04466,Motor Registry,Number Plate,Digital,Francistown,MTR-006,2023-02-16,2023-02-17,5,1.0,1,0.0,0,Resolved,0.8,5.0
BPS-04365,Motor Registry,Vehicle Licensing,Phone,Maun,MTR-003,2023-07-29,2023-08-01,5,3.3,1,0.0,0,Resolved,0.9,5.0
BPS-04143,Works,Property Maintenance,Phone,Kanye,WRK-009,2022-08-10,2022-08-23,14,13.7,1,0.0,0,Resolved,1.0,3.1
BPS-00992,Education,Student Enrollment,In-Person,Serowe,EDU-009,2023-04-29,2023-04-30,14,1.0,1,0.0,0,Resolved,0.9,4.1
BPS-00877,Education,Student Enrollment,Post,Lobatse,EDU-009,2024-05-08,2024-05-17,14,9.1,1,0.0,0,Resolved,0.9,4.4
BPS-00005,Health,Patient Query,Phone,Lobatse,HLT-010,2022-03-30,2022-04-02,7,3.3,1,0.0,0,Resolved,0.7,3.5
BPS-03052,Social Welfare,Old Age Pension,In-Person,Palapye,SWL-002,2024-03-31,2024-04-13,21,13.4,1,0.0,0,Resolved,1.1,3.1
BPS-03125,Immigration,Work Permit,In-Person,Serowe,IMG-006,2023-09-23,2023-10-21,30,28.9,1,0.0,0,Resolved,1.2,3.2
BPS-02661,Social Welfare,Destitute Support,Digital,Francistown,SWL-001,2022-07-09,2022-07-16,21,7.5,1,0.0,0,Resolved,1.3,3.8
BPS-02492,BURS,VAT Filing,In-Person,Maun,BRS-007,2022-11-29,2022-12-05,10,6.2,1,0.0,0,Resolved,1.0,4.2
BPS-03855,Land Board,Land Allocation,In-Person,Serowe,LBD-006,2022-12-07,2023-02-07,21,62.7,0,41.7,1,Resolved,1.5,
BPS-01716,Police,Case Registration,Phone,Kanye,POL-009,2023-01-02,2023-01-07,5,5.3,0,0.3,0,Resolved,1.1,
BPS-01149,Education,Teacher Posting,Digital,Gaborone,EDU-002,2023-03-24,2023-04-10,14,17.0,0,3.0,0,Resolved,1.3,2.8
BPS-03262,Immigration,Border Documentation,Digital,Serowe,IMG-006,2022-06-13,2022-06-29,30,16.2,1,0.0,0,Resolved,0.9,
BPS-00575,Health,Patient Query,Phone,Lobatse,HLT-001,2024-12-19,2024-12-24,7,5.8,1,0.0,0,Resolved,0.7,4.0
BPS-03770,Land Board,Land Allocation,In-Person,Kanye,LBD-004,2023-12-18,2024-02-15,21,59.0,0,38.0,1,Resolved,1.5,1.0
BPS-03737,Land Board,Consent to Transfer,Phone,Lobatse,LBD-005,2023-06-13,2023-07-30,21,47.4,0,26.4,1,Resolved,1.3,1.0
BPS-04147,Works,Asset Management,In-Person,Kanye,WRK-008,2023-02-10,2023-02-25,14,15.7,0,1.7,0,Resolved,1.1,2.6
BPS-00854,Education,School Admin,Phone,Lobatse,EDU-008,2024-01-09,2024-01-20,14,11.2,1,0.0,0,Resolved,0.8,3.1
BPS-01983,Police,Clearance Certificate,In-Person,Palapye,POL-014,2024-04-19,2024-04-20,5,1.1,1,0.0,0,Resolved,0.85,
BPS-02775,Social Welfare,Destitute Support,Phone,Kanye,SWL-007,2022-03-02,2022-03-18,21,16.0,1,0.0,0,Resolved,1.3,3.4
BPS-01167,Education,Student Enrollment,In-Person,Molepolole,EDU-007,2023-10-05,2023-10-20,14,15.2,0,1.2,1,Resolved,0.9,2.0
BPS-00972,Education,Student Enrollment,Digital,Molepolole,EDU-008,2023-12-05,2023-12-10,14,5.3,1,0.0,0,Resolved,0.9,3.6
BPS-02702,Social Welfare,Destitute Support,In-Person,Gaborone,SWL-006,2023-05-03,2023-06-05,21,33.4,0,12.4,0,Resolved,1.3,
BPS-04496,Motor Registry,Driver Licence,Digital,Gaborone,MTR-006,2022-10-01,2022-10-04,5,3.3,1,0.0,0,Resolved,0.95,4.6
BPS-03848,Land Board,Land Use Approval,In-Person,Kanye,LBD-005,2022-02-20,2022-04-25,21,64.2,0,43.2,1,Resolved,1.6,1.1
BPS-02369,BURS,Compliance Certificate,In-Person,Serowe,BRS-001,2023-11-29,2023-12-03,10,4.4,1,0.0,0,Resolved,0.85,4.7
BPS-04116,Works,Asset Management,Phone,Molepolole,WRK-005,2023-01-10,2023-01-21,14,11.1,1,0.0,0,Resolved,1.1,3.9
BPS-04132,Works,Infrastructure Defect,In-Person,Molepolole,WRK-002,2023-01-18,2023-02-02,14,15.6,0,1.6,0,Resolved,1.2,2.5
BPS-02951,Social Welfare,Destitute Support,In-Person,Maun,SWL-001,2024-04-01,2024-05-04,21,33.9,0,12.9,1,Resolved,1.3,2.3
BPS-00525,Health,Patient Query,In-Person,Palapye,HLT-003,2023-10-05,2023-10-06,7,1.5,1,0.0,0,Resolved,0.7,4.7
BPS-02456,BURS,VAT Filing,Digital,Francistown,BRS-006,2025-01-29,2025-02-08,10,10.1,0,0.1,1,Resolved,1.0,
BPS-01842,Police,Case Registration,Digital,Palapye,POL-001,2022-04-19,2022-04-20,5,1.0,1,0.0,0,Resolved,1.1,4.4
BPS-00538,Health,Patient Query,In-Person,Francistown,HLT-007,2023-12-21,2023-12-26,7,5.3,1,0.0,0,Resolved,0.7,
BPS-02807,Social Welfare,Orphan Welfare,In-Person,Kanye,SWL-001,2023-05-22,2023-06-11,21,20.1,1,0.0,0,Resolved,1.2,3.9
BPS-04342,Motor Registry,Vehicle Licensing,In-Person,Francistown,MTR-014,2022-06-09,2022-06-12,5,3.3,1,0.0,0,Resolved,0.9,
BPS-03176,Immigration,Work Permit,Phone,Serowe,IMG-001,2022-11-12,2022-12-03,30,21.3,1,0.0,0,Resolved,1.2,3.8
BPS-00785,Health,Specialist Referral,In-Person,Francistown,HLT-010,2022-06-06,2022-06-14,7,8.8,0,1.8,0,Resolved,1.2,2.3
BPS-04058,Works,Asset Management,In-Person,Kanye,WRK-004,2024-04-26,2024-05-12,14,16.6,0,2.6,1,Resolved,1.1,1.8
BPS-01410,Education,Student Enrollment,In-Person,Molepolole,EDU-001,2024-11-30,2024-12-11,14,11.3,1,0.0,0,Resolved,0.9,
BPS-02538,Social Welfare,Old Age Pension,Digital,Maun,SWL-003,2022-06-09,2022-06-29,21,20.4,1,0.0,0,Resolved,1.1,3.6
BPS-00155,Health,Medical Certificate,In-Person,Palapye,HLT-011,2024-08-08,2024-08-13,7,5.7,1,0.0,0,Resolved,0.8,3.3
BPS-03010,Social Welfare,Social Grant,In-Person,Gaborone,SWL-001,2024-05-18,2024-06-01,21,14.5,1,0.0,0,Resolved,1.0,3.6
BPS-01687,Police,Document Request,Phone,Palapye,POL-014,2024-11-13,2024-11-14,5,1.0,1,0.0,0,Resolved,0.75,4.0
BPS-02902,Social Welfare,Social Grant,Phone,Molepolole,SWL-003,2024-03-15,2024-03-28,21,13.4,1,0.0,0,Resolved,1.0,4.1
BPS-04950,Motor Registry,Roadworthy Certificate,Digital,Serowe,MTR-005,2023-04-12,2023-04-14,5,2.8,1,0.0,0,Resolved,1.0,4.1
BPS-03864,Works,Asset Management,Digital,Molepolole,WRK-008,2024-02-01,2024-02-10,14,9.5,1,0.0,0,Resolved,1.1,3.7
BPS-02734,Social Welfare,Orphan Welfare,Digital,Palapye,SWL-001,2023-01-27,2023-02-06,21,10.4,1,0.0,0,Resolved,1.2,
BPS-01896,Police,Document Request,In-Person,Francistown,POL-011,2023-10-21,2023-10-24,5,3.6,1,0.0,0,Resolved,0.75,
BPS-00570,Health,Patient Query,Phone,Kanye,HLT-004,2022-05-10,2022-05-12,7,2.6,1,0.0,0,Resolved,0.7,3.6
BPS-01817,Police,Case Registration,Phone,Serowe,POL-008,2024-04-23,2024-04-24,5,1.3,1,0.0,0,Resolved,1.1,3.8
BPS-02066,BURS,Assessment Dispute,Post,Maun,BRS-011,2024-01-25,2024-02-07,10,13.8,0,3.8,1,Resolved,1.5,
BPS-00128,Health,Facility Request,In-Person,Gaborone,HLT-004,2022-04-14,2022-04-19,7,5.1,1,0.0,0,Resolved,1.1,
BPS-03395,Immigration,Border Documentation,Phone,Gaborone,IMG-001,2024-07-22,2024-08-26,30,35.9,0,5.9,1,Resolved,0.9,1.7
BPS-03328,Immigration,Citizenship Application,Digital,Gaborone,IMG-004,2023-07-22,2023-08-14,30,23.4,1,0.0,0,Resolved,1.6,4.1
BPS-04987,Motor Registry,Number Plate,In-Person,Serowe,MTR-005,2023-07-24,2023-07-27,5,3.4,1,0.0,0,Resolved,0.8,4.9
BPS-02976,Social Welfare,Orphan Welfare,In-Person,Kanye,SWL-004,2024-12-25,2025-01-17,21,23.0,0,2.0,1,Resolved,1.2,1.9
BPS-00981,Education,Teacher Posting,Post,Molepolole,EDU-007,2022-09-05,2022-09-29,14,24.5,0,10.5,0,Resolved,1.3,
BPS-02301,BURS,VAT Filing,Phone,Lobatse,BRS-006,2024-11-13,2024-11-22,10,9.5,1,0.0,0,Resolved,1.0,3.5
BPS-00191,Health,Patient Query,In-Person,Gaborone,HLT-010,2022-11-11,2022-11-13,7,2.4,1,0.0,0,Resolved,0.7,3.1
BPS-01140,Education,School Admin,In-Person,Francistown,EDU-003,2024-03-23,2024-04-03,14,11.8,1,0.0,0,Resolved,0.8,3.8
BPS-00700,Health,Patient Query,Digital,Kanye,HLT-002,2024-09-23,2024-09-27,7,4.0,1,0.0,0,Resolved,0.7,4.6
BPS-04781,Motor Registry,Roadworthy Certificate,Phone,Lobatse,MTR-014,2024-04-09,2024-04-12,5,3.2,1,0.0,0,Resolved,1.0,5.0
BPS-00607,Health,Specialist Referral,In-Person,Maun,HLT-009,2024-05-30,2024-06-06,7,7.4,0,0.4,1,Resolved,1.2,2.2
BPS-04277,Works,Infrastructure Defect,In-Person,Serowe,WRK-002,2023-09-03,2023-09-15,14,12.9,1,0.0,0,Resolved,1.2,3.8
BPS-00302,Health,Facility Request,In-Person,Serowe,HLT-004,2023-07-25,2023-07-30,7,5.0,1,0.0,0,Resolved,1.1,
BPS-03421,Immigration,Border Documentation,Digital,Serowe,IMG-004,2023-10-11,2023-10-25,30,14.4,1,0.0,0,Resolved,0.9,
BPS-04821,Motor Registry,Number Plate,In-Person,Palapye,MTR-008,2023-06-11,2023-06-12,5,1.0,1,0.0,0,Resolved,0.8,4.9
BPS-01061,Education,School Admin,Digital,Palapye,EDU-003,2024-10-16,2024-10-20,14,4.9,1,0.0,0,Resolved,0.8,4.3
BPS-02566,Social Welfare,Old Age Pension,Digital,Molepolole,SWL-001,2024-03-18,2024-03-30,21,12.6,1,0.0,0,Resolved,1.1,
BPS-04995,Motor Registry,Number Plate,In-Person,Serowe,MTR-008,2022-10-13,2022-10-14,5,1.0,1,0.0,0,Resolved,0.8,4.7
BPS-01070,Education,Scholarship Application,In-Person,Maun,EDU-007,2025-01-03,2025-01-21,14,18.5,0,4.5,0,Resolved,1.4,2.6
BPS-02525,Social Welfare,Old Age Pension,In-Person,Francistown,SWL-003,2024-05-20,2024-06-16,21,27.2,0,6.2,0,Resolved,1.1,2.4
BPS-02206,BURS,Tax Registration,Digital,Kanye,BRS-001,2022-11-09,2022-11-16,10,7.0,1,0.0,0,Resolved,0.9,
BPS-01244,Education,Teacher Posting,In-Person,Francistown,EDU-001,2023-02-21,2023-03-02,14,9.6,1,0.0,0,Resolved,1.3,
BPS-00017,Health,Patient Query,Phone,Gaborone,HLT-009,2023-10-26,2023-10-27,7,1.5,1,0.0,0,Resolved,0.7,4.0
BPS-03121,Immigration,Work Permit,Phone,Gaborone,IMG-006,2023-07-23,2023-08-15,30,23.8,1,0.0,0,Resolved,1.2,2.8
BPS-04643,Motor Registry,Roadworthy Certificate,Digital,Lobatse,MTR-003,2023-07-04,2023-07-05,5,1.3,1,0.0,0,Resolved,1.0,
BPS-00816,Health,Specialist Referral,Phone,Kanye,HLT-011,2024-04-12,2024-04-14,7,2.1,1,0.0,0,Resolved,1.2,
BPS-03068,Social Welfare,Orphan Welfare,In-Person,Lobatse,SWL-004,2023-10-14,2023-11-05,21,22.1,0,1.1,1,Resolved,1.2,
BPS-04785,Motor Registry,Vehicle Licensing,Phone,Francistown,MTR-008,2024-05-17,2024-05-22,5,5.9,0,0.9,0,Resolved,0.9,4.0
BPS-00960,Education,School Admin,Post,Molepolole,EDU-004,2022-05-11,2022-05-23,14,12.9,1,0.0,0,Resolved,0.8,
BPS-00226,Health,Patient Query,In-Person,Molepolole,HLT-010,2024-03-19,2024-03-26,7,7.7,0,0.7,0,Resolved,0.7,1.8
BPS-03355,Immigration,Border Documentation,Digital,Molepolole,IMG-006,2024-07-09,2024-07-20,30,11.9,1,0.0,0,Resolved,0.9,4.4
BPS-02486,BURS,Tax Registration,In-Person,Palapye,BRS-003,2024-12-06,2024-12-16,10,10.0,1,0.0,0,Resolved,0.9,3.7
BPS-00563,Health,Medical Certificate,In-Person,Gaborone,HLT-004,2022-03-28,2022-04-02,7,5.7,1,0.0,0,Resolved,0.8,3.7
BPS-03437,Immigration,Border Documentation,Post,Maun,IMG-001,2022-12-07,2023-01-09,30,33.4,0,3.4,0,Resolved,0.9,1.3
BPS-01694,Police,Protection Service,In-Person,Palapye,POL-005,2025-01-05,2025-01-06,5,1.5,1,0.0,0,Resolved,1.3,
BPS-01046,Education,Scholarship Application,Digital,Maun,EDU-008,2024-10-01,2024-10-15,14,14.8,0,0.8,0,Resolved,1.4,2.6
