property_id,city,suburb,property_type,transaction_type,agent,bedrooms,bathrooms,floor_area_sqm,plot_size_sqm,age_years,has_pool,has_garage,is_gated_community,true_market_value,listed_price,sale_price,monthly_rent_bwp,rental_yield_pct,pricing_error_pct,commission_earned_bwp,commission_lost_bwp,listing_date,closed_date,days_on_market,viewings_count,referral_source,client_satisfaction,deal_status
PPG-01728,Maun,Sedie Ward,Apartment,Sale,Agent_Neo,2,1,541,489,28,0,0,0,510000.0,490000.0,513000.0,0.0,0.0,-3.92,25650.0,1000.0,2024-08-30,2025-01-28,151,15,Referral,3.1,Closed
PPG-01729,Gaborone,Block 9,Warehouse,Sale,Agent_Lesego,0,0,447,1542,35,0,1,0,5198000.0,5133000.0,5149000.0,0.0,0.0,-1.25,257450.0,3250.0,2024-02-14,2024-05-29,105,15,Online Listing,4.3,Closed
PPG-01730,Francistown,Somerset,Warehouse,Sale,Agent_Lesego,0,0,437,1256,1,0,0,0,7480000.0,7301000.0,7254000.0,0.0,0.0,-2.39,362700.0,8950.0,2024-07-05,2024-11-04,122,16,Walk-in,3.3,Closed
PPG-01731,Gaborone,Mogoditshane,Retail Space,Rental,Agent_Boago,0,0,126,548,35,0,1,0,2177142.857142857,12700.0,12700.0,12700.0,7.0,0.0,12700.0,0.0,2024-04-30,2024-05-04,4,1,Cold Call,3.0,Closed
PPG-01732,Maun,Matlapana,Commercial Office,Sale,Agent_Lesego,0,0,128,1638,29,0,1,0,1379000.0,1333000.0,1347000.0,0.0,0.0,-3.34,67350.0,2300.0,2025-04-21,,132,13,Agent Network,,Active
PPG-01733,Maun,Sedie Ward,Plot,Sale,Agent_Mpho,0,0,0,1337,8,0,0,0,106000.0,106000.0,106000.0,0.0,0.0,0.0,5300.0,0.0,2024-12-09,2025-04-04,116,14,Cold Call,3.1,Closed
PPG-01734,Francistown,Tati Siding,Apartment,Rental,Agent_Boago,5,4,430,1099,7,0,0,0,2125714.2857142854,12400.0,12400.0,12400.0,7.0,0.0,12400.0,0.0,2024-06-01,2024-06-06,5,1,Online Listing,3.7,Closed
PPG-01735,Gaborone,Riverwalk,Retail Space,Sale,Agent_Lesego,0,0,420,391,3,0,1,1,4581000.0,4592000.0,4540000.0,0.0,0.0,0.24,227000.0,0.0,2025-05-16,,134,17,Online Listing,5.0,Active
PPG-01736,Francistown,Tati Siding,Commercial Office,Rental,Agent_Mpho,0,0,401,1640,35,0,1,0,5451428.571428571,31800.0,31800.0,31800.0,7.0,0.0,31800.0,0.0,2025-04-25,2025-05-05,10,3,Referral,,Closed
PPG-01737,Gaborone,Tlokweng,Commercial Office,Sale,Agent_Mpho,0,0,449,820,27,0,0,1,4446000.0,4398000.0,4191000.0,0.0,0.0,-1.08,209550.0,2400.0,2024-03-19,2024-05-27,69,9,Cold Call,3.1,Closed
PPG-01738,Maun,Boseja,Commercial Office,Rental,Agent_Mpho,0,0,442,775,15,0,1,1,5845714.285714285,34100.0,34100.0,34100.0,7.0,0.0,34100.0,0.0,2024-06-24,2024-06-30,6,4,Referral,4.6,Closed
PPG-01739,Francistown,Gerald Estate,Plot,Sale,Agent_Neo,0,0,0,532,11,0,0,0,180000.0,175000.0,171000.0,0.0,0.0,-2.78,8550.0,250.0,2024-08-14,2024-09-11,28,7,Agent Network,3.9,Closed
PPG-01740,Gaborone,Broadhurst,Commercial Office,Rental,Agent_Boago,0,0,509,1064,3,0,1,0,7919999.999999999,46200.0,46200.0,46200.0,7.0,0.0,46200.0,0.0,2025-05-21,2025-06-23,33,3,Cold Call,3.4,Closed
PPG-01741,Gaborone,Phase 2,Apartment,Rental,Agent_Lesego,2,1,418,807,32,0,0,0,977142.857142857,5700.0,5700.0,5700.0,7.0,0.0,5700.0,0.0,2024-12-04,2025-01-07,34,3,Online Listing,3.3,Closed
PPG-01742,Francistown,Somerset,House,Rental,Agent_Neo,5,4,95,1801,12,0,0,1,3239999.9999999995,18900.0,18900.0,18900.0,7.0,0.0,18900.0,0.0,2025-03-03,2025-03-17,14,3,Cold Call,,Closed
PPG-01743,Maun,Matlapana,Plot,Sale,Agent_Neo,0,0,0,1993,29,0,0,0,138000.0,138000.0,138000.0,0.0,0.0,0.0,6900.0,0.0,2024-11-18,2025-02-16,90,12,Walk-in,3.5,Closed
PPG-01744,Maun,Sedie Ward,Townhouse,Sale,Agent_Lesego,1,1,129,332,19,1,1,0,163000.0,169000.0,162000.0,0.0,0.0,3.68,8100.0,0.0,2025-03-01,,163,21,Cold Call,,Active
PPG-01745,Gaborone,Broadhurst,Townhouse,Rental,Agent_Tshepho,2,1,374,1931,32,0,1,1,2554285.714285714,14900.0,14900.0,14900.0,7.0,0.0,14900.0,0.0,2024-02-08,2024-02-23,15,4,Online Listing,3.1,Closed
PPG-01746,Gaborone,CBD,Townhouse,Sale,Agent_Gomolemo,4,3,251,918,21,0,1,0,918000.0,932000.0,872000.0,0.0,0.0,1.53,43600.0,0.0,2024-09-12,2025-02-11,152,15,Online Listing,4.7,Closed
PPG-01747,Francistown,Somerset,Warehouse,Sale,Agent_Lesego,0,0,342,1088,24,0,0,0,4635000.0,4523000.0,4614000.0,0.0,0.0,-2.42,230700.0,5600.0,2024-03-19,2024-04-08,20,6,Agent Network,3.7,Closed
PPG-01748,Francistown,Somerset,Townhouse,Sale,Agent_Mpho,3,2,147,1815,11,1,1,1,365000.0,339000.0,357000.0,0.0,0.0,-7.12,17850.0,1300.0,2024-12-09,2025-03-15,96,14,Referral,,Closed
PPG-01749,Francistown,Gerald Estate,Warehouse,Sale,Agent_Gomolemo,0,0,203,1360,21,0,0,0,2884000.0,2791000.0,2786000.0,0.0,0.0,-3.22,139300.0,4650.0,2025-04-29,,147,18,Referral,,Active
PPG-01750,Francistown,Somerset,Warehouse,Rental,Agent_Gomolemo,0,0,242,648,5,0,0,0,10045714.285714285,58600.0,58600.0,58600.0,7.0,0.0,58600.0,0.0,2024-04-15,2024-05-29,44,5,Online Listing,4.8,Closed
PPG-01751,Francistown,Monarch,Townhouse,Rental,Agent_Kabo,1,1,146,743,32,0,0,1,2280000.0,13300.0,13300.0,13300.0,7.0,0.0,13300.0,0.0,2024-07-13,2024-08-22,40,6,Walk-in,3.8,Closed
PPG-01752,Gaborone,Phakalane,House,Sale,Agent_Gomolemo,1,1,170,1222,19,0,1,0,1135000.0,1123000.0,1091000.0,0.0,0.0,-1.06,54550.0,600.0,2024-03-16,2024-08-08,145,17,Referral,,Closed
PPG-01753,Maun,Matlapana,Apartment,Rental,Agent_Boago,4,3,394,1542,6,0,0,0,1337142.857142857,7800.0,7800.0,7800.0,7.0,0.0,7800.0,0.0,2024-10-06,2024-11-18,43,4,Cold Call,4.9,Closed
PPG-01754,Gaborone,Mogoditshane,Warehouse,Sale,Agent_Kabo,0,0,157,501,12,0,1,1,2289000.0,2054000.0,2192000.0,0.0,0.0,-10.27,109600.0,11750.0,2024-01-13,2024-03-03,50,8,Online Listing,,Closed
PPG-01755,Francistown,Tati Siding,Retail Space,Sale,Agent_Kabo,0,0,221,320,8,0,1,0,2428000.0,2500000.0,2335000.0,0.0,0.0,2.97,116750.0,0.0,2024-05-17,2024-10-29,165,21,Referral,4.9,Closed
PPG-01756,Maun,Sedie Ward,Retail Space,Rental,Agent_Neo,0,0,496,1750,25,0,0,1,7559999.999999999,44100.0,44100.0,44100.0,7.0,0.0,44100.0,0.0,2025-05-26,2025-06-29,34,3,Referral,,Closed
PPG-01757,Maun,Boseja,Apartment,Rental,Agent_Gomolemo,1,1,80,793,13,0,0,0,2211428.5714285714,12900.0,12900.0,12900.0,7.0,0.0,12900.0,0.0,2025-01-14,2025-01-21,7,5,Walk-in,4.6,Closed
PPG-01758,Maun,Sedie Ward,Retail Space,Sale,Agent_Tshepho,0,0,350,1934,29,0,0,1,2803000.0,2844000.0,2751000.0,0.0,0.0,1.46,137550.0,0.0,2025-05-12,,118,15,Referral,4.4,Active
PPG-01759,Gaborone,Extension 14,Warehouse,Sale,Agent_Kabo,0,0,583,1480,12,0,0,0,9067000.0,8945000.0,9106000.0,0.0,0.0,-1.35,455300.0,6100.0,2024-10-07,2024-11-29,53,7,Referral,3.9,Closed
PPG-01760,Maun,Matlapana,House,Rental,Agent_Neo,5,4,300,444,5,0,0,0,3342857.1428571427,19500.0,19500.0,19500.0,7.0,0.0,19500.0,0.0,2024-07-14,2024-08-06,23,4,Referral,4.4,Closed
PPG-01761,Francistown,Monarch,Retail Space,Sale,Agent_Tshepho,0,0,567,1281,23,0,1,0,5391000.0,5426000.0,5240000.0,0.0,0.0,0.65,262000.0,0.0,2025-05-31,,113,12,Agent Network,3.5,Active
PPG-01762,Gaborone,Block 9,Commercial Office,Sale,Agent_Lesego,0,0,323,1431,17,0,0,1,3404000.0,3348000.0,3278000.0,0.0,0.0,-1.65,163900.0,2800.0,2024-03-09,2024-06-13,96,9,Online Listing,3.4,Closed
PPG-01763,Maun,Boseja,House,Sale,Agent_Boago,1,1,480,1319,19,0,0,0,825000.0,798000.0,779000.0,0.0,0.0,-3.27,38950.0,1350.0,2024-08-31,2025-01-12,134,14,Referral,,Closed
PPG-01764,Gaborone,CBD,Retail Space,Rental,Agent_Boago,0,0,574,1911,29,0,0,0,7679999.999999999,44800.0,44800.0,44800.0,7.0,0.0,44800.0,0.0,2024-07-22,2024-08-05,14,6,Referral,3.2,Closed
PPG-01765,Maun,Matlapana,Plot,Sale,Agent_Kabo,0,0,0,1023,19,0,0,0,115000.0,118000.0,116000.0,0.0,0.0,2.61,5800.0,0.0,2025-03-09,2025-05-17,69,7,Agent Network,,Closed
PPG-01766,Francistown,Somerset,Apartment,Sale,Agent_Kabo,5,4,575,1124,10,0,0,0,1140000.0,1087000.0,1137000.0,0.0,0.0,-4.65,56850.0,2650.0,2024-04-07,2024-08-22,137,14,Walk-in,3.6,Closed
PPG-01767,Francistown,Monarch,Warehouse,Sale,Agent_Kabo,0,0,192,438,32,0,1,1,2368000.0,2303000.0,2314000.0,0.0,0.0,-2.74,115700.0,3250.0,2024-07-15,2024-09-07,54,7,Walk-in,4.1,Closed
PPG-01768,Gaborone,Broadhurst,Warehouse,Sale,Agent_Mpho,0,0,346,684,19,0,0,1,5009000.0,4686000.0,4847000.0,0.0,0.0,-6.45,242350.0,16150.0,2024-03-08,2024-03-23,15,2,Walk-in,,Closed
PPG-01769,Francistown,Gerald Estate,Townhouse,Rental,Agent_Boago,5,4,370,572,3,0,0,0,2485714.2857142854,14500.0,14500.0,14500.0,7.0,0.0,14500.0,0.0,2024-05-10,2024-05-27,17,3,Cold Call,4.7,Closed
PPG-01770,Maun,Boseja,Apartment,Sale,Agent_Boago,4,3,446,1927,4,0,0,0,635000.0,654000.0,619000.0,0.0,0.0,2.99,30950.0,0.0,2025-05-02,,119,11,Online Listing,,Active
PPG-01771,Francistown,Tati Siding,Warehouse,Sale,Agent_Kabo,0,0,278,1542,34,0,1,0,3316000.0,3175000.0,3253000.0,0.0,0.0,-4.25,162650.0,7050.0,2024-11-22,2025-02-24,94,12,Cold Call,4.6,Closed
PPG-01772,Gaborone,Riverwalk,Retail Space,Sale,Agent_Boago,0,0,347,532,34,0,0,0,2732000.0,2729000.0,2635000.0,0.0,0.0,-0.11,131750.0,150.0,2025-05-11,,88,10,Cold Call,4.8,Active
PPG-01773,Gaborone,Extension 14,Warehouse,Sale,Agent_Lesego,0,0,460,1775,8,0,1,0,7540000.0,7603000.0,7304000.0,0.0,0.0,0.84,365200.0,0.0,2024-11-17,2025-03-11,114,11,Agent Network,,Closed
PPG-01774,Gaborone,Riverwalk,Warehouse,Rental,Agent_Kabo,0,0,261,1239,35,0,0,1,10491428.57142857,61200.0,61200.0,61200.0,7.0,0.0,61200.0,0.0,2024-12-20,2025-01-14,25,7,Online Listing,3.4,Closed
PPG-01775,Francistown,Gerald Estate,Townhouse,Sale,Agent_Gomolemo,4,3,588,1750,26,0,0,0,1313000.0,1363000.0,1244000.0,0.0,0.0,3.81,62200.0,0.0,2024-02-02,2024-02-18,16,2,Agent Network,3.0,Closed
PPG-01776,Francistown,Monarch,Retail Space,Rental,Agent_Gomolemo,0,0,566,1856,4,0,0,0,3719999.9999999995,21700.0,21700.0,21700.0,7.0,0.0,21700.0,0.0,2024-04-18,2024-05-19,31,8,Online Listing,4.4,Closed
PPG-01777,Francistown,Monarch,House,Rental,Agent_Boago,5,4,497,1137,30,1,1,0,1799999.9999999998,10500.0,10500.0,10500.0,7.0,0.0,10500.0,0.0,2025-03-19,2025-03-30,11,3,Online Listing,4.9,Closed
PPG-01778,Gaborone,Phase 2,Commercial Office,Rental,Agent_Neo,0,0,541,468,7,0,0,0,6445714.285714285,37600.0,37600.0,37600.0,7.0,0.0,37600.0,0.0,2025-04-22,2025-04-25,3,1,Referral,,Closed
PPG-01779,Francistown,Monarch,Warehouse,Rental,Agent_Lesego,0,0,289,1909,1,0,1,1,12068571.428571427,70400.0,70400.0,70400.0,7.0,0.0,70400.0,0.0,2025-03-09,2025-04-14,36,7,Cold Call,4.3,Closed
PPG-01780,Francistown,Monarch,Retail Space,Sale,Agent_Mpho,0,0,327,1934,14,0,1,1,3244000.0,3326000.0,3114000.0,0.0,0.0,2.53,155700.0,0.0,2024-01-23,2024-04-11,79,7,Cold Call,,Closed
PPG-01781,Maun,Matlapana,House,Rental,Agent_Kabo,3,2,310,578,15,1,1,1,2468571.428571428,14400.0,14400.0,14400.0,7.0,0.0,14400.0,0.0,2025-01-15,2025-01-24,9,1,Cold Call,,Closed
PPG-01782,Francistown,Monarch,Retail Space,Sale,Agent_Tshepho,0,0,82,803,17,0,1,0,745000.0,759000.0,751000.0,0.0,0.0,1.88,37550.0,0.0,2024-12-04,2025-02-02,60,7,Agent Network,4.8,Closed
PPG-01783,Maun,Matlapana,Apartment,Sale,Agent_Kabo,3,2,324,523,4,0,0,1,477000.0,493000.0,455000.0,0.0,0.0,3.35,22750.0,0.0,2024-02-03,2024-05-12,99,10,Referral,,Closed
PPG-01784,Maun,Boseja,Townhouse,Rental,Agent_Mpho,4,3,310,1832,23,0,0,0,1799999.9999999998,10500.0,10500.0,10500.0,7.0,0.0,10500.0,0.0,2025-03-10,2025-03-20,10,4,Walk-in,,Closed
PPG-01785,Maun,Boseja,Warehouse,Rental,Agent_Gomolemo,0,0,336,1804,9,0,1,0,8914285.714285713,52000.0,52000.0,52000.0,7.0,0.0,52000.0,0.0,2024-12-03,2024-12-26,23,5,Referral,5.0,Closed
PPG-01786,Francistown,Somerset,Plot,Sale,Agent_Neo,0,0,0,1774,23,0,0,1,154000.0,139000.0,149000.0,0.0,0.0,-9.74,7450.0,750.0,2025-01-14,,211,25,Online Listing,,Active
PPG-01787,Gaborone,Block 9,Warehouse,Sale,Agent_Mpho,0,0,404,357,31,0,1,0,5230000.0,5179000.0,5205000.0,0.0,0.0,-0.98,260250.0,2550.0,2024-10-28,2024-12-07,40,5,Online Listing,,Closed
PPG-01788,Maun,Boseja,Plot,Sale,Agent_Tshepho,0,0,0,818,18,0,0,0,115000.0,115000.0,115000.0,0.0,0.0,0.0,5750.0,0.0,2025-02-03,2025-04-18,74,8,Cold Call,,Closed
PPG-01789,Francistown,Gerald Estate,Retail Space,Sale,Agent_Kabo,0,0,505,317,24,0,0,0,4575000.0,4329000.0,4460000.0,0.0,0.0,-5.38,223000.0,12300.0,2024-08-21,2025-03-20,211,26,Online Listing,3.0,Closed
PPG-01790,Gaborone,Mogoditshane,House,Rental,Agent_Kabo,1,1,539,621,23,0,0,0,3137142.857142857,18300.0,18300.0,18300.0,7.0,0.0,18300.0,0.0,2024-02-14,2024-02-22,8,1,Agent Network,5.0,Closed
PPG-01791,Gaborone,Mogoditshane,Retail Space,Rental,Agent_Boago,0,0,539,363,28,0,0,1,2828571.428571428,16500.0,16500.0,16500.0,7.0,0.0,16500.0,0.0,2024-04-16,2024-05-19,33,4,Online Listing,,Closed
PPG-01792,Francistown,Monarch,Apartment,Rental,Agent_Mpho,1,1,296,1835,19,0,0,1,1834285.714285714,10700.0,10700.0,10700.0,7.0,0.0,10700.0,0.0,2024-09-21,2024-10-11,20,5,Referral,3.7,Closed
PPG-01793,Maun,Matlapana,Plot,Sale,Agent_Kabo,0,0,0,1511,16,0,0,0,136000.0,136000.0,136000.0,0.0,0.0,0.0,6800.0,0.0,2024-12-10,2025-03-05,85,13,Cold Call,3.7,Closed
PPG-01794,Maun,Boseja,Retail Space,Sale,Agent_Tshepho,0,0,237,1218,12,0,0,0,2384000.0,2375000.0,2396000.0,0.0,0.0,-0.38,119800.0,450.0,2024-10-13,2024-10-26,13,2,Referral,3.4,Closed
PPG-01795,Maun,Matlapana,Plot,Sale,Agent_Tshepho,0,0,0,1245,26,0,0,0,99000.0,98000.0,94000.0,0.0,0.0,-1.01,4700.0,50.0,2025-01-21,2025-03-28,66,6,Cold Call,4.9,Closed
PPG-01796,Francistown,Monarch,Apartment,Sale,Agent_Boago,5,4,225,377,30,0,0,0,364000.0,367000.0,362000.0,0.0,0.0,0.82,18100.0,0.0,2025-03-06,,132,15,Agent Network,,Active
PPG-01797,Maun,Matlapana,Townhouse,Rental,Agent_Boago,2,1,294,1979,29,1,0,0,2177142.857142857,12700.0,12700.0,12700.0,7.0,0.0,12700.0,0.0,2024-08-09,2024-09-19,41,9,Agent Network,3.2,Closed
PPG-01798,Francistown,Monarch,House,Sale,Agent_Kabo,4,3,61,1302,28,0,1,1,181000.0,167000.0,182000.0,0.0,0.0,-7.73,9100.0,700.0,2024-12-17,2025-04-02,106,12,Walk-in,4.0,Closed
PPG-01799,Gaborone,Phakalane,Townhouse,Sale,Agent_Mpho,5,4,259,434,35,0,1,0,1516000.0,1508000.0,1439000.0,0.0,0.0,-0.53,71950.0,400.0,2025-05-02,2025-06-27,56,5,Online Listing,4.0,Closed
PPG-01800,Gaborone,Mogoditshane,Warehouse,Rental,Agent_Boago,0,0,442,1542,1,0,1,0,10799999.999999998,63000.0,63000.0,63000.0,7.0,0.0,63000.0,0.0,2024-01-01,2024-02-11,41,7,Walk-in,,Closed
PPG-01801,Gaborone,Extension 14,Warehouse,Rental,Agent_Boago,0,0,147,620,7,0,1,0,13457142.857142856,78500.0,78500.0,78500.0,7.0,0.0,78500.0,0.0,2024-12-21,2025-01-04,14,5,Referral,4.4,Closed
PPG-01802,Maun,Boseja,Retail Space,Sale,Agent_Kabo,0,0,300,729,4,0,0,0,3248000.0,3352000.0,3098000.0,0.0,0.0,3.2,154900.0,0.0,2024-07-20,2024-07-30,10,5,Cold Call,4.6,Closed
PPG-01803,Gaborone,Phase 2,House,Rental,Agent_Tshepho,1,1,233,1928,17,1,1,1,2657142.857142857,15500.0,15500.0,15500.0,7.0,0.0,15500.0,0.0,2025-03-09,2025-04-12,34,7,Online Listing,4.0,Closed
PPG-01804,Francistown,Gerald Estate,House,Rental,Agent_Neo,5,4,159,921,21,1,0,0,1885714.2857142854,11000.0,11000.0,11000.0,7.0,0.0,11000.0,0.0,2024-09-11,2024-10-09,28,6,Agent Network,,Closed
PPG-01805,Francistown,Somerset,Plot,Sale,Agent_Mpho,0,0,0,994,6,0,0,0,180000.0,180000.0,180000.0,0.0,0.0,0.0,9000.0,0.0,2024-05-17,2024-06-03,17,2,Online Listing,3.5,Closed
PPG-01806,Maun,Boseja,House,Rental,Agent_Boago,4,3,209,517,31,0,1,1,2228571.428571428,13000.0,13000.0,13000.0,7.0,0.0,13000.0,0.0,2024-07-25,2024-09-02,39,3,Online Listing,4.8,Closed
PPG-01807,Maun,Boseja,Plot,Sale,Agent_Lesego,0,0,0,1204,35,0,0,0,91000.0,91000.0,89000.0,0.0,0.0,0.0,4450.0,0.0,2025-04-02,2025-06-17,76,7,Cold Call,3.2,Closed
PPG-01808,Francistown,Tati Siding,Plot,Sale,Agent_Boago,0,0,0,1178,18,0,0,0,133000.0,130000.0,134000.0,0.0,0.0,-2.26,6700.0,150.0,2024-10-12,2025-03-15,154,15,Referral,3.5,Closed
PPG-01809,Maun,Sedie Ward,Commercial Office,Sale,Agent_Neo,0,0,324,805,28,0,1,1,3095000.0,3183000.0,3080000.0,0.0,0.0,2.84,154000.0,0.0,2024-07-01,2024-10-26,117,12,Cold Call,4.7,Closed
PPG-01810,Gaborone,Mogoditshane,Plot,Sale,Agent_Mpho,0,0,0,1889,31,0,0,1,214000.0,214000.0,214000.0,0.0,0.0,0.0,10700.0,0.0,2025-05-10,,54,6,Walk-in,3.0,Active
PPG-01811,Maun,Boseja,Plot,Sale,Agent_Boago,0,0,0,1913,7,0,0,1,111000.0,111000.0,111000.0,0.0,0.0,0.0,5550.0,0.0,2024-11-08,2024-12-31,53,8,Online Listing,3.0,Closed
PPG-01812,Maun,Sedie Ward,Retail Space,Rental,Agent_Kabo,0,0,562,1961,34,0,1,0,2314285.714285714,13500.0,13500.0,13500.0,7.0,0.0,13500.0,0.0,2024-07-29,2024-08-02,4,2,Referral,,Closed
PPG-01813,Gaborone,CBD,Townhouse,Sale,Agent_Boago,2,1,587,961,27,0,1,0,1925000.0,1946000.0,1867000.0,0.0,0.0,1.09,93350.0,0.0,2024-01-26,2024-06-08,134,16,Online Listing,,Closed
PPG-01814,Francistown,Somerset,Apartment,Rental,Agent_Gomolemo,1,1,112,1905,17,0,0,0,977142.857142857,5700.0,5700.0,5700.0,7.0,0.0,5700.0,0.0,2025-05-14,2025-06-05,22,3,Online Listing,3.9,Closed
PPG-01815,Maun,Sedie Ward,Warehouse,Rental,Agent_Gomolemo,0,0,304,1331,29,0,1,0,12754285.714285713,74400.0,74400.0,74400.0,7.0,0.0,74400.0,0.0,2025-05-04,2025-06-07,34,3,Online Listing,3.5,Closed
PPG-01816,Francistown,Tati Siding,Plot,Sale,Agent_Kabo,0,0,0,894,34,0,0,0,113000.0,105000.0,110000.0,0.0,0.0,-7.08,5500.0,400.0,2025-04-26,,73,12,Online Listing,3.2,Active
PPG-01817,Gaborone,Mogoditshane,Apartment,Sale,Agent_Boago,5,4,596,1973,10,0,0,1,1588000.0,1592000.0,1573000.0,0.0,0.0,0.25,78650.0,0.0,2024-09-21,2024-12-26,96,12,Agent Network,4.0,Closed
PPG-01818,Francistown,Gerald Estate,House,Rental,Agent_Boago,4,3,459,314,18,0,1,0,3051428.5714285714,17800.0,17800.0,17800.0,7.0,0.0,17800.0,0.0,2024-04-11,2024-05-09,28,4,Online Listing,3.8,Closed
PPG-01819,Maun,Boseja,Retail Space,Rental,Agent_Gomolemo,0,0,441,1972,30,0,0,1,6925714.285714285,40400.0,40400.0,40400.0,7.0,0.0,40400.0,0.0,2025-05-07,2025-06-04,28,6,Walk-in,3.0,Closed
PPG-01820,Maun,Sedie Ward,Townhouse,Sale,Agent_Gomolemo,5,4,506,936,21,0,0,1,787000.0,818000.0,766000.0,0.0,0.0,3.94,38300.0,0.0,2024-11-02,2025-01-18,77,8,Referral,,Closed
PPG-01821,Gaborone,Extension 14,Townhouse,Sale,Agent_Boago,4,3,234,1518,34,0,0,0,769000.0,788000.0,754000.0,0.0,0.0,2.47,37700.0,0.0,2024-09-08,2024-10-26,48,6,Walk-in,,Closed
PPG-01822,Gaborone,Tlokweng,Commercial Office,Sale,Agent_Boago,0,0,304,795,1,0,0,1,3642000.0,3517000.0,3505000.0,0.0,0.0,-3.43,175250.0,6250.0,2024-05-16,2024-08-05,81,9,Online Listing,3.2,Closed
PPG-01823,Gaborone,Phase 2,Apartment,Rental,Agent_Tshepho,3,2,414,1231,33,0,0,1,977142.857142857,5700.0,5700.0,5700.0,7.0,0.0,5700.0,0.0,2025-04-08,2025-05-17,39,4,Cold Call,3.9,Closed
PPG-01824,Gaborone,Broadhurst,Townhouse,Rental,Agent_Lesego,4,3,502,806,13,0,1,0,1868571.4285714284,10900.0,10900.0,10900.0,7.0,0.0,10900.0,0.0,2025-03-23,2025-05-07,45,4,Online Listing,4.1,Closed
PPG-01825,Gaborone,Block 9,Warehouse,Sale,Agent_Tshepho,0,0,185,1528,7,0,0,0,2764000.0,2786000.0,2674000.0,0.0,0.0,0.8,133700.0,0.0,2024-10-17,2024-11-28,42,8,Agent Network,4.7,Closed
PPG-01826,Francistown,Tati Siding,Apartment,Rental,Agent_Tshepho,5,4,109,485,0,0,0,1,2382857.1428571427,13900.0,13900.0,13900.0,7.0,0.0,13900.0,0.0,2025-05-21,2025-05-28,7,1,Cold Call,5.0,Closed
PPG-01827,Francistown,Somerset,Retail Space,Sale,Agent_Kabo,0,0,525,625,6,0,0,1,5717000.0,5386000.0,5496000.0,0.0,0.0,-5.79,274800.0,16550.0,2024-10-04,2025-04-04,182,18,Referral,,Closed
PPG-01828,Francistown,Tati Siding,Plot,Sale,Agent_Mpho,0,0,0,1532,13,0,0,0,136000.0,130000.0,130000.0,0.0,0.0,-4.41,6500.0,300.0,2024-08-28,2024-09-17,20,4,Agent Network,4.7,Closed
PPG-01829,Maun,Boseja,House,Rental,Agent_Boago,2,1,122,589,18,0,1,0,1508571.4285714284,8800.0,8800.0,8800.0,7.0,0.0,8800.0,0.0,2024-10-13,2024-11-08,26,7,Walk-in,4.5,Closed
PPG-01830,Gaborone,Mogoditshane,Commercial Office,Rental,Agent_Kabo,0,0,85,586,16,0,1,1,8640000.0,50400.0,50400.0,50400.0,7.0,0.0,50400.0,0.0,2024-03-29,2024-04-02,4,1,Cold Call,3.2,Closed
PPG-01831,Maun,Matlapana,Apartment,Rental,Agent_Boago,2,1,192,1849,31,0,0,0,1851428.5714285714,10800.0,10800.0,10800.0,7.0,0.0,10800.0,0.0,2025-05-16,2025-06-15,30,5,Online Listing,,Closed
PPG-01832,Francistown,Monarch,Plot,Sale,Agent_Mpho,0,0,0,1031,30,0,0,0,174000.0,174000.0,174000.0,0.0,0.0,0.0,8700.0,0.0,2024-11-13,2025-04-11,149,16,Walk-in,3.2,Closed
PPG-01833,Francistown,Tati Siding,Plot,Sale,Agent_Kabo,0,0,0,1699,15,0,0,0,164000.0,164000.0,164000.0,0.0,0.0,0.0,8200.0,0.0,2024-05-10,2024-10-19,162,17,Online Listing,3.1,Closed
PPG-01834,Gaborone,Tlokweng,Townhouse,Sale,Agent_Kabo,2,1,320,2000,14,0,0,0,911000.0,934000.0,887000.0,0.0,0.0,2.52,44350.0,0.0,2024-08-08,2025-01-06,151,16,Walk-in,4.2,Closed
PPG-01835,Gaborone,Broadhurst,Plot,Sale,Agent_Kabo,0,0,0,603,28,0,0,1,238000.0,238000.0,236000.0,0.0,0.0,0.0,11800.0,0.0,2025-03-07,,179,18,Referral,,Active
PPG-01836,Maun,Boseja,Retail Space,Rental,Agent_Boago,0,0,150,393,0,0,0,0,3137142.857142857,18300.0,18300.0,18300.0,7.0,0.0,18300.0,0.0,2024-09-14,2024-09-30,16,3,Agent Network,,Closed
PPG-01837,Gaborone,Mogoditshane,Warehouse,Rental,Agent_Gomolemo,0,0,155,817,9,0,1,0,12925714.285714284,75400.0,75400.0,75400.0,7.0,0.0,75400.0,0.0,2024-01-08,2024-02-20,43,7,Walk-in,3.3,Closed
PPG-01838,Francistown,Tati Siding,Warehouse,Sale,Agent_Neo,0,0,386,621,29,0,1,0,4939000.0,4529000.0,4829000.0,0.0,0.0,-8.3,241450.0,20500.0,2025-01-16,2025-04-01,75,11,Walk-in,,Closed
PPG-01839,Gaborone,CBD,Apartment,Sale,Agent_Boago,3,2,586,1796,27,0,0,0,1602000.0,1519000.0,1614000.0,0.0,0.0,-5.18,80700.0,4150.0,2024-01-29,2024-05-01,93,14,Agent Network,,Closed
PPG-01840,Gaborone,Phase 2,Retail Space,Rental,Agent_Tshepho,0,0,483,1382,18,0,0,0,3942857.1428571423,23000.0,23000.0,23000.0,7.0,0.0,23000.0,0.0,2025-02-24,2025-03-11,15,1,Online Listing,4.0,Closed
